dataset,arch,class,n_pred_target,low_support,rank_drift,pred_mass_drop,abs_z_drift,obs_drift,null_mean,null_sd,abs_z_confidence,b_confidence_shift,b_entropy_shift,coverage,undercoverage,failing
nslkdd,mlp,Normal,1665,False,0.16634373693313564,-0.17908935565334427,35.573941829106104,0.16634373693313564,0.010533864560763296,0.004379887759441122,27.32958305099643,0.013657549586130191,0.03908079677027529,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,389,False,0.46993974108025854,0.19783779151832503,96.93001546093888,0.46993974108025854,0.011533310278784703,0.004729251600978066,73.66660170460096,0.10311411261634673,0.22901886729844512,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,269,False,0.34754953787387877,-0.023096680130659172,30.535843828895445,0.34754953787387877,0.02475191628866683,0.010571105334241824,17.98984613381878,0.041600079193814476,0.11684028278717196,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,7,True,,0.004512610419247447,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1717,False,0.17493893667568544,-0.2017135126122651,35.82038105621042,0.17493893667568544,0.010973378878747891,0.0045774375638170306,24.078125558259735,0.01247131909430943,0.03587241565150294,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,341,False,0.4382621558741884,0.2183670270690198,75.55968046250082,0.4382621558741884,0.011425819558938493,0.0056489960479264145,75.1085939588317,0.10536969182765132,0.226029147443833,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,263,False,0.30761851606376667,-0.020571101210230466,27.090285228797963,0.30761851606376667,0.02403230413018453,0.010468188486702223,12.973134402423337,0.024510512433920884,0.07770096848433689,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,9,True,,0.0036529524780444414,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1653,False,0.16274776346420394,-0.17363726057860762,27.355121147114936,0.16274776346420394,0.011770455532039942,0.005519160639801704,29.084462890247632,0.01451900077292445,0.04286113667776034,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,393,False,0.45484263687230053,0.1961940870444319,85.86040717711124,0.45484263687230053,0.011154321213309538,0.00516755429244307,78.29966740904632,0.1083268439558086,0.2334375592224953,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,274,False,0.44886744123752764,-0.02519127656487824,35.401905733384105,0.44886744123752764,0.02644815592981986,0.011932105816251724,20.96470511224973,0.046338230243249234,0.1341828585262146,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,10,True,,0.0032274487567272936,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1801,False,0.236007062870223,-0.23706292601179868,36.2618979911682,0.236007062870223,0.013347481735805872,0.006140317894795445,19.94944055384482,0.010889476178456037,0.028851622711475292,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,296,False,0.28985025513105617,0.23773483141536494,50.00158174114319,0.28985025513105617,0.013763200237677818,0.005521566424091811,49.67413088416629,0.06267359391277205,0.13004055111648113,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,229,False,0.413720891060982,-0.006307150956245899,20.62105003542361,0.413720891060982,0.04193935988616623,0.018029224047085648,23.84096570681505,0.0532790608169047,0.1407698721177932,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,True,,0.00703368613816375,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1838,False,0.24436001570430485,-0.2532743550987643,39.63156201958234,0.24436001570430485,0.01424121668144725,0.005806452920254661,17.863923880419946,0.010482269125070665,0.02862085783081263,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,256,False,0.23634711489624147,0.2548477137642988,35.79115985732371,0.23634711489624147,0.01409952179473226,0.00620956666359702,39.50903823212537,0.04382388804769399,0.10189915068858015,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,233,False,0.399356593801656,-0.008066052715147667,21.288018614637508,0.399356593801656,0.04160143654517556,0.016805469956254652,25.350465980075075,0.05193239459968568,0.13603099675772765,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,True,,0.007033502017807956,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1809,False,0.23120996132753235,-0.240162141375165,36.68120792341766,0.23120996132753235,0.013897954310537112,0.005924341626663309,22.209286225153196,0.012100733513307538,0.03174201519272171,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,295,False,0.27722231650716117,0.2382181007665588,39.236763266758395,0.27722231650716117,0.013742966138589021,0.006715114306887627,50.102647807924654,0.04872214496947169,0.10779995213542787,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,223,False,0.5994692152595449,-0.003692124756314044,33.323473193572575,0.5994692152595449,0.04357097309675204,0.016681881835474893,32.60781574217341,0.07332527379136577,0.2018956820764905,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,3,True,,0.006176237167507232,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1742,False,0.2557178345986747,-0.2111167784397382,36.03760175497353,0.2557178345986747,0.01776626508468115,0.006602869167928301,35.89391994557675,0.03046925934538458,0.05814517094933694,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,365,False,0.5793531125015678,0.2076045332634726,34.2172657729752,0.5793531125015678,0.04632421020359816,0.015577776022038439,53.87151339487107,0.061526246164715026,0.150625373465554,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,220,False,0.4377204884667571,-0.002181512819810702,20.67651570614932,0.4377204884667571,0.04221273875378353,0.019128355828121814,31.49031110600808,0.08224253556341654,0.1768613216364633,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.0070921985815602835,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1811,False,0.26898349457556037,-0.24105125000511096,39.5373229451761,0.26898349457556037,0.017494284017962155,0.006360805229689485,35.680706093376095,0.03023557550741718,0.06132649988523882,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,307,False,0.5045148634274523,0.2324300331962687,32.72706715877798,0.5045148634274523,0.048333098221179316,0.013938974824510572,46.08925022288506,0.049039635038436113,0.1276752222863701,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,210,False,0.39140014214641083,0.002069826195476812,19.034956703889655,0.39140014214641083,0.042587912087912086,0.018324823927086818,25.698264948828328,0.0669215555951227,0.14892280137742486,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,True,,0.006663014032204061,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1765,False,0.2477903766606464,-0.2206590945858279,34.351865406224405,0.2477903766606464,0.017568323796788975,0.006701879217951938,43.335632993463314,0.03451870817827385,0.06555715105862181,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,360,False,0.5521080592291172,0.2098157618897956,34.70016777346946,0.5521080592291172,0.045061067916485,0.014612234575427693,56.547937401434204,0.055348969576339724,0.14301181213701666,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,204,False,0.6075898786609937,0.0047200223836113,28.68190926664809,0.6075898786609937,0.04485741541162963,0.019619770009652766,32.42082704933292,0.08870390040438902,0.20696279810559853,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.0070921985815602835,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1736,False,0.1459277841080061,-0.20896619070642564,28.065394512542365,0.1459277841080061,0.010974034354399411,0.004808546328942433,21.863692499614668,0.01449849624583599,0.03769074280409712,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,368,False,0.546456294269665,0.20631753197647135,110.60305996359922,0.546456294269665,0.011577759409969482,0.004836019320222518,67.39171869681701,0.07166845155668178,0.18304995416393566,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,222,False,0.30283155067761613,-0.003092440532897811,21.26031004109132,0.30283155067761613,0.028719101065453737,0.012893153913671329,19.039941628510903,0.04218795854447177,0.10736058760374768,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,True,,0.007086612993250021,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1791,False,0.1650686505728286,-0.23289097385867663,33.43612302999669,0.1650686505728286,0.01098182031586583,0.004608394044929377,19.012065290969645,0.013128384390049264,0.03680228904467181,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,320,False,0.5143910768783607,0.2268506340546378,107.19642969405783,0.5143910768783607,0.011233503033716029,0.004693790411496662,62.44658402206514,0.06895785921487008,0.17354217090973337,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,216,False,0.30911885463867084,-0.0005582079557467784,24.525429267661185,0.30911885463867084,0.02743964994575276,0.011485189580935714,20.51184882494543,0.0499649583103986,0.1178837677708101,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,True,,0.006657244323538003,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1758,False,0.16604254585548833,-0.21808079416065174,32.43515102107916,0.16604254585548833,0.011002809639387752,0.004779991192744637,27.720461915043625,0.01845380943114816,0.04596897106013463,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,361,False,0.5157068663520449,0.20938694542324326,101.33790326928228,0.5157068663520449,0.01175023278601279,0.004973031978240981,63.5397497115176,0.06989873613438824,0.17375381626303094,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,211,False,0.5019477284667798,0.0016653802626588332,37.393702094484894,0.5019477284667798,0.030182101042327367,0.012616178687855353,30.403878785427967,0.08672780807540925,0.21145543779567655,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.00751561342225045,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1864,False,0.2293207516621047,-0.26371946505322186,33.42305640682422,0.2293207516621047,0.01703562632292344,0.006351457591288315,32.5235943258398,0.01883138952248742,0.04803759087355018,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,269,False,0.43391016756689077,0.2491590624331177,39.51731047356667,0.43391016756689077,0.025493490645873,0.010335133439665885,49.9842175735964,0.048841434921495175,0.12382381488925434,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,193,False,0.33524298167035205,0.009348571908114625,13.195106454930535,0.33524298167035205,0.05879936192944916,0.02095046528689474,24.125465369378567,0.058051079383657056,0.1382466695079472,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,True,,0.006234197723559425,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1881,False,0.22749055678357005,-0.27135880273547797,35.30633328944588,0.22749055678357005,0.016518429195643662,0.005975475443976286,27.803130147714633,0.0166401684137375,0.04394755591728955,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,248,False,0.3897193810647784,0.25812240959388977,38.43750467064133,0.3897193810647784,0.0254406447866322,0.009477169223120335,45.33287769330572,0.05289824944385757,0.12742986861389702,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,198,False,0.2736961806462094,0.0071671139326652394,10.747847127266528,0.2736961806462094,0.0571252734118903,0.02015016632353227,21.677881810223838,0.04728213957246341,0.11729155698738263,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,True,,0.006233829482847837,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1869,False,0.21483634720446404,-0.26552064138270004,29.247245392782148,0.21483634720446404,0.018041864323330215,0.006728650176734258,34.53572408460242,0.018395714370925687,0.047438298020022265,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,281,False,0.4325920369015586,0.2440627507330324,37.073052978785896,0.4325920369015586,0.025051608656655962,0.010992901730486218,46.881716084787236,0.0577364915375157,0.1431468682396333,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,178,False,0.4571891396524017,0.015816323658885245,17.628257464439912,0.4571891396524017,0.06056437924736527,0.022499374155676828,29.360470728631103,0.07705363605263837,0.18330281804950319,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,True,,0.006663382115007968,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1665,False,0.2037872096695626,-0.17983033162455198,36.52552041625795,0.2037872096695626,0.012327429033311387,0.0052418084247481435,17.293533175476856,0.00943708232597451,0.023929288318678705,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,424,False,0.596190130624093,0.18276984964822374,82.08981329402638,0.596190130624093,0.014355587808417995,0.007087780072439448,56.86183620345133,0.058601804025719906,0.1592473111598586,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,236,False,0.4378055154923579,-0.008569177988041118,29.164167258993494,0.4378055154923579,0.032272224588370806,0.013905190136328368,22.621500445998123,0.06595137368733939,0.14998682352287482,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,4,True,,0.0062230265469389,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1728,False,0.21276180926916222,-0.20717551862639128,38.99179877437485,0.21276180926916222,0.012935575113883937,0.005124827282566988,15.411211848516263,0.007990844759873994,0.02127653069260657,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,373,False,0.564328377374055,0.2045801946345344,93.62657530457805,0.564328377374055,0.013740245995089438,0.005880682163027312,58.095062275771745,0.05566648159195409,0.153151012438837,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,221,False,0.36959100294337305,-0.002174862151665194,22.067527924229953,0.36959100294337305,0.034850854456793916,0.015168901094673018,18.9087585803935,0.057304062428763736,0.1276767291990921,0.6278059099362795,0.32219409006372046,1
