dataset,arch,class,n_pred_target,low_support,rank_drift,pred_mass_drop,abs_z_drift,obs_drift,null_mean,null_sd,abs_z_confidence,b_confidence_shift,b_entropy_shift,coverage,undercoverage,failing
nslkdd,mlp,R2L,7,True,,0.004934736417447054,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1674,False,0.20255048907800333,-0.18338338234741403,38.65859874024078,0.20255048907800333,0.012424593819280724,0.004918075187780033,20.47015171813265,0.011561428587996914,0.02851929314139819,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,431,False,0.5766819661973539,0.1798461344603576,84.82431967974638,0.5766819661973539,0.013412442458386511,0.006640424890710442,71.25977817899616,0.061244999594755045,0.16473200202759797,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,219,False,0.5929840482542266,-0.0012358829188969939,37.2608402946445,0.5929840482542266,0.03522641986705574,0.014969002952607521,30.278983416318763,0.09540278183627682,0.2107443604454257,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,8,True,,0.004508496530522091,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1855,False,0.22423636494517185,-0.2607052908735983,40.514380980562706,0.22423636494517185,0.012244029956196128,0.005232520647191469,17.83701588015985,0.010860562987414779,0.03745358452376726,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,295,False,0.4810765208365616,0.23816383184436538,35.00745960021206,0.4810765208365616,0.0270905061625456,0.012968265045752306,52.6936050673751,0.05737198803371224,0.13582953173797083,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,176,False,0.3676883116883117,0.017117920896898342,17.8961375642614,0.3676883116883117,0.047070551948051945,0.017915472463764116,18.033949944788485,0.07198059794500278,0.16609377725756347,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.007303906001905367,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1883,False,0.22427844953519777,-0.27306400151557064,38.995536872542175,0.22427844953519777,0.01209481339886842,0.005441228744454949,19.511605677929442,0.01252992356023297,0.03962188932904575,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,265,False,0.4367528879616015,0.25098505282009276,27.431388124082126,0.4367528879616015,0.030439892887359224,0.014811973540541992,49.32871264091989,0.05633664148878348,0.13310248254182777,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,179,False,0.3321372705506784,0.015797962066209897,14.65863205936876,0.3321372705506784,0.04865364724660814,0.01933902305180568,15.412973775515317,0.06452511510065051,0.1507235645319192,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,True,,0.006874721452549144,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1872,False,0.24003969159755506,-0.26765392046373726,43.74400109699477,0.24003969159755506,0.01205249942935403,0.005211850458367509,22.27438076322304,0.015401397687980434,0.04552678118009947,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,298,False,0.4336757700687308,0.23693165136690186,27.240935491966937,0.4336757700687308,0.028901312284577,0.01485905129445784,51.01277724109576,0.056483409962903464,0.12992017838885178,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,158,False,0.5747486437613021,0.024868994685707982,25.348788719974664,0.5747486437613021,0.0501,0.02069718792314059,27.489549721679897,0.12205989621819469,0.258550575042306,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.007303906001905367,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1690,False,0.14211304041742828,-0.1902907080741314,25.60819361380613,0.14211304041742828,0.012405981409236344,0.005065060853736402,26.815143377949553,0.019261542304633283,0.04028380655720583,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,438,False,0.4885138633902933,0.17660506307695892,94.59226824215548,0.4885138633902933,0.012466101509494757,0.005032628678087303,82.39800149787642,0.15334685998455833,0.2628447212995697,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,197,False,0.4542465165010898,0.008055985032803081,26.897743537983985,0.4542465165010898,0.0340402057158115,0.015622362901626998,27.82787131007818,0.10583842999553472,0.21146530737068125,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,True,,0.007510027833940188,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1770,False,0.18369992467416119,-0.2249366354239214,35.78567371612833,0.18369992467416119,0.011944847729404087,0.004799548509473734,27.24412144921804,0.019065782433645873,0.04326901940167781,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,368,False,0.447063149853852,0.20656733681605668,77.31370656120448,0.447063149853852,0.01266851022089507,0.005618598033313453,72.09236856363215,0.1385070612152296,0.23516861113355889,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,189,False,0.3405301895867933,0.011453189717561416,22.711217724567838,0.3405301895867933,0.031517511140152644,0.013606169523546352,20.630287681185493,0.0690783913759212,0.1484284733918229,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,True,,0.007509843713584393,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1714,False,0.16816925688743167,-0.20027140673407529,28.89676571488165,0.16816925688743167,0.012998355272086077,0.0053698363043942175,33.0281845993876,0.024937241909252394,0.050947509642974564,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,430,False,0.4796718455060258,0.18011617036165112,101.40827220439736,0.4796718455060258,0.011932707730439219,0.004612435727460349,86.76659387838194,0.1468175366179173,0.25045307779626513,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,186,False,0.6121470333278003,0.012809206767156883,40.18519814835888,0.6121470333278003,0.03416426898319777,0.014382976592793202,30.504745098382777,0.13713274696149014,0.2896935400933413,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.007939028262940616,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1700,False,0.15512986295635184,-0.19383973639292784,31.454492169399497,0.15512986295635184,0.011043393472838382,0.004580791471931248,31.37889966513234,0.018219940597885675,0.04564888643112318,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,421,False,0.4993963505234961,0.18405685093522503,98.395206303653,0.4993963505234961,0.012399861757030223,0.004949392425313567,59.46463673427635,0.06742230525902226,0.16743853686684848,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,206,False,0.38304902327085766,0.003771566331109047,28.001514786878342,0.38304902327085766,0.028708350295277234,0.01265433944100861,25.091881690355528,0.04963256228538049,0.13955597435200398,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.007462686567164179,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1755,False,0.17310273222104794,-0.2177578912123702,35.577707191399305,0.17310273222104794,0.01068188490952156,0.004565242117423199,25.507172843670382,0.016000763177403066,0.04287574984933608,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,370,False,0.4636449221354882,0.20586774828260307,83.65863708612814,0.4636449221354882,0.012728807908053192,0.005389952907829569,56.17078014512182,0.06834761997434147,0.16912180179006278,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,202,False,0.32189023037858067,0.005450375735240334,24.369331938101478,0.32189023037858067,0.02681075517086459,0.012108640317150386,25.64993017398091,0.03655913081903661,0.10975980644126945,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,True,,0.0066043174684517324,,,,,,,,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1704,False,0.16667629578996168,-0.1952422660973443,33.151077948030256,0.16667629578996168,0.010703337268512397,0.004704913631042781,33.7577669674659,0.0199201931609021,0.05003947160674796,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,432,False,0.4721409181314842,0.17941731799380528,77.55983404433053,0.4721409181314842,0.012203008251357308,0.0059301043581042505,53.99544848882616,0.07370474147006356,0.17512738124495988,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,193,False,0.5298247389237917,0.00938407666060051,39.60369817673217,0.5298247389237917,0.02928864359414665,0.012638620087851247,29.415641800736704,0.049035243860594546,0.15506263379094548,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.007462686567164179,,,,,,,,0.02981848141104289,0.920181518588957,1
ugr16,mlp,background,221707,False,0.06983405653396818,-0.012817500000000037,43.68232133921898,0.06983405653396818,0.004400117449386465,0.0014979501335665886,40.31912841495257,0.019194021219473667,0.0384293118357624,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50192,False,0.01998335166058176,-9.666666666666157e-05,4.019577173394861,0.01998335166058176,0.007545735885564581,0.0030942597289437277,9.939851530213422,0.0014274549657009583,0.003983195887075401,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26695,False,0.028565991303960425,0.013295833333333326,5.355580524092812,0.028565991303960425,0.008990712842927167,0.003655117941551096,3.626896039241577,0.0040738777715921826,0.006856730866493382,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,40499,False,0.1223485776592026,0.013152499999999998,33.92058585941326,0.1223485776592026,0.010240846402665215,0.0033050057484613434,10.638061684504443,0.00881035495531346,0.003220938553808228,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,60907,False,0.1509108146516253,-0.01353416666666668,52.94409929137611,0.1509108146516253,0.008798156909123875,0.0026842020101312722,4.313526133437691,0.0063014187466443605,0.008770909069925503,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,221765,False,0.06995177616770687,-0.013512499999999927,39.03606894693667,0.06995177616770687,0.004420306210977509,0.0016787415260949808,41.51888136574226,0.018689651220630932,0.037907367525749275,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50244,False,0.010149196006423264,-0.00020999999999998797,0.7608402899661515,0.010149196006423264,0.007614457555581713,0.003331498718284644,1.3378732276073135,0.0007493545770178578,0.00039899893407129017,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26669,False,0.030073443759314644,0.014127500000000001,5.160097515311735,0.030073443759314644,0.0093546231474548,0.004015199431867358,4.350688168283286,0.004039605318799211,0.00981632831462309,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,46894,False,0.15500594532160866,0.03344833333333333,47.29931784876848,0.15500594532160866,0.00900764753235743,0.003086689289178671,26.745962746048423,0.02810813762980069,0.019154596032220028,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,54428,False,0.09018664933385268,-0.03385333333333333,26.495140279638793,0.09018664933385268,0.009953547638214958,0.0030282195470123976,17.10284008557606,0.01828746122495628,0.052358799711360815,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,221568,False,0.06837064602085013,-0.01428666666666667,39.83814456879294,0.06837064602085013,0.004672011309690315,0.0015989357787776566,40.05720032360049,0.01839917297594673,0.03737580334210658,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50176,False,0.019045631275768055,-0.0001233333333333364,3.5295178140855676,0.019045631275768055,0.00820022806859103,0.003072771913459478,5.553467459654553,0.0006503788158722656,0.00274343830812996,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26739,False,0.043492790685006,0.014919166666666664,8.608409684775465,0.043492790685006,0.009666224592250916,0.003929479117679492,9.432501540761598,0.012420842668165455,0.01957861710693351,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,55546,False,0.14224368834653234,0.028751666666666675,51.43290774914905,0.14224368834653234,0.00844524087615079,0.0026014171340059075,24.264914056841622,0.017464413009306567,0.00086990177605617,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,45971,False,0.13197079414047785,-0.029260833333333333,32.61829989007579,0.13197079414047785,0.011218456005972972,0.00370198135836148,12.983118863808912,0.021008772584495627,0.06636318052196927,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,222159,False,0.06503088108803379,-0.013997499999999996,39.371744686519826,0.06503088108803379,0.004462825150990401,0.001538363524890498,42.33692660274141,0.01764058825609005,0.03587175628281292,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50201,False,0.01880797174083587,-0.0001691666666666647,3.2452428711066923,0.01880797174083587,0.007847118758124256,0.0033775139236262297,3.636329121897072,0.00027571885119215267,0.0007695585598880023,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26563,False,0.07553633427515694,0.014125833333333337,16.89315300287208,0.07553633427515694,0.009774600308263775,0.003892804022772583,4.451379265077309,0.004081130655051113,0.009773724480491464,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,43804,False,0.2660136983894902,0.026073333333333337,82.26086662423768,0.2660136983894902,0.00960727367318811,0.003116991532408114,62.89325543794561,0.04440585366092775,0.038139824923940524,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,57273,False,0.11431675945741643,-0.026032499999999986,28.924228281466416,0.11431675945741643,0.01044603755855131,0.0035911320049088974,5.934399651505296,0.009344474483652832,0.036571257229231435,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,222180,False,0.06795281444714868,-0.012333333333333307,38.8748391591384,0.06795281444714868,0.004486550402120825,0.0016325794631643815,46.994714144579405,0.019070205244055893,0.038019393511388805,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50177,False,0.01566205234322017,-0.00017583333333334727,2.2709481111730767,0.01566205234322017,0.008020148840746123,0.003365071823911714,8.400408863864868,0.0013205534865778912,0.0027923021229402656,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26275,False,0.03384549355185407,0.01301250000000001,5.100292534889845,0.03384549355185407,0.011104741294368408,0.004458715279941646,0.9212855598230041,0.0022439082438310276,0.005353377335561002,0.9472833333333334,0.0027166666666665895,0
