dataset,seed,new,old
cicids2017,1337,0.928698752228164,0.928698752228164
cicids2017,1337,0.9152542372881356,0.9152542372881356
cicids2017,1337,0.9387387387387387,0.9387387387387387
cicids2017,1337,0.9245283018867925,0.9245283018867925
cicids2017,2024,0.9262589928057554,0.9262589928057554
cicids2017,2024,0.9245960502692998,0.9245960502692998
cicids2017,2024,0.9117082533589251,0.9117082533589251
cicids2017,2024,0.9181184668989547,0.9181184668989547
cicids2017,2024,0.9196940726577438,0.9196940726577438
cicids2017,2024,0.9177330895795247,0.9177330895795247
cicids2017,2024,0.9428044280442804,0.9428044280442804
cicids2017,2024,0.9049429657794676,0.9049429657794676
cicids2017,2024,0.9353049907578558,0.9353049907578558
cicids2017,2024,0.9089285714285714,0.9089285714285714
cicids2017,3407,0.9270462633451957,0.9270462633451957
cicids2017,3407,0.936247723132969,0.936247723132969
cicids2017,3407,0.9131205673758865,0.9131205673758865
cicids2017,3407,0.9392265193370166,0.9392265193370166
cicids2017,3407,0.9347826086956522,0.9347826086956522
cicids2017,3407,0.9225225225225225,0.9225225225225225
cicids2017,3407,0.9279279279279279,0.9279279279279279
cicids2017,3407,0.9259259259259259,0.9259259259259259
cicids2017,3407,0.9137931034482759,0.9137931034482759
cicids2017,3407,0.9386617100371747,0.9386617100371747
cicids2017,42,0.9152854511970534,0.9152854511970534
cicids2017,42,0.9298561151079137,0.9298561151079137
cicids2017,42,0.9118198874296435,0.9118198874296435
cicids2017,42,0.9240986717267552,0.9240986717267552
cicids2017,42,0.9392265193370166,0.9392265193370166
cicids2017,42,0.9253731343283582,0.9253731343283582
cicids2017,42,0.9121863799283154,0.9121863799283154
cicids2017,42,0.9459962756052142,0.9459962756052142
cicids2017,42,0.9168141592920354,0.9168141592920354
cicids2017,42,0.9445506692160612,0.9445506692160612
cicids2017,512,0.9134438305709024,0.9134438305709024
cicids2017,512,0.9376146788990826,0.9376146788990826
cicids2017,512,0.9385665529010239,0.9385665529010239
cicids2017,512,0.9442307692307692,0.9442307692307692
cicids2017,512,0.8981132075471698,0.8981132075471698
cicids2017,512,0.9267822736030829,0.9267822736030829
cicids2017,512,0.9206349206349206,0.9206349206349206
cicids2017,512,0.9168173598553345,0.9168173598553345
cicids2017,512,0.924865831842576,0.924865831842576
cicids2017,512,0.9215328467153284,0.9215328467153284
cicids2017,6021,0.9264150943396227,0.9264150943396227
cicids2017,6021,0.9315589353612167,0.9315589353612167
cicids2017,6021,0.9437148217636022,0.9437148217636022
cicids2017,6021,0.9390243902439024,0.9390243902439024
cicids2017,6021,0.910873440285205,0.910873440285205
cicids2017,6021,0.9355432780847146,0.9355432780847146
cicids2017,6021,0.9431616341030196,0.9431616341030196
cicids2017,6021,0.9163498098859315,0.9163498098859315
cicids2017,6021,0.9180035650623886,0.9180035650623886
cicids2017,6021,0.9102990033222591,0.9102990033222591
cicids2017,7,0.9259259259259259,0.9259259259259259
cicids2017,7,0.922365988909427,0.922365988909427
cicids2017,7,0.9341085271317829,0.9341085271317829
cicids2017,7,0.9013539651837524,0.9013539651837524
cicids2017,7,0.9218181818181819,0.9218181818181819
cicids2017,7,0.9148148148148149,0.9148148148148149
cicids2017,7,0.950381679389313,0.950381679389313
cicids2017,7,0.9297297297297298,0.9297297297297298
cicids2017,7,0.9280442804428044,0.9298892988929889
cicids2017,7,0.9028776978417267,0.9028776978417267
cicids2017,88,0.9322638146167558,0.9322638146167558
cicids2017,88,0.9233716475095786,0.9233716475095786
cicids2017,88,0.9227871939736346,0.9227871939736346
cicids2017,88,0.9265232974910395,0.9265232974910395
cicids2017,88,0.9474671669793621,0.9474671669793621
cicids2017,88,0.931098696461825,0.931098696461825
cicids2017,88,0.9297297297297298,0.9297297297297298
cicids2017,88,0.9297297297297298,0.9297297297297298
cicids2017,88,0.9327272727272727,0.9327272727272727
cicids2017,88,0.9232142857142858,0.9232142857142858
cicids2017,91,0.9401408450704225,0.9401408450704225
cicids2017,91,0.943089430894309,0.943089430894309
cicids2017,91,0.9484732824427481,0.9484732824427481
cicids2017,91,0.9111111111111111,0.912962962962963
cicids2017,91,0.9168207024029574,0.9168207024029574
cicids2017,91,0.9302325581395349,0.9302325581395349
cicids2017,91,0.9299242424242424,0.9299242424242424
cicids2017,91,0.9165154264972777,0.9183303085299456
cicids2017,91,0.9392265193370166,0.9392265193370166
cicids2017,91,0.9168173598553345,0.9168173598553345
cicids2017,12345,0.5055225148683092,0.5055225148683092
cicids2017,12345,0.47558922558922556,0.47558922558922556
cicids2017,12345,0.5173527037933817,0.5173527037933817
cicids2017,12345,0.4883346741753821,0.4883346741753821
cicids2017,12345,0.4843624699278268,0.4843624699278268
cicids2017,12345,0.4706827309236948,0.4706827309236948
cicids2017,12345,0.49958779884583676,0.49958779884583676
cicids2017,12345,0.5189975747776879,0.5189975747776879
cicids2017,12345,0.4691865242399343,0.4691865242399343
cicids2017,12345,0.4812286689419795,0.4812286689419795
cicids2017,1337,0.5046649703138253,0.5046649703138253
cicids2017,1337,0.5557404326123128,0.5557404326123128
cicids2017,1337,0.5101050929668552,0.5101050929668552
cicids2017,1337,0.5131795716639209,0.5131795716639209
cicids2017,1337,0.5362082994304312,0.5362082994304312
cicids2017,1337,0.5260586319218241,0.5260586319218241
cicids2017,1337,0.5329581993569131,0.5329581993569131
cicids2017,1337,0.520259319286872,0.520259319286872
cicids2017,1337,0.5422077922077922,0.5422077922077922
cicids2017,1337,0.5100725221595488,0.5100725221595488
cicids2017,2024,0.4834123222748815,0.4834123222748815
cicids2017,2024,0.48126561199000834,0.48126561199000834
cicids2017,2024,0.5192465192465192,0.5192465192465192
cicids2017,2024,0.4925864909390445,0.4925864909390445
cicids2017,2024,0.48794679966749793,0.48794679966749793
cicids2017,2024,0.4741591468416735,0.4741591468416735
cicids2017,2024,0.4841666666666667,0.4841666666666667
cicids2017,2024,0.5172413793103449,0.5172413793103449
cicids2017,2024,0.4698205546492659,0.4698205546492659
cicids2017,2024,0.4790268456375839,0.4790268456375839
cicids2017,3407,0.5078864353312302,0.5078864353312302
cicids2017,3407,0.5093877551020408,0.5093877551020408
cicids2017,3407,0.49025720966484804,0.49025720966484804
cicids2017,3407,0.5091053048297703,0.5091053048297703
cicids2017,3407,0.5122362869198313,0.5122362869198313
cicids2017,3407,0.4882970137207425,0.4882970137207425
cicids2017,3407,0.5166139240506329,0.5166139240506329
cicids2017,3407,0.50201126307321,0.50201126307321
cicids2017,3407,0.5105348460291734,0.5105348460291734
cicids2017,3407,0.4738589211618257,0.4738589211618257
cicids2017,42,0.4895498392282958,0.4895498392282958
cicids2017,42,0.513953488372093,0.513953488372093
cicids2017,42,0.4886731391585761,0.4886731391585761
cicids2017,42,0.4826771653543307,0.4826771653543307
cicids2017,42,0.5008389261744967,0.5008389261744967
cicids2017,42,0.483974358974359,0.483974358974359
cicids2017,42,0.4876099120703437,0.4876099120703437
cicids2017,42,0.4828411811652035,0.4828411811652035
cicids2017,42,0.5044824775876121,0.5044824775876121
cicids2017,42,0.48222940226171246,0.48222940226171246
cicids2017,512,0.5,0.5
cicids2017,512,0.4942434210526316,0.4942434210526316
cicids2017,512,0.49791492910758967,0.49791492910758967
cicids2017,512,0.5173501577287066,0.5173501577287066
cicids2017,512,0.5012087026591459,0.5012087026591459
cicids2017,512,0.5084882780921585,0.5084882780921585
cicids2017,512,0.5086136177194421,0.5086136177194421
cicids2017,512,0.5004081632653061,0.5004081632653061
cicids2017,512,0.5163346613545817,0.5163346613545817
cicids2017,512,0.5203252032520326,0.5203252032520326
cicids2017,6021,0.5012427506213754,0.5012427506213754
cicids2017,6021,0.5004135649296939,0.5004135649296939
cicids2017,6021,0.5098543273350471,0.5098543273350471
cicids2017,6021,0.49432739059967584,0.49432739059967584
cicids2017,6021,0.5008591065292096,0.5008591065292096
cicids2017,6021,0.5036615134255492,0.5036615134255492
cicids2017,6021,0.515650741350906,0.515650741350906
cicids2017,6021,0.49917081260364843,0.49917081260364843
cicids2017,6021,0.5098039215686274,0.5098039215686274
cicids2017,6021,0.514817950889077,0.514817950889077
cicids2017,7,0.5476387738193869,0.5476387738193869
cicids2017,7,0.5389121338912134,0.5389121338912134
cicids2017,7,0.5264847512038523,0.5264847512038523
cicids2017,7,0.5408163265306123,0.5408163265306123
cicids2017,7,0.5293624161073825,0.5293624161073825
cicids2017,7,0.5246179966044142,0.5254668930390493
cicids2017,7,0.5523889354568315,0.5523889354568315
cicids2017,7,0.543424317617866,0.543424317617866
cicids2017,7,0.5580246913580247,0.5580246913580247
cicids2017,7,0.5468374699759808,0.5468374699759808
cicids2017,88,0.528395061728395,0.528395061728395
cicids2017,88,0.5248756218905473,0.5248756218905473
cicids2017,88,0.5105177993527508,0.5105177993527508
cicids2017,88,0.5364875701684042,0.5364875701684042
cicids2017,88,0.5257985257985258,0.5257985257985258
cicids2017,88,0.518578352180937,0.518578352180937
cicids2017,88,0.5441783649876135,0.5441783649876135
cicids2017,88,0.5425196850393701,0.5425196850393701
cicids2017,88,0.5073593073593073,0.5073593073593073
cicids2017,88,0.5394736842105263,0.5394736842105263
cicids2017,91,0.5008250825082509,0.5008250825082509
cicids2017,91,0.47553017944535075,0.47553017944535075
cicids2017,91,0.5080385852090032,0.5080385852090032
cicids2017,91,0.4662004662004662,0.4662004662004662
cicids2017,91,0.4926590538336052,0.4926590538336052
cicids2017,91,0.4772545889864326,0.4772545889864326
cicids2017,91,0.5052208835341365,0.5052208835341365
cicids2017,91,0.486697965571205,0.486697965571205
cicids2017,91,0.4823434991974318,0.4823434991974318
cicids2017,91,0.47579983593109104,0.47579983593109104
cicids2017,12345,0.4458804523424879,0.4458804523424879
cicids2017,12345,0.4464710547184774,0.4464710547184774
cicids2017,12345,0.4469756480754124,0.4469756480754124
cicids2017,12345,0.4349593495934959,0.4349593495934959
cicids2017,12345,0.4370308590492077,0.4378648874061718
cicids2017,12345,0.45799011532125206,0.45799011532125206
cicids2017,12345,0.4339171974522293,0.4339171974522293
cicids2017,12345,0.45365053322395404,0.45365053322395404
cicids2017,12345,0.43381180223285487,0.43381180223285487
cicids2017,12345,0.44739022369511183,0.44739022369511183
cicids2017,1337,0.451586655817738,0.451586655817738
cicids2017,1337,0.4372436423297785,0.4372436423297785
cicids2017,1337,0.4539829853054911,0.4539829853054911
cicids2017,1337,0.43258426966292135,0.43258426966292135
cicids2017,1337,0.4437919463087248,0.4437919463087248
cicids2017,1337,0.4461663947797716,0.4461663947797716
cicids2017,1337,0.46047269763651183,0.46047269763651183
cicids2017,1337,0.4640625,0.4640625
cicids2017,1337,0.4353628023352794,0.4353628023352794
cicids2017,1337,0.44335778321108393,0.4441727791361043
cicids2017,2024,0.4342948717948718,0.4342948717948718
cicids2017,2024,0.4416203335980937,0.4416203335980937
cicids2017,2024,0.43,0.43
cicids2017,2024,0.4603174603174603,0.4603174603174603
cicids2017,2024,0.4512291831879461,0.4512291831879461
cicids2017,2024,0.447822514379622,0.447822514379622
cicids2017,2024,0.43453355155482815,0.43453355155482815
cicids2017,2024,0.43900414937759336,0.43900414937759336
cicids2017,2024,0.42833052276559863,0.42833052276559863
cicids2017,2024,0.4342560553633218,0.4342560553633218
cicids2017,3407,0.42186234817813767,0.42186234817813767
cicids2017,3407,0.4488961569910057,0.4488961569910057
cicids2017,3407,0.4519632414369256,0.4519632414369256
cicids2017,3407,0.42868920032976093,0.4295136026380874
cicids2017,3407,0.42201834862385323,0.42201834862385323
cicids2017,3407,0.4395424836601307,0.4395424836601307
cicids2017,3407,0.4568106312292359,0.4568106312292359
cicids2017,3407,0.44208809135399674,0.44208809135399674
cicids2017,3407,0.4358974358974359,0.4358974358974359
cicids2017,3407,0.4483037156704362,0.4483037156704362
cicids2017,42,0.43854084060269627,0.4393338620142744
cicids2017,42,0.4334442595673877,0.4334442595673877
cicids2017,42,0.44660194174757284,0.44660194174757284
cicids2017,42,0.4370748299319728,0.4370748299319728
cicids2017,42,0.43693322341302554,0.43693322341302554
cicids2017,42,0.4481132075471698,0.4481132075471698
cicids2017,42,0.4332493702770781,0.4332493702770781
cicids2017,42,0.4524590163934426,0.4524590163934426
cicids2017,42,0.4518167456556082,0.4518167456556082
cicids2017,42,0.42833876221498374,0.42833876221498374
cicids2017,512,0.44461778471138846,0.44461778471138846
cicids2017,512,0.43953488372093025,0.43953488372093025
cicids2017,512,0.45641838351822506,0.45641838351822506
cicids2017,512,0.45505171042163883,0.45505171042163883
cicids2017,512,0.42671009771986973,0.42671009771986973
cicids2017,512,0.4449013157894737,0.4449013157894737
cicids2017,512,0.4227910817506193,0.4227910817506193
cicids2017,512,0.4468599033816425,0.4468599033816425
cicids2017,512,0.42857142857142855,0.42857142857142855
cicids2017,512,0.4413145539906103,0.4413145539906103
cicids2017,6021,0.44717444717444715,0.44717444717444715
cicids2017,6021,0.4318744838976053,0.4318744838976053
cicids2017,6021,0.4197019867549669,0.4205298013245033
cicids2017,6021,0.45232273838630804,0.45232273838630804
cicids2017,6021,0.4342532467532468,0.4342532467532468
cicids2017,6021,0.4405652535328346,0.4405652535328346
cicids2017,6021,0.424483306836248,0.424483306836248
cicids2017,6021,0.4286912751677852,0.4286912751677852
cicids2017,6021,0.43210862619808305,0.43210862619808305
cicids2017,6021,0.4470787468247248,0.4470787468247248
cicids2017,7,0.44706840390879476,0.44706840390879476
cicids2017,7,0.4531502423263328,0.45395799676898224
cicids2017,7,0.43194335169158143,0.43194335169158143
cicids2017,7,0.43543046357615894,0.43543046357615894
cicids2017,7,0.4193811074918567,0.4193811074918567
cicids2017,7,0.4224066390041494,0.4224066390041494
cicids2017,7,0.44,0.44
cicids2017,7,0.45255474452554745,0.45255474452554745
cicids2017,7,0.4401268834258525,0.4401268834258525
cicids2017,7,0.44389027431421446,0.44389027431421446
cicids2017,88,0.45,0.45
cicids2017,88,0.4249384741591468,0.4249384741591468
cicids2017,88,0.4497991967871486,0.4497991967871486
cicids2017,88,0.43825665859564167,0.43825665859564167
cicids2017,88,0.4438860971524288,0.4438860971524288
cicids2017,88,0.4282277465918204,0.4282277465918204
cicids2017,88,0.43467336683417085,0.43467336683417085
cicids2017,88,0.4284532671629446,0.4284532671629446
cicids2017,88,0.4489139179404666,0.4489139179404666
cicids2017,88,0.4358974358974359,0.4358974358974359
cicids2017,91,0.42880932556203166,0.42880932556203166
cicids2017,91,0.44363929146537845,0.44363929146537845
cicids2017,91,0.43869891576313597,0.43869891576313597
cicids2017,91,0.4497568881685575,0.4497568881685575
cicids2017,91,0.4425566343042071,0.4425566343042071
cicids2017,91,0.4415481832543444,0.4415481832543444
cicids2017,91,0.43097913322632425,0.43097913322632425
cicids2017,91,0.4371497197758207,0.4371497197758207
cicids2017,91,0.4508670520231214,0.4508670520231214
cicids2017,91,0.4226044226044226,0.4226044226044226
cicids2017,12345,0.5431512272367379,0.5431512272367379
cicids2017,12345,0.5323679727427598,0.5323679727427598
cicids2017,12345,0.5518316445830086,0.5518316445830086
cicids2017,12345,0.545,0.545
cicids2017,12345,0.5613472333600642,0.5613472333600642
cicids2017,12345,0.5385852090032154,0.5385852090032154
cicids2017,12345,0.5736,0.5736
cicids2017,12345,0.5483091787439613,0.5483091787439613
cicids2017,12345,0.5614754098360656,0.5614754098360656
cicids2017,12345,0.5453821656050956,0.5453821656050956
cicids2017,1337,0.549717057396928,0.549717057396928
cicids2017,1337,0.5398230088495575,0.5406275140788415
cicids2017,1337,0.5415282392026578,0.5415282392026578
cicids2017,1337,0.5142857142857142,0.5142857142857142
cicids2017,1337,0.5158862876254181,0.5158862876254181
cicids2017,1337,0.5490848585690515,0.5499168053244592
cicids2017,1337,0.5353697749196141,0.5353697749196141
cicids2017,1337,0.5564387917329093,0.5564387917329093
cicids2017,1337,0.544251447477254,0.544251447477254
cicids2017,1337,0.5443449959316518,0.5443449959316518
cicids2017,2024,0.5310233682514102,0.5310233682514102
cicids2017,2024,0.5225442834138486,0.5233494363929146
cicids2017,2024,0.5500387897595035,0.5500387897595035
cicids2017,2024,0.541083916083916,0.541083916083916
cicids2017,2024,0.5392798690671031,0.5392798690671031
cicids2017,2024,0.5529506871463218,0.5529506871463218
cicids2017,2024,0.5490998363338789,0.5490998363338789
cicids2017,2024,0.5281923714759535,0.5281923714759535
cicids2017,2024,0.5438455349959774,0.5438455349959774
cicids2017,2024,0.567654123298639,0.567654123298639
cicids2017,3407,0.5506893755068938,0.5506893755068938
cicids2017,3407,0.5737704918032787,0.5737704918032787
cicids2017,3407,0.5577689243027888,0.5577689243027888
