subtype,n_target,n_source,is_unseen,coverage,score_KS,median_shift
snmpguess,115.69642857142857,0,True,0.0,0.9860002719928145,0.5042089035348029
guess_passwd,100.57,11,False,0.007222232682542754,0.9722430820396071,0.503729878191351
warezmaster,75.32,3,False,0.24313860845836643,0.8014586977237128,0.5008936125947582
snmpgetattack,58.651162790697676,0,True,0.002121300596314979,0.9851676123669777,0.5042328327823034
httptunnel,49.08,0,True,0.0023985125691569176,0.9777287080805965,0.5040473306518163
named,6.483870967741935,0,True,0.004748250554702168,0.9755577319812002,0.5036762186937201
sendmail,4.742857142857143,0,True,0.024784580498866213,0.9692357820085529,0.5039218675430635
multihop,3.3333333333333335,2,False,0.03726851851851852,0.9617542878448919,0.5022408496176229
xlock,3.0,0,True,0.0,0.9873228933631618,0.50386021413196
