dataset,realization,ess,w_background,w_dos,w_nerisbotnet,w_scan11,w_scan44
ugr16,july_to_august,59996.47198035229,0.9998776775894213,0.9993978480372374,1.0004016329793781,0.9999609534671998,1.0011993005472164
