dataset,arch,class,n_pred_target,low_support,monitor_drift,pred_mass_drop,b_confidence_shift,b_entropy_shift,b_share_drift,b_raw_score_ks,coverage,undercoverage,failing
cicids2017,rf,DoS,5461,False,0.0205090642739425,0.47828733260236206,0.004657739643856851,0.009869321170452128,0.47828733260236206,0.47828733260236206,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,159656,False,0.014939771346993291,-0.481297309465052,0.004765597891359108,0.009157278979286695,0.481297309465052,0.4884593452084093,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,4962,False,0.23760580411124546,0.481297309465052,0.09473112564503261,0.1567047451143783,0.481297309465052,0.481297309465052,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,161021,False,0.023313365652084778,-0.48958923379896446,0.009157532528391132,0.015008834340569637,0.48958923379896446,0.489637831157698,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,3597,False,0.0022240756185710315,0.48958923379896446,0.0005257101428697286,0.001095409586624352,0.48958923379896446,0.48958923379896446,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,157038,False,0.010823084248700574,-0.4653938238194968,0.0031655365580824935,0.005512233200718708,0.4653938238194968,0.46896178855284304,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,7580,False,0.15964707703760805,0.4653938238194968,0.012206980378710597,0.026052723212412313,0.4653938238194968,0.4653938238194968,0.6038966666666667,0.3461033333333332,1
ciciot2023,mlp,Benign,17247,False,0.017230695589446343,0.0009005521478845369,0.0023897825249021842,0.00533030124591638,0.0009005521478845369,0.008172743929797027,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,1050,False,0.06259091532866745,-0.00010664829919832019,0.021631306864211775,0.053014612037764974,0.00010664829919832019,0.007406708828412101,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,194808,False,0.0021290092870970834,0.00409128699722755,0.00017681243983769246,0.0005326024649366483,0.00409128699722755,0.004849885950719224,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,73207,False,0.007632682530172796,0.0018751003823698487,0.00012095518194188415,0.00039692873859460687,0.0018751003823698487,0.006962705350566312,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,53940,False,0.0019942734594748344,0.0010504288602226075,0.00011822064259459086,0.0003439407700888317,0.0010504288602226075,0.004007823284542522,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,79770,False,0.01384813476478014,-0.0029091601403953837,0.005867541337819859,0.012181705332832249,0.0029091601403953837,0.007649400975723919,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,32414,False,0.03069862748747143,-0.0022868070138138685,0.015561075698217741,0.033058118631737965,0.0022868070138138685,0.008240827965973974,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,3738,False,0.11165889576804511,-0.0026147529342970145,0.036540153938198205,0.08731397931720819,0.0026147529342970145,0.00854394817541887,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16261,False,0.014780473229304703,0.0009048588100936741,0.004257467442966623,0.007478491963533118,0.0009048588100936741,0.00750419194969329,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,991,False,0.03754577716300639,7.962187212258486e-05,0.010041923382903772,0.015066488981322068,7.962187212258486e-05,0.008035248372083525,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,195612,False,0.0013141806694660363,0.004574514216546588,7.401905860471292e-05,0.0002270579295522955,0.004574514216546588,0.00642049949059198,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,71905,False,0.006231490220710012,0.0013954982976294716,5.652114928411667e-05,0.0004436930048111465,0.0013954982976294716,0.00661901357080108,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,53920,False,0.001781832356808559,0.0010310122703245522,4.98331098052196e-05,0.00015386932003250533,0.0010310122703245522,0.002059141464936659,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,80704,False,0.015217263126485303,-0.0036977602463743597,0.007289510289587464,0.01598919218764061,0.0036977602463743597,0.00783751674649985,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,33271,False,0.0224138298536391,-0.00185017807096792,0.010065461981682011,0.022418002018365246,0.00185017807096792,0.00799725455875508,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,3510,False,0.10317607249015193,-0.002437567149374616,0.03568208527322603,0.09388491718799419,0.002437567149374616,0.008610157448981873,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16448,False,0.012883722695293032,0.0006720541385088,0.0021255895985181628,0.004650832516918002,0.0006720541385088,0.00791008995384182,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,1053,False,0.04106733375026059,2.5946183732204146e-05,0.003828621676463362,0.0026315119130951303,2.5946183732204146e-05,0.007396650783567493,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,194772,False,0.0010279966077793145,0.004575065113194332,0.00018073024577680563,0.0002761087388681478,0.004575065113194332,0.00731108782266876,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,73323,False,0.004462255417266109,0.0013994031655610306,0.00020065957481796293,0.00015119162501323058,0.0013994031655610306,0.004418371252451037,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,53918,False,0.0012852187751777495,0.0010986560717690802,5.5545185536742814e-05,0.00010909651185496113,0.0010986560717690802,0.002307441342405153,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,80173,False,0.016246296021884266,-0.0035585347849902693,0.007426551582148222,0.016002610054847488,0.0035585347849902693,0.007417547871804375,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,33195,False,0.029003092639467765,-0.0023667776789808997,0.013150959372267401,0.028365944771229668,0.0023667776789808997,0.008391940888392624,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,3292,False,0.10751624024833728,-0.0018458122087942983,0.05358428498113832,0.10512373565289446,0.0018458122087942983,0.008883217721997252,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16959,False,0.01391804626475035,0.00045015257774087825,0.001299549777153075,0.003606874704323193,0.00045015257774087825,0.007552756721683762,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,969,False,0.046182414735210994,-4.2951591942504835e-05,0.016990075326929976,0.03696959353358786,4.2951591942504835e-05,0.007124532592910321,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,195282,False,0.0016597865761663194,0.003975798641491224,0.00027619666016431843,0.0005972586468957278,0.003975798641491224,0.007053104653187758,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,72614,False,0.0034784312415866853,0.0018212894451498374,0.00015659741930096338,0.0004903041302133093,0.0018212894451498374,0.004677201900833539,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,54020,False,0.002923138853330551,0.0011723768764548975,0.00027811341724204297,0.0006327696769561852,0.0011723768764548975,0.007575135889143936,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,79247,False,0.011441284204235402,-0.002047335585862925,0.004576803979722488,0.011297984831241559,0.002047335585862925,0.007759330941541076,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,32970,False,0.02320321675972692,-0.0018229372260306492,0.010421672149392824,0.022599217336007837,0.0018229372260306492,0.008034767991205172,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,4113,False,0.14681934545418007,-0.0035063931370007528,0.048979606297634315,0.11602475816119773,0.0035063931370007528,0.00868384064525736,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16399,False,0.021706249424582325,0.0011527003974646788,0.004481380570530602,0.009595483179210329,0.0011527003974646788,0.007738209450908973,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,1016,False,0.0492070376796121,1.2166320740805963e-05,0.0063438052421331825,0.01947447816345782,1.2166320740805963e-05,0.007315651961041114,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,196893,False,0.0032555339341465706,0.00422084418500196,0.00020150841988997303,0.0006549156184827085,0.00422084418500196,0.006750535714810546,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,71126,False,0.0064633746797782,0.0016482112973978669,0.0002824795949045722,0.0007833424344250439,0.0016482112973978669,0.008027301972915235,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,53960,False,0.002927652939644393,0.0010824973520178333,4.8873421957473795e-05,0.0001926070889458906,0.0010824973520178333,0.006674642150781618,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,81141,False,0.015135412439173268,-0.003833354416050677,0.007256223505063497,0.01591166138787692,0.003833354416050677,0.008367034593846912,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,31561,False,0.027020415786581764,-0.001669444781216528,0.011418812142583223,0.025188884851310378,0.001669444781216528,0.00822524784995149,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,4078,False,0.07359440902403147,-0.0026136203553559275,0.02355066190178401,0.07311938284417974,0.0026136203553559275,0.008965365597945335,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16785,False,0.015010548737270646,0.0008126081253081521,0.00147281861257742,0.0032713506202503018,0.0008126081253081521,0.007705626131594062,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,1086,False,0.027211786372007357,-8.438927896045091e-06,0.00578368052044409,0.01709762662365183,8.438927896045091e-06,0.007360569923694382,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,195713,False,0.0014654656112833564,0.004429018884011593,8.497005583374406e-05,0.0002903379133077609,0.004429018884011593,0.006416783871176501,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,72164,False,0.00528101946515791,0.0014033940252891897,0.00012748784369454036,0.00014145490885170142,0.0014033940252891897,0.0075600223836638225,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,53991,False,0.0018173630017724873,0.0010714743851940878,8.061274714343813e-05,0.00017527600438984377,0.0010714743851940878,0.003425529937724048,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,79551,False,0.014577364698303341,-0.0027453777183388817,0.006634808171855022,0.014169287566236366,0.0027453777183388817,0.007581733461011819,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,33481,False,0.03584403262417196,-0.0030443390366736295,0.018010858745218128,0.038480615110226435,0.0030443390366736295,0.008046182850977246,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,3403,False,0.09208098682736299,-0.0019183397368944784,0.042295044601368126,0.08789097763429043,0.0019183397368944784,0.009371576742032525,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16542,False,0.01825390972204377,0.0009783944432812872,0.005017547336167216,0.007552252705392393,0.0009783944432812872,0.007968764149423324,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,1169,False,0.05592755375947611,5.717435220861655e-06,0.003939198440976011,0.014312021518523177,5.717435220861655e-06,0.00763079671084807,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,195591,False,0.0010668482046662653,0.004367511244170619,3.67970634005399e-05,0.0001366690523724916,0.004367511244170619,0.00641047231459746,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,72183,False,0.003955330198892715,0.001583151534881061,8.16703682454678e-05,0.00012323424765622523,0.001583151534881061,0.003145968942817823,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,53996,False,0.0008972869227574561,0.0010921434100400473,5.904247182553224e-05,0.00013042765601292694,0.0010921434100400473,0.004712995081328941,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,81269,False,0.0178736221357233,-0.0044935061583265545,0.008302208767744679,0.018904249783109117,0.0044935061583265545,0.007905152809930815,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,33064,False,0.026276081466439172,-0.0022883629369844782,0.01274070600222521,0.028749509026590403,0.0022883629369844782,0.008064397594231554,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,2360,False,0.13902672016157652,-0.0012450489722828292,0.06585872807067239,0.12322244643306413,0.0012450489722828292,0.008632060645399467,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16175,False,0.01969917045651204,0.0005873072884346811,0.002008400779902386,0.0046935626132760255,0.0005873072884346811,0.007532487951833089,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,1183,False,0.041288038884192746,3.828690099523437e-05,0.00017067189277197858,0.008431946278097402,3.828690099523437e-05,0.007141755039922287,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,195582,False,0.0020802121360300463,0.004045639206761986,0.0002521096057511718,0.0004750541060772103,0.004045639206761986,0.006085974012003836,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,72257,False,0.004376992427414128,0.0017182524269896415,0.00013589912359845968,0.0001256034000346462,0.0017182524269896415,0.004564059910520224,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,53994,False,0.0020463530364569354,0.0010965277019988062,6.336668509587806e-05,0.00010668244298089359,0.0010965277019988062,0.006109392819037218,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,78936,False,0.012863787973467933,-0.001890632115006008,0.004565037702596864,0.01006652516252915,0.001890632115006008,0.007800832820790415,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,33770,False,0.029178887188989255,-0.0022988119179262745,0.01405297420512408,0.030597761565178627,0.0022988119179262745,0.008203910943004433,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,4277,False,0.10068057565124011,-0.0032965694922480315,0.028425290320862162,0.07705906291593034,0.0032965694922480315,0.008532827568175819,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16681,False,0.01389614293986674,0.0007306197106839579,0.0023473234020531253,0.0033845037593417393,0.0007306197106839579,0.008351598879143274,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,1012,False,0.03708439897698207,0.00014745392362987275,0.01456846555764657,0.018082022318635038,0.00014745392362987275,0.008125469825198128,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,195550,False,0.0020394771024453695,0.0040462024176679545,0.0002289453614984227,0.0004357455971624614,0.0040462024176679545,0.005637373322017858,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,72433,False,0.006993111746609271,0.0019144222218868967,0.00015785308164328882,0.0005766711177903616,0.0019144222218868967,0.0030596795654891373,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,54025,False,0.001592734203428925,0.0011171344899179453,0.00011011717242570551,0.00019206439146297926,0.0011171344899179453,0.0041367413789547,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,81197,False,0.018428819360391424,-0.004886029380336998,0.008305761629044506,0.017701756878963026,0.004886029380336998,0.008100272689505666,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,32881,False,0.02682558792769152,-0.001975763536037081,0.012377880676807118,0.02840444270469955,0.001975763536037081,0.007794031980457,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,2395,False,0.10354334086424344,-0.0010940398474125583,0.05119080636255713,0.10402941376672059,0.0010940398474125583,0.008481227248322579,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,mlp,Benign,16903,False,0.010591244249072429,0.0006867798696608141,0.0006254889267667263,0.0007233940151630813,0.0006867798696608141,0.007479929449560996,0.9505799641726637,-0.000579964172663705,0
ciciot2023,mlp,BruteForce,1071,False,0.06238087521509983,-5.146814958818498e-05,0.024359575849804194,0.04823226684825288,5.146814958818498e-05,0.007586783596562757,0.9558129005818419,-0.005812900581841918,0
ciciot2023,mlp,DDoS,195703,False,0.002121851672921421,0.0042042282568109934,0.00013674064953572707,0.00015489064608868383,0.0042042282568109934,0.005868296366621895,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,mlp,DoS,71783,False,0.004035918064258744,0.0016123324995258592,0.0007696735632698459,0.0015691851217982597,0.0016123324995258592,0.0068604016548052815,0.9498612247829219,0.00013877521707805762,0
ciciot2023,mlp,Mirai,54038,False,0.00100657796312645,0.0010949625431345145,0.00017010074805134945,0.00028324976181059915,0.0010949625431345145,0.0033122175030997347,0.950362697674883,-0.00036269767488306126,0
ciciot2023,mlp,Recon,80634,False,0.017405023654922858,-0.0037340885562746895,0.007699209079983005,0.016118019305130238,0.0037340885562746895,0.007787064814432809,0.9497292995008668,0.0002707004991331363,0
ciciot2023,mlp,Spoofing,32591,False,0.02388161830808372,-0.0018208134741072163,0.011086858422145185,0.02558863249141058,0.0018208134741072163,0.008337753243036011,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,mlp,Web,3451,False,0.08873343066922645,-0.0019919329891620796,0.04445391969933221,0.0912214825153217,0.0019919329891620796,0.008706923056708948,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,rf,Benign,17906,False,0.013185694390369873,0.0006515326767507143,0.0011029798892486786,0.0036709636755160036,0.0006515326767507143,0.006658656537883723,0.9505799641726637,-0.000579964172663705,0
ciciot2023,rf,BruteForce,2658,False,0.026510677294851848,-0.00025356122750972744,0.0015511651432524864,0.007703346131011979,0.00025356122750972744,0.0071908894711634475,0.9558129005818419,-0.005812900581841918,0
ciciot2023,rf,DDoS,195628,False,0.0004431258979313603,0.00431170564672767,1.8710771831020878e-05,2.5947393515498088e-05,0.00431170564672767,0.004538740297880761,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,rf,DoS,72050,False,0.0018191264792120077,0.0015457575008132607,5.803072252175134e-05,0.00012164570535803032,0.0015457575008132607,0.0037527857605185178,0.9498612247829219,0.00013877521707805762,0
ciciot2023,rf,Mirai,54156,False,0.0012417639961639212,0.0011589128159444628,0.0001467149681840807,0.0003594807037748458,0.0011589128159444628,0.004057401029080587,0.950362697674883,-0.00036269767488306126,0
ciciot2023,rf,Recon,71226,False,0.010804477241511845,-0.0013164660122227667,0.0034970508084452012,0.008489742203413697,0.0013164660122227667,0.0075512122807269155,0.9497292995008668,0.0002707004991331363,0
ciciot2023,rf,Spoofing,35542,False,0.010857891604521108,-0.00013568548655761015,0.004531362606724598,0.009129587719309495,0.00013568548655761015,0.008334887473848668,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,rf,Web,7008,False,0.05743887393449981,-0.005962195913946047,0.008679603942547631,0.024030311900859358,0.005962195913946047,0.008535198062888702,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,rf,Benign,17814,False,0.010575915485590226,0.00039141568760806683,0.0003517300945211632,0.0013487233637103913,0.00039141568760806683,0.006229296543593527,0.9505799641726637,-0.000579964172663705,0
ciciot2023,rf,BruteForce,2631,False,0.02105551456614571,-0.00017539543322060182,0.0007571114021447389,0.008426768667314954,0.00017539543322060182,0.007651627609946893,0.9558129005818419,-0.005812900581841918,0
ciciot2023,rf,DDoS,195629,False,0.0006890845831726417,0.004271557795056891,1.7114531932205246e-05,1.1681529326339202e-05,0.004271557795056891,0.004474193407579152,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,rf,DoS,72056,False,0.0026745096453463443,0.0015579084287312694,1.2303866274598896e-05,6.147819277468533e-07,0.0015579084287312694,0.002722970094957533,0.9498612247829219,0.00013877521707805762,0
ciciot2023,rf,Mirai,54165,False,0.0010968597390748685,0.001151835404027149,0.00010089381104272377,0.00028723608145010335,0.001151835404027149,0.0033461869669098587,0.950362697674883,-0.00036269767488306126,0
ciciot2023,rf,Recon,71626,False,0.010270491685328065,-0.0012191279578960268,0.003127826370183495,0.007815087897901363,0.0012191279578960268,0.006599449043395156,0.9497292995008668,0.0002707004991331363,0
ciciot2023,rf,Spoofing,35328,False,0.01259656992178329,-0.00015366447000959849,0.005227389357058576,0.010546046156623745,0.00015366447000959849,0.008048658932134162,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,rf,Web,6925,False,0.05994820385517585,-0.005824529454297121,0.010693456620228914,0.025677485711593118,0.005824529454297121,0.008666851711527687,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,rf,Benign,17878,False,0.015322803573815102,0.000320703805361755,0.0008385691428824948,0.0007478782871556677,0.000320703805361755,0.007705142339333337,0.9505799641726637,-0.000579964172663705,0
ciciot2023,rf,BruteForce,2616,False,0.02661631430474337,-0.0001867949001698602,0.0011231060387683067,0.005092976146112926,0.0001867949001698602,0.007833421132372148,0.9558129005818419,-0.005812900581841918,0
ciciot2023,rf,DDoS,195661,False,0.0005755307090942186,0.0042583426822536685,1.9029646209811624e-05,8.673975908761846e-05,0.0042583426822536685,0.004496797934285812,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,rf,DoS,72056,False,0.0023671279885182396,0.001551582477782698,2.3730028485324794e-05,5.9573750157289416e-05,0.001551582477782698,0.003167619572134628,0.9498612247829219,0.00013877521707805762,0
ciciot2023,rf,Mirai,54149,False,0.0013213948197326906,0.0011932356906459024,0.00021839398980960656,0.0005631745610367657,0.0011932356906459024,0.003418184191463114,0.950362697674883,-0.00036269767488306126,0
ciciot2023,rf,Recon,71580,False,0.010502639858341378,-0.0012827639675072888,0.003995186230046466,0.009207502459678607,0.0012827639675072888,0.0074505154292583975,0.9497292995008668,0.0002707004991331363,0
ciciot2023,rf,Spoofing,35438,False,0.012727898450988262,-0.0001923700973874981,0.004860047594467454,0.009375667458897785,0.0001923700973874981,0.008105624149963658,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,rf,Web,6796,False,0.06649923000636959,-0.005661935690979399,0.009123262660792442,0.022408875235457537,0.005661935690979399,0.00886863427045069,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,rf,Benign,17998,False,0.012507268311032549,0.00036129193336721654,0.001294925513155576,0.0007563593034079497,0.00036129193336721654,0.006044380607862193,0.9505799641726637,-0.000579964172663705,0
ciciot2023,rf,BruteForce,2565,False,0.02813288076445969,-0.0001951885232441726,0.0006751208123910724,0.0018170827746426532,0.0001951885232441726,0.007580326557006939,0.9558129005818419,-0.005812900581841918,0
ciciot2023,rf,DDoS,195643,False,0.0010030636571748183,0.0042345418003968405,3.180888696130424e-05,0.00013045883249101836,0.0042345418003968405,0.004514652443884104,0.9500033294205956,-3.3294205956657663e-06,0
ciciot2023,rf,DoS,72042,False,0.0014686310407736672,0.0015696206195969509,1.6831852966525673e-05,7.808773753636544e-05,0.0015696206195969509,0.0031776445432113443,0.9498612247829219,0.00013877521707805762,0
ciciot2023,rf,Mirai,54159,False,0.00125566463910908,0.0011460104270577393,0.00016906316415721268,0.0003197929302976494,0.0011460104270577393,0.0036049929867757458,0.950362697674883,-0.00036269767488306126,0
ciciot2023,rf,Recon,71796,False,0.010178224923058032,-0.0013134509326541421,0.0037024487439337728,0.008568975555076408,0.0013134509326541421,0.007531205438477406,0.9497292995008668,0.0002707004991331363,0
ciciot2023,rf,Spoofing,35170,False,0.012347527998581104,-0.00028807767735855583,0.005288586832810638,0.010115380013512532,0.00028807767735855583,0.008300920214956375,0.9528379475048357,-0.0028379475048357916,0
ciciot2023,rf,Web,6801,False,0.06797752558670073,-0.005514747647161915,0.01824388111277131,0.03692348064941975,0.005514747647161915,0.008790835740593389,0.9519120427455815,-0.0019120427455815436,0
ciciot2023,rf,Benign,17929,False,0.012536767109775693,0.0003480752812817997,0.0009625459511641843,0.0006508293753194616,0.0003480752812817997,0.007195595057096715,0.9505799641726637,-0.000579964172663705,0
ciciot2023,rf,BruteForce,2601,False,0.02468122886915025,-0.00017921651427338977,0.0009983818353387353,0.0038202764480427254,0.00017921651427338977,0.007068531964242147,0.9558129005818419,-0.005812900581841918,0
ciciot2023,rf,DDoS,195641,False,0.0006828264854170374,0.00426422989614994,2.6371421538273765e-05,8.60215643267697e-05,0.00426422989614994,0.0044998706329343885,0.9500033294205956,-3.3294205956657663e-06,0
