rung,realization,arch,seed,subtype,n_target,n_source,is_unseen,coverage,score_KS,median_shift
0.0,0,mlp,12345,guess_passwd,169,11,False,0.01775147928994083,0.9554028831261665,0.511084290303188
0.0,0,mlp,12345,warezmaster,126,3,False,0.4603174603174603,0.5580590177905614,0.503477652091533
0.0,1,mlp,12345,guess_passwd,172,11,False,0.029069767441860465,0.9440845949742469,0.511084290303188
0.0,1,mlp,12345,multihop,3,2,False,0.3333333333333333,0.9530201342281879,0.511084290303188
0.0,1,mlp,12345,warezmaster,122,3,False,0.4344262295081967,0.6206403344702387,0.5110841738060117
0.0,2,mlp,12345,guess_passwd,168,11,False,0.02976190476190476,0.9433924576542027,0.511084290303188
0.0,2,mlp,12345,multihop,4,2,False,0.5,0.8120805369127517,0.505589024787696
0.0,2,mlp,12345,warezmaster,125,3,False,0.528,0.5713288590604026,0.4410018026828766
0.0,3,mlp,12345,guess_passwd,171,11,False,0.04093567251461988,0.9322186899014875,0.511084290303188
0.0,3,mlp,12345,multihop,4,2,False,0.0,0.9731543624161074,0.511084290303188
0.0,3,mlp,12345,warezmaster,120,3,False,0.4083333333333333,0.6743288590604026,0.5110841822379371
0.0,4,mlp,12345,guess_passwd,159,11,False,0.031446540880503145,0.9417078215356043,0.511084290303188
0.0,4,mlp,12345,warezmaster,136,3,False,0.45588235294117646,0.6566818002368733,0.5038320100866258
0.0,5,mlp,12345,guess_passwd,172,11,False,0.040697674418604654,0.9324566879975027,0.511084290303188
0.0,5,mlp,12345,warezmaster,120,3,False,0.44166666666666665,0.6243288590604027,0.5110841738060117
0.0,6,mlp,12345,guess_passwd,173,11,False,0.023121387283236993,0.9500329751328704,0.511084290303188
0.0,6,mlp,12345,multihop,3,2,False,0.0,0.9731543624161074,0.5110842891244829
0.0,6,mlp,12345,warezmaster,121,3,False,0.4462809917355372,0.6183371235232126,0.5038164332509041
0.0,7,mlp,12345,guess_passwd,164,11,False,0.018292682926829267,0.9548616794892781,0.511084290303188
0.0,7,mlp,12345,multihop,3,2,False,0.3333333333333333,0.8120805369127517,0.5110816148480808
0.0,7,mlp,12345,warezmaster,130,3,False,0.38461538461538464,0.6685596282911719,0.5110842423364375
0.0,8,mlp,12345,guess_passwd,167,11,False,0.017964071856287425,0.95519029055982,0.511084290303188
0.0,8,mlp,12345,multihop,3,2,False,0.3333333333333333,0.9530201342281879,0.511084290303188
0.0,8,mlp,12345,warezmaster,126,3,False,0.38095238095238093,0.6374240971556407,0.51108421650315
0.0,9,mlp,12345,guess_passwd,170,11,False,0.023529411764705882,0.9496249506514015,0.511084290303188
0.0,9,mlp,12345,multihop,3,2,False,0.3333333333333333,0.9530201342281879,0.5110843739767006
0.0,9,mlp,12345,warezmaster,123,3,False,0.4796747967479675,0.6391662574343864,0.503477652091533
0.0,10,mlp,12345,guess_passwd,180,11,False,0.011111111111111112,0.9620432513049962,0.511084290303188
0.0,10,mlp,12345,multihop,3,2,False,0.0,0.9731543624161074,0.511084290303188
0.0,10,mlp,12345,warezmaster,112,3,False,0.4732142857142857,0.6314717162032598,0.503477652091533
0.0,11,mlp,12345,guess_passwd,165,11,False,0.01818181818181818,0.9549725442342892,0.511084290303188
0.0,11,mlp,12345,warezmaster,128,3,False,0.3984375,0.6727663590604027,0.5110841822379371
0.0,12,mlp,12345,guess_passwd,164,11,False,0.03048780487804878,0.9426665575380586,0.511084290303188
0.0,12,mlp,12345,multihop,3,2,False,0.0,0.9865771812080537,0.511084290303188
0.0,12,mlp,12345,warezmaster,130,3,False,0.46923076923076923,0.6300980898296334,0.503824221668765
0.0,13,mlp,12345,guess_passwd,158,11,False,0.0,0.9731543624161074,0.511084290303188
0.0,13,mlp,12345,warezmaster,137,3,False,0.48905109489051096,0.6292558663596728,0.5032121483236551
0.0,14,mlp,12345,guess_passwd,162,11,False,0.024691358024691357,0.9484630043914161,0.511084290303188
0.0,14,mlp,12345,multihop,3,2,False,0.0,0.9865771812080537,0.5110843271795602
0.0,14,mlp,12345,warezmaster,132,3,False,0.4166666666666667,0.6644803742119179,0.5110842423364375
0.0,15,mlp,12345,guess_passwd,169,11,False,0.04142011834319527,0.9317342440729122,0.511084290303188
0.0,15,mlp,12345,multihop,4,2,False,0.25,0.7231543624161074,0.5110828387123547
0.0,15,mlp,12345,warezmaster,123,3,False,0.4634146341463415,0.6229060948327604,0.5038320100866258
0.0,16,mlp,12345,guess_passwd,165,11,False,0.04242424242424243,0.930730119991865,0.511084290303188
0.0,16,mlp,12345,multihop,4,2,False,0.0,0.9731543624161074,0.5110843087413741
0.0,16,mlp,12345,warezmaster,127,3,False,0.44881889763779526,0.6158642921312688,0.5110841738060117
0.0,17,mlp,12345,guess_passwd,158,11,False,0.03164556962025317,0.9415087927958542,0.511084290303188
0.0,17,mlp,12345,multihop,4,2,False,0.25,0.9530201342281879,0.5110843239053793
0.0,17,mlp,12345,warezmaster,136,3,False,0.4411764705882353,0.6493288590604027,0.5110841181913202
0.0,18,mlp,12345,guess_passwd,168,11,False,0.023809523809523808,0.9493448386065836,0.511084290303188
0.0,18,mlp,12345,multihop,4,2,False,0.25,0.7365771812080537,0.5110843061511332
0.0,18,mlp,12345,warezmaster,123,3,False,0.4065040650406504,0.6879467452392645,0.5110841906698624
0.0,19,mlp,12345,guess_passwd,167,11,False,0.029940119760479042,0.9432142426556284,0.511084290303188
0.0,19,mlp,12345,multihop,3,2,False,0.0,0.9865771812080537,0.511084290303188
0.0,19,mlp,12345,warezmaster,127,3,False,0.47244094488188976,0.5628071658827881,0.5032121483236551
0.2,0,mlp,12345,guess_passwd,139,11,False,0.04316546762589928,0.9299888947902081,0.511084290303188
0.2,0,mlp,12345,snmpgetattack,60,0,True,0.0,0.9798657718120806,0.511084290303188
0.2,0,mlp,12345,warezmaster,94,3,False,0.40425531914893614,0.6333714122518921,0.5110842423364375
0.2,1,mlp,12345,guess_passwd,134,11,False,0.007462686567164179,0.9656916758489432,0.511084290303188
0.2,1,mlp,12345,multihop,3,2,False,0.3333333333333333,0.9530201342281879,0.5110843271795602
0.2,1,mlp,12345,snmpgetattack,58,0,True,0.0,0.959731543624161,0.511084290303188
0.2,1,mlp,12345,warezmaster,103,3,False,0.46601941747572817,0.6469016745943833,0.5110840625766286
0.2,2,mlp,12345,guess_passwd,145,11,False,0.020689655172413793,0.9524647072436936,0.511084290303188
0.2,2,mlp,12345,httptunnel,60,0,True,0.0,0.9731543624161074,0.5110838693253754
0.2,2,mlp,12345,warezmaster,92,3,False,0.4673913043478261,0.6384592938430114,0.5110812846023691
0.2,3,mlp,12345,guess_passwd,133,11,False,0.03007518796992481,0.9430791744461826,0.511084290303188
0.2,3,mlp,12345,httptunnel,60,0,True,0.0,0.9731543624161074,0.5110838693253754
0.2,3,mlp,12345,warezmaster,102,3,False,0.4117647058823529,0.7228582708251086,0.5038164332509041
0.2,4,mlp,12345,guess_passwd,136,11,False,0.014705882352941176,0.9584484800631662,0.511084290303188
0.2,4,mlp,12345,snmpgetattack,60,0,True,0.016666666666666666,0.9530201342281879,0.511084290303188
0.2,4,mlp,12345,warezmaster,97,3,False,0.5051546391752577,0.6312876219470006,0.5004646982997656
0.2,5,mlp,12345,guess_passwd,133,11,False,0.05263157894736842,0.920522783468739,0.511084290303188
0.2,5,mlp,12345,httptunnel,55,0,True,0.0,0.9731543624161074,0.5110838693253754
0.2,5,mlp,12345,sendmail,6,0,True,0.16666666666666666,0.819910514541387,0.511084290303188
0.2,5,mlp,12345,warezmaster,99,3,False,0.5050505050505051,0.6367025964341401,0.500487336423248
0.2,6,mlp,12345,guess_passwd,136,11,False,0.022058823529411766,0.9510955388866956,0.511084290303188
0.2,6,mlp,12345,multihop,4,2,False,0.0,0.9731543624161074,0.5110829525756344
0.2,6,mlp,12345,snmpgetattack,57,0,True,0.017543859649122806,0.9530201342281879,0.511084290303188
0.2,6,mlp,12345,warezmaster,99,3,False,0.43434343434343436,0.62660158633313,0.5038320100866258
0.2,6,mlp,12345,xlock,3,0,True,0.0,0.9731543624161074,0.511084290303188
0.2,7,mlp,12345,guess_passwd,132,11,False,0.022727272727272728,0.9504270896888346,0.511084290303188
0.2,7,mlp,12345,httptunnel,58,0,True,0.0,0.9731543624161074,0.5110838693253754
0.2,7,mlp,12345,warezmaster,104,3,False,0.4519230769230769,0.6493288590604027,0.5038320100866258
0.2,8,mlp,12345,guess_passwd,136,11,False,0.029411764705882353,0.9437425977102251,0.511084290303188
0.2,8,mlp,12345,named,4,0,True,0.0,0.9865771812080537,0.511084290303188
0.2,8,mlp,12345,snmpguess,55,0,True,0.0,0.9865771812080537,0.511084290303188
0.2,8,mlp,12345,warezmaster,99,3,False,0.47474747474747475,0.6063995661311098,0.5038164332509041
0.2,9,mlp,12345,guess_passwd,127,11,False,0.06299212598425197,0.9101622364318555,0.511084290303188
0.2,9,mlp,12345,httptunnel,53,0,True,0.018867924528301886,0.9542864378878055,0.5110838693253754
0.2,9,mlp,12345,multihop,3,2,False,0.0,0.9731543624161074,0.511084290303188
0.2,9,mlp,12345,named,8,0,True,0.0,0.9731543624161074,0.5110842831873015
0.2,9,mlp,12345,warezmaster,105,3,False,0.4,0.6898050495365932,0.5110842423364375
0.2,10,mlp,12345,guess_passwd,132,11,False,0.015151515151515152,0.9580028472645923,0.511084290303188
0.2,10,mlp,12345,snmpguess,59,0,True,0.0,0.9731543624161074,0.511084290303188
0.2,10,mlp,12345,warezmaster,102,3,False,0.37254901960784315,0.644426898276089,0.5110842423364375
0.2,11,mlp,12345,guess_passwd,135,11,False,0.022222222222222223,0.9509321401938852,0.511084290303188
0.2,11,mlp,12345,snmpgetattack,59,0,True,0.0,0.9696280286656808,0.511084290303188
0.2,11,mlp,12345,warezmaster,99,3,False,0.43434343434343436,0.6367025964341401,0.5038320100866258
0.2,12,mlp,12345,guess_passwd,130,11,False,0.015384615384615385,0.957769747031492,0.511084290303188
0.2,12,mlp,12345,multihop,3,2,False,0.0,0.9731543624161074,0.5110843206311984
0.2,12,mlp,12345,sendmail,3,0,True,0.3333333333333333,0.6532438478747203,0.511084290303188
0.2,12,mlp,12345,snmpgetattack,54,0,True,0.018518518518518517,0.9530201342281879,0.511084290303188
0.2,12,mlp,12345,warezmaster,105,3,False,0.44761904761904764,0.6231383828699265,0.5110841738060117
0.2,13,mlp,12345,guess_passwd,132,11,False,0.030303030303030304,0.942851332113077,0.511084290303188
0.2,13,mlp,12345,httptunnel,60,0,True,0.0,0.9731543624161074,0.5110838693253754
0.2,13,mlp,12345,multihop,4,2,False,0.25,0.7365771812080537,0.5110843061511332
0.2,13,mlp,12345,warezmaster,101,3,False,0.46534653465346537,0.6419031164861453,0.5038164332509041
0.2,14,mlp,12345,guess_passwd,137,11,False,0.021897810218978103,0.9512565521971292,0.511084290303188
0.2,14,mlp,12345,multihop,3,2,False,0.0,0.9865771812080537,0.5110843271795602
0.2,14,mlp,12345,named,5,0,True,0.0,0.9731543624161074,0.511084290303188
