dataset,rung,class,arch,seed,realization,q_src,F_src_at_q,F_tgt_at_q,signed_displacement_at_q,calibration_slack,undercoverage,KS_two_sided,KS_location,one_sided_up,one_sided_down,tail_mass_above_q_target,quantile_displacement,frac_of_KS_realised_at_q,n_src,n_tgt
nslkdd,0.8,Normal,mlp,42,18,0.4999694228172302,0.997920997920998,0.9722222222222222,0.025698775698775767,-0.04792099792099802,-0.022222222222222254,0.12406981156981159,0.4999692738056183,0.12406981156981159,0.0030256905256905234,0.02777777777777779,0.0,0.20713157676003707,10101,1008
nslkdd,0.8,DoS,mlp,42,18,0.4999694228172302,0.9991290463057048,0.26329442282749677,0.735834623478208,-0.049129046305704804,0.6867055771725032,0.735834623478208,0.4999694228172302,0.735834623478208,0.044181790214630035,0.7367055771725033,0.5000306051229471,1.0,6889,771
nslkdd,0.8,Probe,mlp,42,18,0.4999694228172302,0.9874141876430206,0.5582329317269076,0.429181255916113,-0.037414187643020624,0.3917670682730924,0.429181255916113,0.4999694228172302,0.429181255916113,0.049954968615882285,0.4417670682730924,0.5000305949696204,1.0,1748,249
nslkdd,0.8,R2L,mlp,42,18,0.9937466741539538,0.959731543624161,0.006711409395973154,0.9530201342281879,-0.009731543624161065,0.9432885906040268,0.9664429530201343,0.9978293243329972,0.9664429530201343,0.003355704697986577,0.9932885906040269,0.006222733003232839,0.986111111111111,149,298
nslkdd,0.8,Normal,mlp,42,19,0.4999694228172302,0.997920997920998,0.9771825396825397,0.020738458238458324,-0.04792099792099802,-0.027182539682539697,0.15613140613140614,0.4999692142009735,0.15613140613140614,0.003578441078441078,0.022817460317460347,0.0,0.13282694848084597,10101,1008
nslkdd,0.8,DoS,mlp,42,19,0.4999694228172302,0.9991290463057048,0.25,0.7491290463057048,-0.049129046305704804,0.7,0.7491290463057048,0.4999694228172302,0.7491290463057048,0.035355041490639505,0.75,0.5000306059040212,1.0,6889,772
nslkdd,0.8,Probe,mlp,42,19,0.4999694228172302,0.9874141876430206,0.512,0.47541418764302057,-0.037414187643020624,0.43799999999999994,0.4843295194508009,0.49996936321258545,0.4843295194508009,0.0536979405034325,0.488,0.5000305985988684,0.9815924253019107,1748,250
nslkdd,0.8,R2L,mlp,42,19,0.9937466741539538,0.959731543624161,0.026936026936026935,0.9327955166881341,-0.009731543624161065,0.923063973063973,0.9495627415090503,0.9978293243329972,0.9495627415090503,-0.0,0.9730639730639731,0.00622273437329568,0.9823421622522072,149,297
nslkdd,0.8,Normal,mlp,512,0,0.5,0.9966339966339967,0.9732142857142857,0.023419710919710957,-0.0466339966339967,-0.023214285714285743,0.06640637890637892,0.4999472498893738,0.06640637890637892,0.0016912516912516908,0.0267857142857143,0.0,0.35267260924930943,10101,1008
nslkdd,0.8,DoS,mlp,512,0,0.5,0.9994193642038032,0.4740932642487047,0.5253260999550985,-0.04941936420380322,0.4759067357512953,0.5254712589041477,0.8060108572244644,0.5254712589041477,0.27443389890168074,0.5259067357512953,0.5000000000005007,0.9997237547314158,6889,772
nslkdd,0.8,Probe,mlp,512,0,0.5,0.9919908466819222,0.5461847389558233,0.44580610772609885,-0.04199084668192221,0.40381526104417664,0.44580610772609885,0.5,0.44580610772609885,0.15898376113148244,0.4538152610441767,0.5000000000015001,1.0,1748,249
nslkdd,0.8,R2L,mlp,512,0,0.9764973390847445,0.959731543624161,0.037162162162162164,0.9225693814619988,-0.009731543624161065,0.9128378378378378,0.9327952113187012,0.7714840024709702,0.9327952113187012,4.5347360783602915e-05,0.9628378378378378,0.02350266091775577,0.9890374331550802,149,296
nslkdd,0.8,Normal,mlp,512,1,0.5,0.9966339966339967,0.9791666666666666,0.017467329967330025,-0.0466339966339967,-0.029166666666666674,0.0554936804936805,0.4999472498893738,0.0554936804936805,0.005808005808005806,0.02083333333333337,0.0,0.31476250650412646,10101,1008
nslkdd,0.8,DoS,mlp,512,1,0.5,0.9994193642038032,0.41245136186770426,0.5869680023360989,-0.04941936420380322,0.5375486381322957,0.5871131612851481,0.8060108572244644,0.5871131612851481,0.21256014635636916,0.5875486381322957,0.5000000000005007,0.9997527581416648,6889,771
nslkdd,0.8,Probe,mlp,512,1,0.5,0.9919908466819222,0.5725806451612904,0.4194102015206318,-0.04199084668192221,0.3774193548387096,0.4194102015206318,0.5,0.4194102015206318,0.1272975566546099,0.42741935483870963,0.5000000000015001,1.0,1748,248
nslkdd,0.8,R2L,mlp,512,1,0.9764973390847445,0.959731543624161,0.04377104377104377,0.9159604998531172,-0.009731543624161065,0.9062289562289562,0.9293833186450636,0.9897304242476821,0.9293833186450636,0.006756604072040313,0.9562289562289562,0.02350266091775577,0.9855572845749853,149,297
nslkdd,0.8,Normal,mlp,512,2,0.5,0.9966339966339967,0.9672619047619048,0.029372091872091888,-0.0466339966339967,-0.01726190476190481,0.07487088737088736,0.4996051490306854,0.07487088737088736,0.001297313797313797,0.03273809523809523,0.0,0.3923032423349222,10101,1008
nslkdd,0.8,DoS,mlp,512,2,0.5,0.9994193642038032,0.47470817120622566,0.5247111929975775,-0.04941936420380322,0.4752918287937743,0.5248563519466267,0.8060108572244644,0.5248563519466267,0.2722229219724522,0.5252918287937743,0.5000000000005007,0.9997234310902195,6889,771
nslkdd,0.8,Probe,mlp,512,2,0.5,0.9919908466819222,0.484,0.5079908466819222,-0.04199084668192221,0.46599999999999997,0.5079908466819222,0.5,0.5079908466819222,0.24620137299771166,0.516,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,2,0.9764973390847445,0.959731543624161,0.03367003367003367,0.9260615099541274,-0.009731543624161065,0.9163299663299663,0.9361173253790704,0.9897304242476821,0.9361173253790704,0.013490610806047049,0.9663299663299664,0.02350266091775577,0.9892579539419687,149,297
nslkdd,0.8,Normal,mlp,512,3,0.5,0.9966339966339967,0.9821428571428571,0.01449113949113956,-0.0466339966339967,-0.03214285714285714,0.06144606144606146,0.4999472498893738,0.06144606144606146,0.0013096888096888089,0.017857142857142905,0.0,0.2358351235230945,10101,1008
nslkdd,0.8,DoS,mlp,512,3,0.5,0.9994193642038032,0.422279792746114,0.5771395714576892,-0.04941936420380322,0.527720207253886,0.5772847304067383,0.8060108572244644,0.5772847304067383,0.22181697637669726,0.5777202072538861,0.5000000000005007,0.9997485487812109,6889,772
nslkdd,0.8,Probe,mlp,512,3,0.5,0.9919908466819222,0.5742971887550201,0.41769365792690205,-0.04199084668192221,0.37570281124497984,0.41769365792690205,0.5,0.41769365792690205,0.1505518642074017,0.4257028112449799,0.5000000000015001,1.0,1748,249
nslkdd,0.8,R2L,mlp,512,3,0.9764973390847445,0.959731543624161,0.04377104377104377,0.9159604998531172,-0.009731543624161065,0.9062289562289562,0.9293833186450636,0.9897304242476821,0.9293833186450636,0.006756604072040313,0.9562289562289562,0.02350266091775577,0.9855572845749853,149,297
nslkdd,0.8,Normal,mlp,512,4,0.5,0.9966339966339967,0.9751984126984127,0.02143558393558398,-0.0466339966339967,-0.02519841269841272,0.06154712404712406,0.4997890889644623,0.06154712404712406,-0.0,0.024801587301587324,0.0,0.3482792131630984,10101,1008
nslkdd,0.8,DoS,mlp,512,4,0.5,0.9994193642038032,0.4176394293125811,0.581779934891222,-0.04941936420380322,0.5323605706874188,0.5819250938402714,0.8060108572244644,0.5819250938402714,0.21210584214877418,0.5823605706874189,0.5000000000005007,0.9997505538933003,6889,771
nslkdd,0.8,Probe,mlp,512,4,0.5,0.9919908466819222,0.432,0.5599908466819221,-0.04199084668192221,0.518,0.5599908466819221,0.5,0.5599908466819221,0.18626086956521737,0.5680000000000001,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,4,0.9764973390847445,0.959731543624161,0.026936026936026935,0.9327955166881341,-0.009731543624161065,0.923063973063973,0.9462183354800805,0.9897304242476821,0.9462183354800805,0.0033896007050369477,0.9730639730639731,0.02350266091775577,0.9858142478446731,149,297
nslkdd,0.8,Normal,mlp,512,5,0.5,0.9966339966339967,0.9781746031746031,0.018459393459393514,-0.0466339966339967,-0.028174603174603186,0.07235875985875986,0.4999472498893738,0.07235875985875986,-0.0,0.02182539682539686,0.0,0.25510931220249194,10101,1008
nslkdd,0.8,DoS,mlp,512,5,0.5,0.9994193642038032,0.41893644617380027,0.5804829180300028,-0.04941936420380322,0.5310635538261996,0.5806280769790522,0.8060108572244644,0.5806280769790522,0.21700359169555256,0.5810635538261997,0.5000000000005007,0.9997499966763499,6889,771
nslkdd,0.8,Probe,mlp,512,5,0.5,0.9919908466819222,0.46184738955823296,0.5301434571236892,-0.04199084668192221,0.488152610441767,0.5301434571236892,0.5,0.5301434571236892,0.20732587098967953,0.5381526104417671,0.5000000000015001,1.0,1748,249
nslkdd,0.8,R2L,mlp,512,5,0.9764973390847445,0.959731543624161,0.02702702702702703,0.9327045165971339,-0.009731543624161065,0.922972972972973,0.9461273353890804,0.9897304242476821,0.9461273353890804,0.0034237257391619815,0.972972972972973,0.02350266091775577,0.9858128834355826,149,296
nslkdd,0.8,Normal,mlp,512,6,0.5,0.9966339966339967,0.9742063492063492,0.022427647427647468,-0.0466339966339967,-0.02420634920634923,0.07414488664488665,0.49989864230155945,0.07414488664488665,0.001192126192126192,0.025793650793650813,0.0,0.30248407466132626,10101,1008
nslkdd,0.8,DoS,mlp,512,6,0.5,0.9994193642038032,0.41968911917098445,0.5797302450328188,-0.04941936420380322,0.5303108808290156,0.5798754039818679,0.8060108572244644,0.5798754039818679,0.22460827767026656,0.5803108808290156,0.5000000000005007,0.9997496721743113,6889,772
nslkdd,0.8,Probe,mlp,512,6,0.5,0.9919908466819222,0.570281124497992,0.4217097221839302,-0.04199084668192221,0.379718875502008,0.4217097221839302,0.5,0.4217097221839302,0.1522681113469898,0.42971887550200805,0.5000000000015001,1.0,1748,249
nslkdd,0.8,R2L,mlp,512,6,0.9764973390847445,0.959731543624161,0.030303030303030304,0.9294285133211307,-0.009731543624161065,0.9196969696969697,0.936139922717104,0.9881256306543946,0.936139922717104,0.0033896007050369477,0.9696969696969697,0.02350266091775577,0.9928307625461654,149,297
nslkdd,0.8,Normal,mlp,512,7,0.5,0.9966339966339967,0.9662698412698413,0.030364155364155376,-0.0466339966339967,-0.016269841269841323,0.057578870078870095,0.4997890889644623,0.057578870078870095,0.003102003102003101,0.03373015873015872,0.0,0.527348927176989,10101,1008
nslkdd,0.8,DoS,mlp,512,7,0.5,0.9994193642038032,0.46113989637305697,0.5382794678307462,-0.04941936420380322,0.488860103626943,0.5384246267797954,0.8060108572244644,0.5384246267797954,0.2572820152574842,0.538860103626943,0.5000000000005007,0.9997304006135133,6889,772
nslkdd,0.8,Probe,mlp,512,7,0.5,0.9919908466819222,0.612,0.3799908466819222,-0.04199084668192221,0.33799999999999997,0.3799908466819222,0.5,0.3799908466819222,0.19026086956521737,0.388,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,7,0.9764973390847445,0.959731543624161,0.026936026936026935,0.9327955166881341,-0.009731543624161065,0.923063973063973,0.9462183354800805,0.9897304242476821,0.9462183354800805,0.006756604072040313,0.9730639730639731,0.02350266091775577,0.9858142478446731,149,297
nslkdd,0.8,Normal,mlp,512,8,0.5,0.9966339966339967,0.9831349206349206,0.013499075999076071,-0.0466339966339967,-0.03313492063492063,0.05846987096987098,0.4999472498893738,0.05846987096987098,0.003675378675378675,0.016865079365079416,0.0,0.2308723411760568,10101,1008
nslkdd,0.8,DoS,mlp,512,8,0.5,0.9994193642038032,0.4721862871927555,0.5272330770110476,-0.04941936420380322,0.47781371280724444,0.5273782359600969,0.8060108572244644,0.5273782359600969,0.26079936573238516,0.5278137128072444,0.5000000000005007,0.9997247536224451,6889,773
nslkdd,0.8,Probe,mlp,512,8,0.5,0.9919908466819222,0.5742971887550201,0.41769365792690205,-0.04199084668192221,0.37570281124497984,0.41769365792690205,0.5,0.41769365792690205,0.15496769687445433,0.4257028112449799,0.5000000000015001,1.0,1748,249
nslkdd,0.8,R2L,mlp,512,8,0.9764973390847445,0.959731543624161,0.030303030303030304,0.9294285133211307,-0.009731543624161065,0.9196969696969697,0.9394843287460738,0.9897304242476821,0.9394843287460738,0.016857614173050414,0.9696969696969697,0.02350266091775577,0.9892964521948285,149,297
nslkdd,0.8,Normal,mlp,512,9,0.5,0.9966339966339967,0.9761904761904762,0.02044352044352049,-0.0466339966339967,-0.02619047619047621,0.07533495033495034,0.4999472498893738,0.07533495033495034,0.000598125598125598,0.023809523809523836,0.0,0.2713683403602919,10101,1008
nslkdd,0.8,DoS,mlp,512,9,0.5,0.9994193642038032,0.4209844559585492,0.578434908245254,-0.04941936420380322,0.5290155440414508,0.5785800671943031,0.8060108572244644,0.5785800671943031,0.22650643776178436,0.5790155440414508,0.5000000000005,0.9997491117352988,6889,772
nslkdd,0.8,Probe,mlp,512,9,0.5,0.9919908466819222,0.46,0.5319908466819221,-0.04199084668192221,0.48999999999999994,0.5319908466819221,0.5,0.5319908466819221,0.21362013729977114,0.54,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,9,0.9764973390847445,0.959731543624161,0.02356902356902357,0.9361625200551374,-0.009731543624161065,0.9264309764309764,0.9428513321130771,0.9897304242476821,0.9428513321130771,0.0033896007050369477,0.9764309764309764,0.02350266091775577,0.9929057616719393,149,297
nslkdd,0.8,Normal,mlp,512,10,0.5,0.9966339966339967,0.9732142857142857,0.023419710919710957,-0.0466339966339967,-0.023214285714285743,0.06620837870837872,0.49989864230155945,0.06620837870837872,0.003675378675378675,0.0267857142857143,0.0,0.3537272982150094,10101,1008
nslkdd,0.8,DoS,mlp,512,10,0.5,0.9994193642038032,0.42412451361867703,0.5752948505851261,-0.04941936420380322,0.5258754863813229,0.5754400095341754,0.8060108572244644,0.5754400095341754,0.22651818657123454,0.5758754863813229,0.5000000000005005,0.9997477426896909,6889,771
nslkdd,0.8,Probe,mlp,512,10,0.5,0.9919908466819222,0.5697211155378487,0.4222697311440735,-0.04199084668192221,0.3802788844621513,0.4222697311440735,0.5,0.4222697311440735,0.16949592932617358,0.43027888446215135,0.5000000000015001,1.0,1748,251
nslkdd,0.8,R2L,mlp,512,10,0.9764973390847445,0.959731543624161,0.013468013468013467,0.9462635301561475,-0.009731543624161065,0.9365319865319864,0.9596863489480939,0.9897304242476821,0.9596863489480939,-0.0,0.9865319865319865,0.02350266091775577,0.9860133273681979,149,297
nslkdd,0.8,Normal,mlp,512,11,0.5,0.9966339966339967,0.9771825396825397,0.019451456951457002,-0.0466339966339967,-0.027182539682539697,0.06323218823218824,0.49989864230155945,0.06323218823218824,0.0004042504042504041,0.022817460317460347,0.0,0.3076195446539247,10101,1008
nslkdd,0.8,DoS,mlp,512,11,0.5,0.9994193642038032,0.46054333764553684,0.5388760265582664,-0.04941936420380322,0.4894566623544631,0.5390211855073155,0.8060108572244644,0.5390211855073155,0.2507659341053486,0.5394566623544632,0.5000000000015001,0.9997306989911492,6889,773
nslkdd,0.8,Probe,mlp,512,11,0.5,0.9919908466819222,0.472,0.5199908466819222,-0.04199084668192221,0.478,0.5199908466819222,0.5,0.5199908466819222,0.21820137299771164,0.528,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,11,0.9764973390847445,0.959731543624161,0.037037037037037035,0.9226945065871239,-0.009731543624161065,0.912962962962963,0.9361173253790704,0.9897304242476821,0.9361173253790704,0.01012360743904368,0.962962962962963,0.02350266091775577,0.9856611789697289,149,297
nslkdd,0.8,Normal,mlp,512,12,0.5,0.9966339966339967,0.9712301587301587,0.025403837903837934,-0.0466339966339967,-0.021230158730158766,0.07632701382701383,0.4999472498893738,0.07632701382701383,0.003176253176253176,0.02876984126984128,0.0,0.33282892425757327,10101,1008
nslkdd,0.8,DoS,mlp,512,12,0.5,0.9994193642038032,0.4669260700389105,0.5324932941648927,-0.04941936420380322,0.48307392996108944,0.5326384531139419,0.8060108572244644,0.5326384531139419,0.2631438039439178,0.5330739299610895,0.5000000000005007,0.9997274718935507,6889,771
nslkdd,0.8,Probe,mlp,512,12,0.5,0.9919908466819222,0.432,0.5599908466819221,-0.04199084668192221,0.518,0.5599908466819221,0.5,0.5599908466819221,0.2062608695652174,0.5680000000000001,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,12,0.9764973390847445,0.959731543624161,0.02356902356902357,0.9361625200551374,-0.009731543624161065,0.9264309764309764,0.9462183354800805,0.9897304242476821,0.9462183354800805,0.0033896007050369477,0.9764309764309764,0.02350266091775577,0.9893726267523224,149,297
nslkdd,0.8,Normal,mlp,512,13,0.5,0.9966339966339967,0.9751984126984127,0.02143558393558398,-0.0466339966339967,-0.02519841269841272,0.06045399795399796,0.4999472498893738,0.06045399795399796,0.0008146883146883145,0.024801587301587324,0.0,0.35457678004844667,10101,1008
nslkdd,0.8,DoS,mlp,512,13,0.5,0.9994193642038032,0.40025906735751293,0.5991602968462902,-0.04941936420380322,0.549740932642487,0.5993054557953394,0.8060108572244644,0.5993054557953394,0.19541835486022996,0.5997409326424871,0.5000000000005,0.9997577880400629,6889,772
nslkdd,0.8,Probe,mlp,512,13,0.5,0.9919908466819222,0.46184738955823296,0.5301434571236892,-0.04199084668192221,0.488152610441767,0.5301434571236892,0.5,0.5301434571236892,0.22455726797349584,0.5381526104417671,0.5000000000015001,1.0,1748,249
nslkdd,0.8,R2L,mlp,512,13,0.9764973390847445,0.959731543624161,0.04054054054054054,0.9191910030836205,-0.009731543624161065,0.9094594594594594,0.9292354434971885,0.9897304242476821,0.9292354434971885,0.010180482495918738,0.9594594594594594,0.02350266091775577,0.9891906400214723,149,296
nslkdd,0.8,Normal,mlp,512,14,0.5,0.9966339966339967,0.9791666666666666,0.017467329967330025,-0.0466339966339967,-0.029166666666666674,0.06541431541431543,0.4999472498893738,0.06541431541431543,0.003479440979440979,0.02083333333333337,0.0,0.2670261066969361,10101,1008
nslkdd,0.8,DoS,mlp,512,14,0.5,0.9994193642038032,0.4579560155239327,0.5414633486798704,-0.04941936420380322,0.49204398447606723,0.5416085076289197,0.8060108572244644,0.5416085076289197,0.2606542067833359,0.5420439844760673,0.5000000000005007,0.9997319854710468,6889,773
nslkdd,0.8,Probe,mlp,512,14,0.5,0.9919908466819222,0.564,0.4279908466819222,-0.04199084668192221,0.386,0.4279908466819222,0.5,0.4279908466819222,0.17826086956521742,0.43600000000000005,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,14,0.9764973390847445,0.959731543624161,0.033783783783783786,0.9259477598403772,-0.009731543624161065,0.9162162162162162,0.9326138218755669,0.9897304242476821,0.9326138218755669,0.010180482495918738,0.9662162162162162,0.02350266091775577,0.9928522804628999,149,296
nslkdd,0.8,Normal,mlp,512,15,0.5,0.9966339966339967,0.9761904761904762,0.02044352044352049,-0.0466339966339967,-0.02619047619047621,0.05846987096987098,0.4999472498893738,0.05846987096987098,0.0013096888096888089,0.023809523809523836,0.0,0.34964196267946035,10101,1008
nslkdd,0.8,DoS,mlp,512,15,0.5,0.9994193642038032,0.4077922077922078,0.5916271564115954,-0.04941936420380322,0.5422077922077921,0.5917723153606446,0.8060108572244644,0.5917723153606446,0.2089672412070438,0.5922077922077922,0.5000000000005007,0.9997547047313953,6889,770
nslkdd,0.8,Probe,mlp,512,15,0.5,0.9919908466819222,0.444,0.5479908466819221,-0.04199084668192221,0.506,0.5479908466819221,0.5,0.5479908466819221,0.19020137299771167,0.556,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,15,0.9764973390847445,0.959731543624161,0.020202020202020204,0.9395295234221408,-0.009731543624161065,0.9297979797979797,0.9529523422140872,0.9897304242476821,0.9529523422140872,2.2597338033579495e-05,0.9797979797979798,0.02350266091775577,0.9859144910009248,149,297
nslkdd,0.8,Normal,mlp,512,16,0.5,0.9966339966339967,0.9732142857142857,0.023419710919710957,-0.0466339966339967,-0.023214285714285743,0.07910520410520411,0.49989864230155945,0.07910520410520411,0.0004166254166254168,0.0267857142857143,0.0,0.29605777754601914,10101,1008
nslkdd,0.8,DoS,mlp,512,16,0.5,0.9994193642038032,0.4282018111254851,0.5712175530783181,-0.04941936420380322,0.5217981888745149,0.5713627120273672,0.8060108572244644,0.5713627120273672,0.21971806864609894,0.571798188874515,0.5000000000005,0.9997459425580398,6889,773
nslkdd,0.8,Probe,mlp,512,16,0.5,0.9919908466819222,0.624,0.36799084668192217,-0.04199084668192221,0.32599999999999996,0.36799084668192217,0.5,0.36799084668192217,0.17362013729977116,0.376,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,16,0.9764973390847445,0.959731543624161,0.033783783783783786,0.9259477598403772,-0.009731543624161065,0.9162162162162162,0.9326591692363505,0.9881256306543946,0.9326591692363505,0.0034237257391619815,0.9662162162162162,0.02350266091775577,0.9928040064180482,149,296
nslkdd,0.8,Normal,mlp,512,17,0.5,0.9966339966339967,0.9662698412698413,0.030364155364155376,-0.0466339966339967,-0.016269841269841323,0.06422425172425172,0.49989864230155945,0.06422425172425172,0.003275253275253275,0.03373015873015872,0.0,0.4727833263752852,10101,1008
nslkdd,0.8,DoS,mlp,512,17,0.5,0.9994193642038032,0.4520725388601036,0.5473468253436995,-0.04941936420380322,0.49792746113989633,0.5474919842927488,0.8060108572244644,0.5474919842927488,0.25339600489478986,0.5479274611398963,0.5000000000005007,0.9997348656177372,6889,772
nslkdd,0.8,Probe,mlp,512,17,0.5,0.9919908466819222,0.484,0.5079908466819222,-0.04199084668192221,0.46599999999999997,0.5079908466819222,0.5,0.5079908466819222,0.24220137299771166,0.516,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,17,0.9764973390847445,0.959731543624161,0.053691275167785234,0.9060402684563758,-0.009731543624161065,0.8963087248322147,0.912751677852349,0.9881256306543946,0.912751677852349,0.026845637583892617,0.9463087248322147,0.02350266091775577,0.9926470588235293,149,298
nslkdd,0.8,Normal,mlp,512,18,0.5,0.9966339966339967,0.9702380952380952,0.026395901395901422,-0.0466339966339967,-0.020238095238095277,0.07335082335082337,0.4999472498893738,0.07335082335082337,0.003102003102003101,0.029761904761904767,0.0,0.3598582836576316,10101,1008
nslkdd,0.8,DoS,mlp,512,18,0.5,0.9994193642038032,0.42412451361867703,0.5752948505851261,-0.04941936420380322,0.5258754863813229,0.5754400095341754,0.8060108572244644,0.5754400095341754,0.21774821380124598,0.5758754863813229,0.5000000000005,0.9997477426896909,6889,771
nslkdd,0.8,Probe,mlp,512,18,0.5,0.9919908466819222,0.6224899598393574,0.36950088684256477,-0.04199084668192221,0.32751004016064256,0.36950088684256477,0.5,0.36950088684256477,0.20792092856552064,0.3775100401606426,0.5000000000015001,1.0,1748,249
nslkdd,0.8,R2L,mlp,512,18,0.9764973390847445,0.959731543624161,0.010067114093959731,0.9496644295302012,-0.009731543624161065,0.9399328859060402,0.9630872483221476,0.9897304242476821,0.9630872483221476,-0.0,0.9899328859060402,0.02350266091775577,0.9860627177700347,149,298
nslkdd,0.8,Normal,mlp,512,19,0.5,0.9966339966339967,0.9761904761904762,0.02044352044352049,-0.0466339966339967,-0.02619047619047621,0.08426352176352177,0.4999472498893738,0.08426352176352177,0.00012581262581262513,0.023809523809523836,0.0,0.24261412311834593,10101,1008
nslkdd,0.8,DoS,mlp,512,19,0.5,0.9994193642038032,0.40932642487046633,0.5900929393333368,-0.04941936420380322,0.5406735751295336,0.590238098282386,0.8060108572244644,0.590238098282386,0.2069312269992637,0.5906735751295337,0.5000000000005007,0.9997540671307534,6889,772
nslkdd,0.8,Probe,mlp,512,19,0.5,0.9919908466819222,0.604,0.3879908466819222,-0.04199084668192221,0.346,0.3879908466819222,0.5,0.3879908466819222,0.1662608695652174,0.396,0.5000000000015001,1.0,1748,250
nslkdd,0.8,R2L,mlp,512,19,0.9764973390847445,0.959731543624161,0.02356902356902357,0.9361625200551374,-0.009731543624161065,0.9264309764309764,0.9462183354800805,0.9897304242476821,0.9462183354800805,0.01012360743904368,0.9764309764309764,0.02350266091775577,0.9893726267523224,149,297
nslkdd,0.8,Normal,mlp,6021,0,0.5,0.9949509949509949,0.9771825396825397,0.017768455268455274,-0.04495099495099497,-0.027182539682539697,0.07603207603207604,0.4999690651893616,0.07603207603207604,0.002978252978252978,0.022817460317460347,0.0,0.23369683159722227,10101,1008
nslkdd,0.8,DoS,mlp,6021,0,0.5,0.999274205254754,0.33031088082901555,0.6689633244257385,-0.04927420525475401,0.6196891191709843,0.6689633244257385,0.5,0.6689633244257385,0.12558204601914746,0.6696891191709844,0.5000000080331568,1.0,6889,772
nslkdd,0.8,Probe,mlp,6021,0,0.5,0.982837528604119,0.5301204819277109,0.4527170466764081,-0.03283752860411904,0.41987951807228907,0.4527170466764081,0.5,0.4527170466764081,0.12297703399409998,0.4698795180722891,0.5000000309378718,1.0,1748,249
nslkdd,0.8,R2L,mlp,6021,0,0.9612504318356514,0.959731543624161,0.04391891891891892,0.915812624705242,-0.009731543624161065,0.906081081081081,0.9292354434971885,0.9914518943987787,0.9292354434971885,-0.0,0.956081081081081,0.038749569795664573,0.9855549862137959,149,296
nslkdd,0.8,Normal,mlp,6021,1,0.5,0.9949509949509949,0.9771825396825397,0.017768455268455274,-0.04495099495099497,-0.027182539682539697,0.059166996666996666,0.4999690651893616,0.059166996666996666,0.000994125994125994,0.022817460317460347,0.0,0.3003102450587375,10101,1008
nslkdd,0.8,DoS,mlp,6021,1,0.5,0.999274205254754,0.2931258106355383,0.7061483946192157,-0.04927420525475401,0.6568741893644616,0.7061483946192157,0.5,0.7061483946192157,0.08946046244892372,0.7068741893644617,0.5000000579171162,1.0,6889,771
nslkdd,0.8,Probe,mlp,6021,1,0.5,0.982837528604119,0.5645161290322581,0.4183213995718609,-0.03283752860411904,0.38548387096774184,0.4183213995718609,0.5,0.4183213995718609,0.131818852882557,0.4354838709677419,0.500000000001503,1.0,1748,248
nslkdd,0.8,R2L,mlp,6021,1,0.9612504318356514,0.959731543624161,0.050505050505050504,0.9092264931191105,-0.009731543624161065,0.8994949494949495,0.9259711206019932,0.999644016410457,0.9259711206019932,-0.0,0.9494949494949495,0.038749568166848825,0.9819166849696169,149,297
nslkdd,0.8,Normal,mlp,6021,2,0.5,0.9949509949509949,0.9712301587301587,0.023720836220836206,-0.04495099495099497,-0.021230158730158766,0.07107175857175857,0.4999690651893616,0.07107175857175857,0.00397031647031647,0.02876984126984128,0.0,0.333758959923387,10101,1008
nslkdd,0.8,DoS,mlp,6021,2,0.5,0.999274205254754,0.31776913099870296,0.681505074256051,-0.04927420525475401,0.632230869001297,0.681505074256051,0.5,0.681505074256051,0.10891571536721166,0.682230869001297,0.500000021479126,1.0,6889,771
nslkdd,0.8,Probe,mlp,6021,2,0.5,0.982837528604119,0.432,0.5508375286041189,-0.03283752860411904,0.518,0.5508375286041189,0.5,0.5508375286041189,0.17820594965675057,0.5680000000000001,0.5000000309378718,1.0,1748,250
nslkdd,0.8,R2L,mlp,6021,2,0.9612504318356514,0.959731543624161,0.037037037037037035,0.9226945065871239,-0.009731543624161065,0.912962962962963,0.9361173253790704,0.9914518943987787,0.9361173253790704,-0.0,0.962962962962963,0.038749569795664573,0.9856611789697289,149,297
nslkdd,0.8,Normal,mlp,6021,3,0.5,0.9949509949509949,0.9841269841269841,0.010824010824010855,-0.04495099495099497,-0.03412698412698412,0.0809923934923935,0.4999690651893616,0.0809923934923935,0.004174504174504174,0.015873015873015928,0.0,0.13364231327510287,10101,1008
nslkdd,0.8,DoS,mlp,6021,3,0.5,0.999274205254754,0.30958549222797926,0.6896887130267747,-0.04927420525475401,0.6404145077720207,0.6896887130267747,0.5,0.6896887130267747,0.10226598384298165,0.6904145077720207,0.5000000579171162,1.0,6889,772
