dataset,environment,seed,arch,protocol,class,alpha,coverage,set_size,nominal
ugr16,july_to_august,42,xgb,TSC,nerisbotnet,0.1,0.9004,1.8755,0.9
ugr16,july_to_august,42,xgb,TSC,scan11,0.1,0.8979,1.8998,0.9
ugr16,july_to_august,42,xgb,TSC,scan44,0.1,1.0,1.6813,0.9
ugr16,july_to_august,42,xgb,TSC,background,0.2,0.8,0.8083,0.8
ugr16,july_to_august,42,xgb,TSC,dos,0.2,0.7956,0.7983,0.8
ugr16,july_to_august,42,xgb,TSC,nerisbotnet,0.2,0.7993,0.8088,0.8
ugr16,july_to_august,42,xgb,TSC,scan11,0.2,0.7981,1.4698,0.8
ugr16,july_to_august,42,xgb,TSC,scan44,0.2,0.7984,1.3641,0.8
ugr16,july_to_august,42,xgb,SHC,background,0.05,0.9519,0.9588,0.95
ugr16,july_to_august,42,xgb,SHC,dos,0.05,0.9487,0.9487,0.95
ugr16,july_to_august,42,xgb,SHC,nerisbotnet,0.05,0.9497,0.9723,0.95
ugr16,july_to_august,42,xgb,SHC,scan11,0.05,0.4257,1.0926,0.95
ugr16,july_to_august,42,xgb,SHC,scan44,0.05,0.7939,1.0202,0.95
ugr16,july_to_august,42,xgb,SHC,background,0.1,0.9025,0.9062,0.9
ugr16,july_to_august,42,xgb,SHC,dos,0.1,0.898,0.898,0.9
ugr16,july_to_august,42,xgb,SHC,nerisbotnet,0.1,0.9016,0.9114,0.9
ugr16,july_to_august,42,xgb,SHC,scan11,0.1,0.4038,1.0281,0.9
ugr16,july_to_august,42,xgb,SHC,scan44,0.1,0.7541,0.9625,0.9
ugr16,july_to_august,42,xgb,SHC,background,0.2,0.802,0.8049,0.8
ugr16,july_to_august,42,xgb,SHC,dos,0.2,0.7972,0.7972,0.8
ugr16,july_to_august,42,xgb,SHC,nerisbotnet,0.2,0.8004,0.8093,0.8
ugr16,july_to_august,42,xgb,SHC,scan11,0.2,0.3624,0.9039,0.8
ugr16,july_to_august,42,xgb,SHC,scan44,0.2,0.6782,0.8554,0.8
ugr16,july_to_august,512,xgb,REC,background,0.05,0.9507,1.9627,0.95
ugr16,july_to_august,512,xgb,REC,dos,0.05,0.9494,1.9529,0.95
ugr16,july_to_august,512,xgb,REC,nerisbotnet,0.05,0.9501,1.9374,0.95
ugr16,july_to_august,512,xgb,REC,scan11,0.05,0.9499,1.952,0.95
ugr16,july_to_august,512,xgb,REC,scan44,0.05,1.0,1.7398,0.95
ugr16,july_to_august,512,xgb,REC,background,0.1,0.9,1.9075,0.9
ugr16,july_to_august,512,xgb,REC,dos,0.1,0.8993,1.9023,0.9
ugr16,july_to_august,512,xgb,REC,nerisbotnet,0.1,0.9022,1.8771,0.9
ugr16,july_to_august,512,xgb,REC,scan11,0.1,0.9011,1.9031,0.9
ugr16,july_to_august,512,xgb,REC,scan44,0.1,1.0,1.6821,0.9
ugr16,july_to_august,512,xgb,REC,background,0.2,0.799,0.8072,0.8
ugr16,july_to_august,512,xgb,REC,dos,0.2,0.8003,0.8028,0.8
ugr16,july_to_august,512,xgb,REC,nerisbotnet,0.2,0.804,0.8135,0.8
ugr16,july_to_august,512,xgb,REC,scan11,0.2,0.8006,1.4711,0.8
ugr16,july_to_august,512,xgb,REC,scan44,0.2,0.8016,1.3672,0.8
ugr16,july_to_august,512,xgb,TSC,background,0.05,0.9509,1.9621,0.95
ugr16,july_to_august,512,xgb,TSC,dos,0.05,0.9501,1.9537,0.95
ugr16,july_to_august,512,xgb,TSC,nerisbotnet,0.05,0.9486,1.9362,0.95
ugr16,july_to_august,512,xgb,TSC,scan11,0.05,0.9506,1.9527,0.95
ugr16,july_to_august,512,xgb,TSC,scan44,0.05,1.0,1.74,0.95
ugr16,july_to_august,512,xgb,TSC,background,0.1,0.9002,1.9078,0.9
ugr16,july_to_august,512,xgb,TSC,dos,0.1,0.9008,1.9038,0.9
ugr16,july_to_august,512,xgb,TSC,nerisbotnet,0.1,0.8995,1.8744,0.9
ugr16,july_to_august,512,xgb,TSC,scan11,0.1,0.9021,1.9041,0.9
ugr16,july_to_august,512,xgb,TSC,scan44,0.1,1.0,1.683,0.9
ugr16,july_to_august,512,xgb,TSC,background,0.2,0.7996,0.8078,0.8
ugr16,july_to_august,512,xgb,TSC,dos,0.2,0.8006,0.8032,0.8
ugr16,july_to_august,512,xgb,TSC,nerisbotnet,0.2,0.8013,0.8109,0.8
ugr16,july_to_august,512,xgb,TSC,scan11,0.2,0.8009,1.4733,0.8
ugr16,july_to_august,512,xgb,TSC,scan44,0.2,0.8026,1.369,0.8
ugr16,july_to_august,512,xgb,SHC,background,0.05,0.9523,0.96,0.95
ugr16,july_to_august,512,xgb,SHC,dos,0.05,0.9488,0.9488,0.95
ugr16,july_to_august,512,xgb,SHC,nerisbotnet,0.05,0.9496,0.9728,0.95
ugr16,july_to_august,512,xgb,SHC,scan11,0.05,0.4267,1.0895,0.95
ugr16,july_to_august,512,xgb,SHC,scan44,0.05,0.7938,1.0185,0.95
ugr16,july_to_august,512,xgb,SHC,background,0.1,0.902,0.9057,0.9
ugr16,july_to_august,512,xgb,SHC,dos,0.1,0.8999,0.8999,0.9
ugr16,july_to_august,512,xgb,SHC,nerisbotnet,0.1,0.9009,0.9108,0.9
ugr16,july_to_august,512,xgb,SHC,scan11,0.1,0.4048,1.026,0.9
ugr16,july_to_august,512,xgb,SHC,scan44,0.1,0.7566,0.9635,0.9
ugr16,july_to_august,512,xgb,SHC,background,0.2,0.8,0.803,0.8
ugr16,july_to_august,512,xgb,SHC,dos,0.2,0.8011,0.8011,0.8
ugr16,july_to_august,512,xgb,SHC,nerisbotnet,0.2,0.8023,0.8113,0.8
ugr16,july_to_august,512,xgb,SHC,scan11,0.2,0.3639,0.9053,0.8
ugr16,july_to_august,512,xgb,SHC,scan44,0.2,0.6816,0.8573,0.8
ugr16,july_to_august,6021,xgb,REC,background,0.05,0.9507,1.9628,0.95
ugr16,july_to_august,6021,xgb,REC,dos,0.05,0.9508,1.9548,0.95
ugr16,july_to_august,6021,xgb,REC,nerisbotnet,0.05,0.9496,1.9372,0.95
ugr16,july_to_august,6021,xgb,REC,scan11,0.05,0.9515,1.9538,0.95
ugr16,july_to_august,6021,xgb,REC,scan44,0.05,1.0,1.7419,0.95
ugr16,july_to_august,6021,xgb,REC,background,0.1,0.9009,1.9086,0.9
ugr16,july_to_august,6021,xgb,REC,dos,0.1,0.9003,1.9037,0.9
ugr16,july_to_august,6021,xgb,REC,nerisbotnet,0.1,0.9005,1.8757,0.9
ugr16,july_to_august,6021,xgb,REC,scan11,0.1,0.9032,1.9053,0.9
ugr16,july_to_august,6021,xgb,REC,scan44,0.1,1.0,1.6855,0.9
ugr16,july_to_august,6021,xgb,REC,background,0.2,0.802,0.8102,0.8
ugr16,july_to_august,6021,xgb,REC,dos,0.2,0.8014,0.8044,0.8
ugr16,july_to_august,6021,xgb,REC,nerisbotnet,0.2,0.8021,0.8119,0.8
ugr16,july_to_august,6021,xgb,REC,scan11,0.2,0.8045,1.4771,0.8
ugr16,july_to_august,6021,xgb,REC,scan44,0.2,0.8002,1.3752,0.8
ugr16,july_to_august,6021,xgb,TSC,background,0.05,0.9504,1.9618,0.95
ugr16,july_to_august,6021,xgb,TSC,dos,0.05,0.9491,1.9531,0.95
ugr16,july_to_august,6021,xgb,TSC,nerisbotnet,0.05,0.9487,1.936,0.95
ugr16,july_to_august,6021,xgb,TSC,scan11,0.05,0.9503,1.9525,0.95
ugr16,july_to_august,6021,xgb,TSC,scan44,0.05,1.0,1.7406,0.95
ugr16,july_to_august,6021,xgb,TSC,background,0.1,0.9006,1.9082,0.9
ugr16,july_to_august,6021,xgb,TSC,dos,0.1,0.8999,1.9032,0.9
ugr16,july_to_august,6021,xgb,TSC,nerisbotnet,0.1,0.8977,1.873,0.9
ugr16,july_to_august,6021,xgb,TSC,scan11,0.1,0.9012,1.9033,0.9
ugr16,july_to_august,6021,xgb,TSC,scan44,0.1,1.0,1.6837,0.9
ugr16,july_to_august,6021,xgb,TSC,background,0.2,0.8006,0.8088,0.8
ugr16,july_to_august,6021,xgb,TSC,dos,0.2,0.8002,0.8032,0.8
ugr16,july_to_august,6021,xgb,TSC,nerisbotnet,0.2,0.8005,0.8103,0.8
ugr16,july_to_august,6021,xgb,TSC,scan11,0.2,0.8013,1.472,0.8
ugr16,july_to_august,6021,xgb,TSC,scan44,0.2,0.7982,1.3701,0.8
ugr16,july_to_august,6021,xgb,SHC,background,0.05,0.953,0.9606,0.95
ugr16,july_to_august,6021,xgb,SHC,dos,0.05,0.9512,0.9512,0.95
ugr16,july_to_august,6021,xgb,SHC,nerisbotnet,0.05,0.9493,0.9728,0.95
ugr16,july_to_august,6021,xgb,SHC,scan11,0.05,0.4257,1.0899,0.95
ugr16,july_to_august,6021,xgb,SHC,scan44,0.05,0.7919,1.0178,0.95
ugr16,july_to_august,6021,xgb,SHC,background,0.1,0.9032,0.9069,0.9
ugr16,july_to_august,6021,xgb,SHC,dos,0.1,0.9004,0.9004,0.9
ugr16,july_to_august,6021,xgb,SHC,nerisbotnet,0.1,0.8992,0.9095,0.9
ugr16,july_to_august,6021,xgb,SHC,scan11,0.1,0.4045,1.0269,0.9
ugr16,july_to_august,6021,xgb,SHC,scan44,0.1,0.7543,0.9623,0.9
ugr16,july_to_august,6021,xgb,SHC,background,0.2,0.8034,0.8064,0.8
ugr16,july_to_august,6021,xgb,SHC,dos,0.2,0.8002,0.8002,0.8
ugr16,july_to_august,6021,xgb,SHC,nerisbotnet,0.2,0.8004,0.8097,0.8
ugr16,july_to_august,6021,xgb,SHC,scan11,0.2,0.3639,0.9076,0.8
ugr16,july_to_august,6021,xgb,SHC,scan44,0.2,0.6802,0.8566,0.8
ugr16,july_to_august,7,xgb,REC,background,0.05,0.9491,1.9604,0.95
ugr16,july_to_august,7,xgb,REC,dos,0.05,0.95,1.9541,0.95
ugr16,july_to_august,7,xgb,REC,nerisbotnet,0.05,0.9484,1.9365,0.95
ugr16,july_to_august,7,xgb,REC,scan11,0.05,0.9505,1.9525,0.95
ugr16,july_to_august,7,xgb,REC,scan44,0.05,1.0,1.7377,0.95
ugr16,july_to_august,7,xgb,REC,background,0.1,0.8992,1.9067,0.9
ugr16,july_to_august,7,xgb,REC,dos,0.1,0.8985,1.9019,0.9
ugr16,july_to_august,7,xgb,REC,nerisbotnet,0.1,0.8978,1.8739,0.9
ugr16,july_to_august,7,xgb,REC,scan11,0.1,0.9,1.9018,0.9
ugr16,july_to_august,7,xgb,REC,scan44,0.1,1.0,1.6803,0.9
ugr16,july_to_august,7,xgb,REC,background,0.2,0.7995,0.8076,0.8
ugr16,july_to_august,7,xgb,REC,dos,0.2,0.7986,0.8015,0.8
ugr16,july_to_august,7,xgb,REC,nerisbotnet,0.2,0.7976,0.8071,0.8
ugr16,july_to_august,7,xgb,REC,scan11,0.2,0.8,1.4744,0.8
ugr16,july_to_august,7,xgb,REC,scan44,0.2,0.8003,1.3676,0.8
ugr16,july_to_august,7,xgb,TSC,background,0.05,0.9504,1.962,0.95
ugr16,july_to_august,7,xgb,TSC,dos,0.05,0.9497,1.9538,0.95
ugr16,july_to_august,7,xgb,TSC,nerisbotnet,0.05,0.9492,1.9381,0.95
ugr16,july_to_august,7,xgb,TSC,scan11,0.05,0.9514,1.9534,0.95
ugr16,july_to_august,7,xgb,TSC,scan44,0.05,1.0,1.7387,0.95
ugr16,july_to_august,7,xgb,TSC,background,0.1,0.9003,1.9078,0.9
ugr16,july_to_august,7,xgb,TSC,dos,0.1,0.8993,1.9027,0.9
ugr16,july_to_august,7,xgb,TSC,nerisbotnet,0.1,0.8993,1.8754,0.9
ugr16,july_to_august,7,xgb,TSC,scan11,0.1,0.9017,1.9035,0.9
ugr16,july_to_august,7,xgb,TSC,scan44,0.1,1.0,1.682,0.9
ugr16,july_to_august,7,xgb,TSC,background,0.2,0.8007,0.8088,0.8
ugr16,july_to_august,7,xgb,TSC,dos,0.2,0.7987,0.8016,0.8
ugr16,july_to_august,7,xgb,TSC,nerisbotnet,0.2,0.7977,0.8072,0.8
ugr16,july_to_august,7,xgb,TSC,scan11,0.2,0.8017,1.4721,0.8
ugr16,july_to_august,7,xgb,TSC,scan44,0.2,0.7962,1.3656,0.8
ugr16,july_to_august,7,xgb,SHC,background,0.05,0.9521,0.9596,0.95
ugr16,july_to_august,7,xgb,SHC,dos,0.05,0.9495,0.9495,0.95
ugr16,july_to_august,7,xgb,SHC,nerisbotnet,0.05,0.9494,0.9729,0.95
ugr16,july_to_august,7,xgb,SHC,scan11,0.05,0.4272,1.0924,0.95
ugr16,july_to_august,7,xgb,SHC,scan44,0.05,0.7905,1.0186,0.95
ugr16,july_to_august,7,xgb,SHC,background,0.1,0.9016,0.9053,0.9
ugr16,july_to_august,7,xgb,SHC,dos,0.1,0.8991,0.8991,0.9
ugr16,july_to_august,7,xgb,SHC,nerisbotnet,0.1,0.8991,0.9089,0.9
ugr16,july_to_august,7,xgb,SHC,scan11,0.1,0.4058,1.0289,0.9
ugr16,july_to_august,7,xgb,SHC,scan44,0.1,0.7524,0.9628,0.9
ugr16,july_to_august,7,xgb,SHC,background,0.2,0.802,0.8049,0.8
ugr16,july_to_august,7,xgb,SHC,dos,0.2,0.8008,0.8008,0.8
ugr16,july_to_august,7,xgb,SHC,nerisbotnet,0.2,0.8,0.8089,0.8
ugr16,july_to_august,7,xgb,SHC,scan11,0.2,0.3643,0.905,0.8
ugr16,july_to_august,7,xgb,SHC,scan44,0.2,0.6782,0.8564,0.8
ugr16,july_to_august,88,xgb,REC,background,0.05,0.9499,1.9605,0.95
ugr16,july_to_august,88,xgb,REC,dos,0.05,0.9485,1.9525,0.95
ugr16,july_to_august,88,xgb,REC,nerisbotnet,0.05,0.9486,1.9357,0.95
ugr16,july_to_august,88,xgb,REC,scan11,0.05,0.9506,1.9526,0.95
ugr16,july_to_august,88,xgb,REC,scan44,0.05,1.0,1.7373,0.95
ugr16,july_to_august,88,xgb,REC,background,0.1,0.9009,1.9084,0.9
ugr16,july_to_august,88,xgb,REC,dos,0.1,0.8986,1.9021,0.9
ugr16,july_to_august,88,xgb,REC,nerisbotnet,0.1,0.8983,1.8728,0.9
ugr16,july_to_august,88,xgb,REC,scan11,0.1,0.9012,1.903,0.9
ugr16,july_to_august,88,xgb,REC,scan44,0.1,1.0,1.6815,0.9
ugr16,july_to_august,88,xgb,REC,background,0.2,0.8003,0.8083,0.8
ugr16,july_to_august,88,xgb,REC,dos,0.2,0.7975,0.8004,0.8
ugr16,july_to_august,88,xgb,REC,nerisbotnet,0.2,0.7963,0.805,0.8
ugr16,july_to_august,88,xgb,REC,scan11,0.2,0.8015,1.4767,0.8
ugr16,july_to_august,88,xgb,REC,scan44,0.2,0.8001,1.369,0.8
ugr16,july_to_august,88,xgb,TSC,background,0.05,0.9501,1.961,0.95
ugr16,july_to_august,88,xgb,TSC,dos,0.05,0.9499,1.9539,0.95
ugr16,july_to_august,88,xgb,TSC,nerisbotnet,0.05,0.9489,1.9361,0.95
ugr16,july_to_august,88,xgb,TSC,scan11,0.05,0.9511,1.9531,0.95
ugr16,july_to_august,88,xgb,TSC,scan44,0.05,1.0,1.7381,0.95
ugr16,july_to_august,88,xgb,TSC,background,0.1,0.9009,1.9085,0.9
ugr16,july_to_august,88,xgb,TSC,dos,0.1,0.9003,1.9039,0.9
ugr16,july_to_august,88,xgb,TSC,nerisbotnet,0.1,0.8984,1.873,0.9
ugr16,july_to_august,88,xgb,TSC,scan11,0.1,0.9023,1.9041,0.9
ugr16,july_to_august,88,xgb,TSC,scan44,0.1,1.0,1.6819,0.9
ugr16,july_to_august,88,xgb,TSC,background,0.2,0.7992,0.8073,0.8
ugr16,july_to_august,88,xgb,TSC,dos,0.2,0.7998,0.8028,0.8
ugr16,july_to_august,88,xgb,TSC,nerisbotnet,0.2,0.7957,0.8044,0.8
ugr16,july_to_august,88,xgb,TSC,scan11,0.2,0.8026,1.4781,0.8
ugr16,july_to_august,88,xgb,TSC,scan44,0.2,0.8006,1.3704,0.8
ugr16,july_to_august,88,xgb,SHC,background,0.05,0.9523,0.9597,0.95
ugr16,july_to_august,88,xgb,SHC,dos,0.05,0.9487,0.9487,0.95
ugr16,july_to_august,88,xgb,SHC,nerisbotnet,0.05,0.9506,0.9738,0.95
ugr16,july_to_august,88,xgb,SHC,scan11,0.05,0.4252,1.092,0.95
ugr16,july_to_august,88,xgb,SHC,scan44,0.05,0.7928,1.0189,0.95
ugr16,july_to_august,88,xgb,SHC,background,0.1,0.9026,0.9062,0.9
ugr16,july_to_august,88,xgb,SHC,dos,0.1,0.8978,0.8978,0.9
ugr16,july_to_august,88,xgb,SHC,nerisbotnet,0.1,0.8992,0.9087,0.9
ugr16,july_to_august,88,xgb,SHC,scan11,0.1,0.4049,1.0305,0.9
ugr16,july_to_august,88,xgb,SHC,scan44,0.1,0.7546,0.9632,0.9
ugr16,july_to_august,88,xgb,SHC,background,0.2,0.8018,0.8046,0.8
ugr16,july_to_august,88,xgb,SHC,dos,0.2,0.7962,0.7962,0.8
ugr16,july_to_august,88,xgb,SHC,nerisbotnet,0.2,0.7981,0.8064,0.8
ugr16,july_to_august,88,xgb,SHC,scan11,0.2,0.3635,0.9083,0.8
ugr16,july_to_august,88,xgb,SHC,scan44,0.2,0.6811,0.8575,0.8
ugr16,july_to_august,91,xgb,REC,background,0.05,0.9498,1.9612,0.95
ugr16,july_to_august,91,xgb,REC,dos,0.05,0.9486,1.9526,0.95
ugr16,july_to_august,91,xgb,REC,nerisbotnet,0.05,0.9482,1.9353,0.95
ugr16,july_to_august,91,xgb,REC,scan11,0.05,0.9515,1.9537,0.95
ugr16,july_to_august,91,xgb,REC,scan44,0.05,1.0,1.7414,0.95
ugr16,july_to_august,91,xgb,REC,background,0.1,0.9004,1.9083,0.9
ugr16,july_to_august,91,xgb,REC,dos,0.1,0.8979,1.9012,0.9
ugr16,july_to_august,91,xgb,REC,nerisbotnet,0.1,0.8993,1.8738,0.9
ugr16,july_to_august,91,xgb,REC,scan11,0.1,0.9021,1.9041,0.9
ugr16,july_to_august,91,xgb,REC,scan44,0.1,1.0,1.684,0.9
ugr16,july_to_august,91,xgb,REC,background,0.2,0.8007,0.8092,0.8
ugr16,july_to_august,91,xgb,REC,dos,0.2,0.7976,0.8005,0.8
ugr16,july_to_august,91,xgb,REC,nerisbotnet,0.2,0.7992,0.8087,0.8
ugr16,july_to_august,91,xgb,REC,scan11,0.2,0.8023,1.4758,0.8
ugr16,july_to_august,91,xgb,REC,scan44,0.2,0.8002,1.3712,0.8
ugr16,july_to_august,91,xgb,TSC,background,0.05,0.9499,1.9622,0.95
ugr16,july_to_august,91,xgb,TSC,dos,0.05,0.9503,1.9544,0.95
ugr16,july_to_august,91,xgb,TSC,nerisbotnet,0.05,0.9504,1.9376,0.95
ugr16,july_to_august,91,xgb,TSC,scan11,0.05,0.9507,1.9529,0.95
ugr16,july_to_august,91,xgb,TSC,scan44,0.05,1.0,1.7407,0.95
ugr16,july_to_august,91,xgb,TSC,background,0.1,0.9005,1.9084,0.9
ugr16,july_to_august,91,xgb,TSC,dos,0.1,0.898,1.9014,0.9
ugr16,july_to_august,91,xgb,TSC,nerisbotnet,0.1,0.9002,1.8747,0.9
ugr16,july_to_august,91,xgb,TSC,scan11,0.1,0.9009,1.903,0.9
ugr16,july_to_august,91,xgb,TSC,scan44,0.1,1.0,1.6829,0.9
ugr16,july_to_august,91,xgb,TSC,background,0.2,0.799,0.8075,0.8
ugr16,july_to_august,91,xgb,TSC,dos,0.2,0.7989,0.8018,0.8
ugr16,july_to_august,91,xgb,TSC,nerisbotnet,0.2,0.8013,0.8107,0.8
ugr16,july_to_august,91,xgb,TSC,scan11,0.2,0.8015,1.4748,0.8
ugr16,july_to_august,91,xgb,TSC,scan44,0.2,0.8007,1.3707,0.8
ugr16,july_to_august,91,xgb,SHC,background,0.05,0.952,0.9587,0.95
ugr16,july_to_august,91,xgb,SHC,dos,0.05,0.9505,0.9505,0.95
ugr16,july_to_august,91,xgb,SHC,nerisbotnet,0.05,0.948,0.9715,0.95
ugr16,july_to_august,91,xgb,SHC,scan11,0.05,0.4253,1.0922,0.95
ugr16,july_to_august,91,xgb,SHC,scan44,0.05,0.7942,1.0214,0.95
ugr16,july_to_august,91,xgb,SHC,background,0.1,0.9023,0.906,0.9
ugr16,july_to_august,91,xgb,SHC,dos,0.1,0.8993,0.8993,0.9
ugr16,july_to_august,91,xgb,SHC,nerisbotnet,0.1,0.8987,0.9086,0.9
ugr16,july_to_august,91,xgb,SHC,scan11,0.1,0.4044,1.0308,0.9
ugr16,july_to_august,91,xgb,SHC,scan44,0.1,0.7559,0.9658,0.9
ugr16,july_to_august,91,xgb,SHC,background,0.2,0.8014,0.8044,0.8
ugr16,july_to_august,91,xgb,SHC,dos,0.2,0.8021,0.8021,0.8
ugr16,july_to_august,91,xgb,SHC,nerisbotnet,0.2,0.7986,0.8074,0.8
ugr16,july_to_august,91,xgb,SHC,scan11,0.2,0.3635,0.9104,0.8
ugr16,july_to_august,91,xgb,SHC,scan44,0.2,0.6812,0.8595,0.8
