ladder,rung,realization,arch,seed,coverage,S_sup,score_KS,n_focal
placebo_seen_only,1.0,3,mlp,2024,0.016722408026755852,0.0,0.9531099189692712,299
placebo_seen_only,0.0,4,mlp,2024,0.3979933110367893,0.0,0.8457273686337007,299
placebo_seen_only,0.25,4,mlp,2024,0.2608695652173913,0.0,0.852416331844403,299
placebo_seen_only,0.5,4,mlp,2024,0.20066889632107024,0.0,0.8490718502390519,299
placebo_seen_only,0.75,4,mlp,2024,0.09364548494983277,0.0,0.8761643958609234,299
placebo_seen_only,1.0,4,mlp,2024,0.013377926421404682,0.0,0.94976543736392,299
placebo_seen_only,0.0,5,mlp,2024,0.3745819397993311,0.0,0.8591052950551054,299
placebo_seen_only,0.25,5,mlp,2024,0.2809364548494983,0.0,0.8557608134497542,299
placebo_seen_only,0.5,5,mlp,2024,0.1806020066889632,0.0,0.87248322147651,299
placebo_seen_only,0.75,5,mlp,2024,0.10367892976588629,0.0,0.8661309510448699,299
placebo_seen_only,1.0,5,mlp,2024,0.010033444816053512,0.0,0.9698323269960271,299
placebo_seen_only,0.0,6,mlp,2024,0.36789297658862874,0.0,0.8624497766604565,299
placebo_seen_only,0.25,6,mlp,2024,0.2709030100334448,0.0,0.8457273686337007,299
placebo_seen_only,0.5,6,mlp,2024,0.22408026755852842,0.0,0.8557608134497542,299
placebo_seen_only,0.75,6,mlp,2024,0.09364548494983277,0.0,0.8694754326502211,299
placebo_seen_only,1.0,6,mlp,2024,0.020066889632107024,0.0,0.9531099189692712,299
placebo_seen_only,0.0,7,mlp,2024,0.3277591973244147,0.0,0.852416331844403,299
placebo_seen_only,0.25,7,mlp,2024,0.3110367892976589,0.0,0.852416331844403,299
placebo_seen_only,0.5,7,mlp,2024,0.18729096989966554,0.0,0.8591052950551054,299
placebo_seen_only,0.75,7,mlp,2024,0.10367892976588629,0.0,0.8659962739332451,299
placebo_seen_only,1.0,7,mlp,2024,0.016722408026755852,0.0,0.9564319543893516,299
placebo_seen_only,0.0,8,mlp,2024,0.36454849498327757,0.0,0.8457273686337007,299
placebo_seen_only,0.25,8,mlp,2024,0.2809364548494983,0.0,0.8624497766604565,299
placebo_seen_only,0.5,8,mlp,2024,0.21070234113712374,0.0,0.8591052950551054,299
placebo_seen_only,0.75,8,mlp,2024,0.11705685618729098,0.0,0.8624497766604565,299
placebo_seen_only,1.0,8,mlp,2024,0.013377926421404682,0.0,0.9564544005746224,299
placebo_seen_only,0.0,9,mlp,2024,0.3779264214046823,0.0,0.8390384054229983,299
placebo_seen_only,0.25,9,mlp,2024,0.2842809364548495,0.0,0.8390384054229983,299
placebo_seen_only,0.5,9,mlp,2024,0.19732441471571907,0.0,0.8557608134497542,299
placebo_seen_only,0.75,9,mlp,2024,0.09698996655518395,0.0,0.859397095463626,299
placebo_seen_only,1.0,9,mlp,2024,0.010033444816053512,0.0,0.9631433637853247,299
placebo_seen_only,0.0,10,mlp,2024,0.38461538461538464,0.0,0.8356939238176472,299
placebo_seen_only,0.25,10,mlp,2024,0.2976588628762542,0.0,0.852416331844403,299
placebo_seen_only,0.5,10,mlp,2024,0.16722408026755853,0.0,0.8591052950551054,299
placebo_seen_only,0.75,10,mlp,2024,0.10367892976588629,0.0,0.8624497766604565,299
placebo_seen_only,1.0,10,mlp,2024,0.006688963210702341,0.0,0.9664878453906759,299
placebo_seen_only,0.0,11,mlp,2024,0.34782608695652173,0.0,0.8390384054229983,299
placebo_seen_only,0.25,11,mlp,2024,0.24749163879598662,0.0,0.8557608134497542,299
placebo_seen_only,0.5,11,mlp,2024,0.17725752508361203,0.0,0.8457273686337007,299
placebo_seen_only,0.75,11,mlp,2024,0.08695652173913043,0.0,0.8795088774662746,299
placebo_seen_only,1.0,11,mlp,2024,0.006688963210702341,0.0,0.9563870620188099,299
placebo_seen_only,0.0,12,mlp,2024,0.40468227424749165,0.0,0.8457273686337007,299
placebo_seen_only,0.25,12,mlp,2024,0.23745819397993312,0.0,0.8624497766604565,299
placebo_seen_only,0.5,12,mlp,2024,0.16387959866220736,0.0,0.8624497766604565,299
placebo_seen_only,0.75,12,mlp,2024,0.09698996655518395,0.0,0.8660860586743283,299
placebo_seen_only,1.0,12,mlp,2024,0.006688963210702341,0.0,0.9597988821799736,299
placebo_seen_only,0.0,13,mlp,2024,0.4013377926421405,0.0,0.8490718502390519,299
placebo_seen_only,0.25,13,mlp,2024,0.27759197324414714,0.0,0.8624497766604565,299
placebo_seen_only,0.5,13,mlp,2024,0.17391304347826086,0.0,0.8591052950551054,299
placebo_seen_only,0.75,13,mlp,2024,0.08695652173913043,0.0,0.8795088774662746,299
placebo_seen_only,1.0,13,mlp,2024,0.013377926421404682,0.0,0.9531099189692712,299
placebo_seen_only,0.0,14,mlp,2024,0.38127090301003347,0.0,0.832349442212296,299
placebo_seen_only,0.25,14,mlp,2024,0.30434782608695654,0.0,0.8624497766604565,299
placebo_seen_only,0.5,14,mlp,2024,0.20735785953177258,0.0,0.8591052950551054,299
placebo_seen_only,0.75,14,mlp,2024,0.11705685618729098,0.0,0.8591277412403762,299
placebo_seen_only,1.0,14,mlp,2024,0.006688963210702341,0.0,0.9698323269960271,299
placebo_seen_only,0.0,15,mlp,2024,0.44816053511705684,0.0,0.8591052950551054,299
placebo_seen_only,0.25,15,mlp,2024,0.24414715719063546,0.0,0.8557608134497542,299
placebo_seen_only,0.5,15,mlp,2024,0.2040133779264214,0.0,0.8591052950551054,299
placebo_seen_only,0.75,15,mlp,2024,0.07692307692307693,0.0,0.8928868038876793,299
placebo_seen_only,1.0,15,mlp,2024,0.006688963210702341,0.0,0.9597988821799736,299
placebo_seen_only,0.0,16,mlp,2024,0.3712374581939799,0.0,0.8457273686337007,299
placebo_seen_only,0.25,16,mlp,2024,0.3311036789297659,0.0,0.8624497766604565,299
placebo_seen_only,0.5,16,mlp,2024,0.23745819397993312,0.0,0.852416331844403,299
placebo_seen_only,0.75,16,mlp,2024,0.08695652173913043,0.0,0.8793742003546497,299
placebo_seen_only,1.0,16,mlp,2024,0.010033444816053512,0.0,0.9664878453906759,299
placebo_seen_only,0.0,17,mlp,2024,0.35785953177257523,0.0,0.8423828870283495,299
placebo_seen_only,0.25,17,mlp,2024,0.2842809364548495,0.0,0.8557608134497542,299
placebo_seen_only,0.5,17,mlp,2024,0.17725752508361203,0.0,0.8457273686337007,299
placebo_seen_only,0.75,17,mlp,2024,0.0903010033444816,0.0,0.8694305402796795,299
placebo_seen_only,1.0,17,mlp,2024,0.010033444816053512,0.0,0.9597988821799736,299
placebo_seen_only,0.0,18,mlp,2024,0.36789297658862874,0.0,0.8356939238176472,299
placebo_seen_only,0.25,18,mlp,2024,0.27424749163879597,0.0,0.8591052950551054,299
placebo_seen_only,0.5,18,mlp,2024,0.19063545150501673,0.0,0.8591052950551054,299
placebo_seen_only,0.75,18,mlp,2024,0.11036789297658862,0.0,0.8626517923278939,299
placebo_seen_only,1.0,18,mlp,2024,0.010033444816053512,0.0,0.9597988821799736,299
placebo_seen_only,0.0,19,mlp,2024,0.40468227424749165,0.0,0.852416331844403,299
placebo_seen_only,0.25,19,mlp,2024,0.27424749163879597,0.0,0.8490718502390519,299
placebo_seen_only,0.5,19,mlp,2024,0.22073578595317725,0.0,0.8490718502390519,299
placebo_seen_only,0.75,19,mlp,2024,0.14046822742474915,0.0,0.8691387398711589,299
placebo_seen_only,1.0,19,mlp,2024,0.013377926421404682,0.0,0.9564544005746224,299
placebo_seen_only,0.0,0,mlp,3407,0.32441471571906355,0.0,0.8926623420349712,299
placebo_seen_only,0.25,0,mlp,3407,0.26755852842809363,0.0,0.8692060784269713,299
