dataset,realization,arch,seed,draw,ess,marg_unw,marg_ipw,focal_unw,focal_ipw,w_Benign,w_DoS
cicids2017,R1_holdout_Slowhttptest,mlp,3407,7,2105.7502153426885,0.9471718359850595,0.815620291692647,0.6943972835314092,0.6943972835314092,0.47956966785042826,43.29711375212224
cicids2017,R1_holdout_Slowhttptest,mlp,3407,8,1864.79006905638,0.948059184052498,0.8320957369279833,0.72552783109405,0.7255278310940501,0.47888939880679215,48.948176583493286
cicids2017,R1_holdout_Slowhttptest,mlp,3407,9,1964.077021657099,0.9484719040838647,0.8320571531787269,0.7249544626593807,0.7249544626593807,0.4791692757253183,46.451730418943534
cicids2017,R1_holdout_Slowhttptest,mlp,42,0,1964.0770216570986,0.9482861800697497,0.8329168497812505,0.726775956284153,0.7267759562841529,0.4791692757253183,46.451730418943534
cicids2017,R1_holdout_Slowhttptest,mlp,42,1,2052.645563352969,0.9461606719082111,0.8390550987185896,0.740418118466899,0.740418118466899,0.4794194424141172,44.42857142857144
cicids2017,R1_holdout_Slowhttptest,mlp,42,2,2038.4797025250166,0.9480798200540663,0.8097906600724439,0.6824561403508772,0.6824561403508772,0.47937939819165154,44.74035087719298
cicids2017,R1_holdout_Slowhttptest,mlp,42,3,1875.4325138541838,0.9474194680038796,0.8256538622566061,0.7137404580152672,0.7137404580152671,0.47891936998018153,48.66793893129771
cicids2017,R1_holdout_Slowhttptest,mlp,42,4,1907.3532865517352,0.9476464640211313,0.8214596194275959,0.7054409005628518,0.7054409005628518,0.47900930601343744,47.84615384615385
cicids2017,R1_holdout_Slowhttptest,mlp,42,5,1917.9913567569781,0.9507625002579501,0.8277062352618076,0.7145522388059702,0.71455223880597,0.4790392921979008,47.57835820895523
cicids2017,R1_holdout_Slowhttptest,mlp,42,6,1917.9913567569774,0.9457685878784127,0.8379491960576547,0.7388059701492538,0.7388059701492536,0.4790392921979008,47.57835820895523
cicids2017,R1_holdout_Slowhttptest,mlp,42,7,2070.350153792827,0.9481417280587713,0.8330909494503088,0.7271157167530224,0.7271157167530226,0.47946950710108605,44.04490500863558
cicids2017,R1_holdout_Slowhttptest,mlp,42,8,1903.807020102297,0.9439732557419674,0.8213679146849571,0.7086466165413534,0.7086466165413534,0.47899931145283453,47.936090225563916
cicids2017,R1_holdout_Slowhttptest,mlp,42,9,2088.0517045156794,0.9486163560948431,0.8158297235642075,0.6934931506849316,0.6934931506849316,0.47951958224543084,43.667808219178085
cicids2017,R1_holdout_Slowhttptest,mlp,512,0,1932.1737489767445,0.9497100641779649,0.8350656056709936,0.7296296296296296,0.7296296296296296,0.4790792796176882,47.22592592592593
cicids2017,R1_holdout_Slowhttptest,mlp,512,1,1882.526869504964,0.9477290080274046,0.8333081927971534,0.7281368821292775,0.7281368821292773,0.4789393528466818,48.48288973384031
cicids2017,R1_holdout_Slowhttptest,mlp,512,2,2013.6847654626774,0.9483068160713181,0.8457439461638918,0.7513321492007105,0.7513321492007105,0.4793093368966093,45.29662522202487
cicids2017,R1_holdout_Slowhttptest,mlp,512,3,1900.2606321313954,0.9459955838956644,0.8554087467104083,0.7721280602636534,0.7721280602636534,0.4789893173092973,48.026365348399246
cicids2017,R1_holdout_Slowhttptest,mlp,512,4,1914.4454548805074,0.9489671681215047,0.8401987732146179,0.7401869158878505,0.7401869158878505,0.47902929638594444,47.667289719626176
cicids2017,R1_holdout_Slowhttptest,mlp,512,5,1889.6207391042012,0.9440557997482408,0.8360371012048708,0.7367424242424242,0.7367424242424243,0.4789593373808183,48.29924242424242
cicids2017,R1_holdout_Slowhttptest,mlp,512,6,1928.6283332175817,0.9486989001011165,0.8439824440760072,0.7476808905380334,0.7476808905380334,0.4790692821368948,47.31354359925789
cicids2017,R1_holdout_Slowhttptest,mlp,512,7,2003.0565403490393,0.947749644028973,0.8447773143066273,0.75,0.75,0.47927931689596864,45.53928571428572
cicids2017,R1_holdout_Slowhttptest,mlp,512,8,1864.790069056382,0.946222579912916,0.839217904966607,0.7408829174664108,0.7408829174664109,0.47888939880679215,48.948176583493286
cicids2017,R1_holdout_Slowhttptest,mlp,512,9,1928.6283332175808,0.945789223879981,0.8309907921519732,0.725417439703154,0.7254174397031539,0.4790692821368948,47.31354359925789
cicids2017,R1_holdout_Slowhttptest,mlp,6021,0,1896.7141226404574,0.9481623640603397,0.9004584453190235,0.8566037735849057,0.8566037735849057,0.4789793235827996,48.11698113207547
cicids2017,R1_holdout_Slowhttptest,mlp,6021,1,1939.2642158949423,0.95026723622031,0.8935209244627502,0.8413284132841329,0.8413284132841327,0.47909927583112466,47.05166051660517
cicids2017,R1_holdout_Slowhttptest,mlp,6021,2,1999.5135555195855,0.9480385480509297,0.8912578982641722,0.8389982110912343,0.8389982110912343,0.47926931106471815,45.62075134168158
cicids2017,R1_holdout_Slowhttptest,mlp,6021,3,2070.350153792827,0.9504735962359934,0.8935440912279703,0.8411053540587219,0.841105354058722,0.47946950710108605,44.04490500863558
cicids2017,R1_holdout_Slowhttptest,mlp,6021,4,1939.2642158949411,0.9496068841701232,0.8932045502737124,0.8413284132841329,0.8413284132841328,0.47909927583112466,47.05166051660517
cicids2017,R1_holdout_Slowhttptest,mlp,6021,5,2049.104280514697,0.9472337439897646,0.8874839968537456,0.8324607329842932,0.832460732984293,0.47940943073132025,44.50610820244328
cicids2017,R1_holdout_Slowhttptest,mlp,6021,6,1953.443691290767,0.9474813760085846,0.8775326124208289,0.8131868131868132,0.8131868131868133,0.4791392732661282,46.70695970695971
cicids2017,R1_holdout_Slowhttptest,mlp,6021,7,2017.2272640375438,0.9497513361811015,0.8771332296615224,0.8102836879432624,0.8102836879432623,0.4793193443992066,45.21631205673759
cicids2017,R1_holdout_Slowhttptest,mlp,6021,8,1875.4325138541838,0.947811552033678,0.8765575017385766,0.8110687022900763,0.8110687022900762,0.47891936998018153,48.66793893129771
cicids2017,R1_holdout_Slowhttptest,mlp,6021,9,1971.1653008415167,0.9488639881136631,0.8828655894341223,0.822141560798548,0.822141560798548,0.47918927945228357,46.28312159709619
cicids2017,R1_holdout_Slowhttptest,mlp,7,0,1964.077021657099,0.9510720402814751,0.9054034866900659,0.8633879781420765,0.8633879781420764,0.4791692757253183,46.451730418943534
cicids2017,R1_holdout_Slowhttptest,mlp,7,1,1928.6283332175817,0.9483480880744547,0.9047023867942287,0.8645640074211502,0.8645640074211502,0.4790692821368948,47.31354359925789
cicids2017,R1_holdout_Slowhttptest,mlp,7,2,1928.6283332175817,0.9479972760477929,0.9064672760993713,0.8682745825602969,0.8682745825602968,0.4790692821368948,47.31354359925789
cicids2017,R1_holdout_Slowhttptest,mlp,7,3,1871.885153763035,0.9503704162281517,0.8915422465979929,0.8374760994263862,0.8374760994263862,0.47890937917222964,48.76099426386234
cicids2017,R1_holdout_Slowhttptest,mlp,7,4,2176.5138561150065,0.948121092057203,0.8922491327203594,0.8407224958949097,0.8407224958949097,0.47977011494252875,41.8752052545156
cicids2017,R1_holdout_Slowhttptest,mlp,7,5,2010.1421453220169,0.9491941641387565,0.9043072460235136,0.8629893238434164,0.8629893238434162,0.47929932981188805,45.377224199288264
cicids2017,R1_holdout_Slowhttptest,mlp,7,6,1903.8070201022965,0.9489465321199364,0.8991581050406534,0.8533834586466166,0.8533834586466166,0.47899931145283453,47.936090225563916
cicids2017,R1_holdout_Slowhttptest,mlp,7,7,1992.4272211818907,0.9473369239976063,0.9027723818035533,0.8617594254937163,0.8617594254937163,0.47924930065550503,45.78456014362657
cicids2017,R1_holdout_Slowhttptest,mlp,7,8,1942.8092670511112,0.9506799562516767,0.9025055106153643,0.858195211786372,0.858195211786372,0.47910927456382,46.96500920810313
cicids2017,R1_holdout_Slowhttptest,mlp,7,9,1857.6944983267665,0.9477909160321096,0.8986866738047722,0.8535645472061657,0.8535645472061657,0.47886942010846895,49.13680154142582
cicids2017,R1_holdout_Slowhttptest,mlp,88,0,1981.796807999847,0.9481004560556346,0.813442307108147,0.6895306859205776,0.6895306859205775,0.4792192881745121,46.03249097472924
cicids2017,R1_holdout_Slowhttptest,mlp,88,1,2010.1421453220164,0.9459749478940961,0.8054803447926655,0.6761565836298933,0.6761565836298932,0.47929932981188805,45.377224199288264
cicids2017,R1_holdout_Slowhttptest,mlp,88,2,1878.9797524353014,0.9475226480117213,0.8111019974275212,0.6857142857142857,0.6857142857142858,0.4789293612049902,48.5752380952381
cicids2017,R1_holdout_Slowhttptest,mlp,88,3,1811.5614425644037,0.9483274520728864,0.7960146574071355,0.6561264822134387,0.6561264822134388,0.4787395991908744,50.399209486166015
cicids2017,R1_holdout_Slowhttptest,mlp,88,4,1907.3532865517357,0.9490909841309147,0.8172642156578159,0.6960600375234521,0.6960600375234522,0.47900930601343744,47.84615384615385
cicids2017,R1_holdout_Slowhttptest,mlp,88,5,1857.6944983267665,0.9496894281763966,0.8082222433297335,0.6782273603082851,0.6782273603082851,0.47886942010846895,49.13680154142582
cicids2017,R1_holdout_Slowhttptest,mlp,88,6,1822.2093547345637,0.9495243401638499,0.8119892492410858,0.6856581532416502,0.6856581532416504,0.478769551616267,50.10216110019647
cicids2017,R1_holdout_Slowhttptest,mlp,88,7,1956.9882562895964,0.9462844879176211,0.8219110334612267,0.7074954296160878,0.7074954296160878,0.4791492736683921,46.62157221206582
cicids2017,R1_holdout_Slowhttptest,mlp,88,8,1917.9913567569781,0.9456447718690026,0.826226583895739,0.7164179104477612,0.7164179104477612,0.4790392921979008,47.57835820895523
cicids2017,R1_holdout_Slowhttptest,mlp,88,9,1978.253093831417,0.9473988320023112,0.8194033971821705,0.701627486437613,0.7016274864376131,0.479209284849497,46.11573236889693
cicids2017,R1_holdout_Slowhttptest,mlp,91,0,1964.0770216570986,0.9479147320415197,0.910531430494448,0.8761384335154827,0.8761384335154827,0.4791692757253183,46.451730418943534
cicids2017,R1_holdout_Slowhttptest,mlp,91,1,1925.0827959269452,0.9514022163065684,0.9137798465281357,0.879182156133829,0.8791821561338291,0.4790592850733499,47.40148698884759
cicids2017,R1_holdout_Slowhttptest,mlp,91,2,1861.2423444437266,0.9491116201324832,0.896460359116567,0.8480769230769231,0.8480769230769231,0.4788794092492543,49.0423076923077
cicids2017,R1_holdout_Slowhttptest,mlp,91,3,1878.9797524353014,0.9507212282548133,0.9039453176470432,0.8609523809523809,0.860952380952381,0.4789293612049902,48.5752380952381
cicids2017,R1_holdout_Slowhttptest,mlp,91,4,1744.0992768605809,0.9464702119317361,0.9058560088841746,0.8685831622176592,0.8685831622176592,0.4785499874927041,52.36550308008214
cicids2017,R1_holdout_Slowhttptest,mlp,91,5,1839.9534452273426,0.9498338801873749,0.9080435024712267,0.8696498054474708,0.8696498054474708,0.47881948065491714,49.614785992217904
cicids2017,R1_holdout_Slowhttptest,mlp,91,6,2031.3960426504875,0.9512371282940217,0.89779567025927,0.8485915492957746,0.8485915492957746,0.47935937858887895,44.89788732394367
cicids2017,R1_holdout_Slowhttptest,mlp,91,7,1988.8838716765142,0.9492354361418931,0.8979321685510171,0.8507194244604317,0.8507194244604316,0.47923929607748994,45.86690647482015
cicids2017,R1_holdout_Slowhttptest,mlp,91,8,1971.1653008415167,0.9493179801481665,0.9095490180860132,0.8729582577132486,0.8729582577132486,0.47918927945228357,46.28312159709619
cicids2017,R1_holdout_Slowhttptest,mlp,91,9,1942.8092670511114,0.9509894962752017,0.8873052844485394,0.8287292817679558,0.8287292817679557,0.47910927456382,46.96500920810313
cicids2017,R1_holdout_Slowhttptest,rf,12345,0,1889.6207391042017,0.9493798881528716,0.8958226503924773,0.8465909090909091,0.846590909090909,0.4789593373808183,48.29924242424242
cicids2017,R1_holdout_Slowhttptest,rf,12345,1,1893.1674916309178,0.9489465321199364,0.8849329251636713,0.8260869565217391,0.8260869565217392,0.4789693302733153,48.20793950850662
cicids2017,R1_holdout_Slowhttptest,rf,12345,2,1953.4436912907665,0.9491941641387565,0.8840770207306012,0.8241758241758241,0.8241758241758242,0.4791392732661282,46.70695970695971
cicids2017,R1_holdout_Slowhttptest,rf,12345,3,2003.0565403490393,0.9465114839348728,0.8832379410153215,0.825,0.8250000000000001,0.47927931689596864,45.53928571428572
cicids2017,R1_holdout_Slowhttptest,rf,12345,4,1999.513555519585,0.9500196042014899,0.8884811989047084,0.8318425760286225,0.8318425760286225,0.47926931106471815,45.62075134168158
cicids2017,R1_holdout_Slowhttptest,rf,12345,5,1999.5135555195855,0.948059184052498,0.8745000739747721,0.8067978533094812,0.8067978533094812,0.47926931106471815,45.62075134168158
cicids2017,R1_holdout_Slowhttptest,rf,12345,6,1917.991356756978,0.9485131760870014,0.8907768674592613,0.8376865671641791,0.8376865671641791,0.4790392921979008,47.57835820895523
cicids2017,R1_holdout_Slowhttptest,rf,12345,7,1878.979752435301,0.948183000061908,0.8937970461178225,0.8438095238095238,0.843809523809524,0.4789293612049902,48.5752380952381
cicids2017,R1_holdout_Slowhttptest,rf,12345,8,1981.7968079998475,0.9495037041622815,0.8921378737021729,0.8393501805054152,0.8393501805054151,0.4792192881745121,46.03249097472924
cicids2017,R1_holdout_Slowhttptest,rf,12345,9,1946.3541966700943,0.9483274520728864,0.874705046182312,0.8069852941176471,0.8069852941176472,0.4791192737138683,46.87867647058824
cicids2017,R1_holdout_Slowhttptest,rf,1337,0,2027.8540303530908,0.9522895643740069,0.9321355338287018,0.9135802469135802,0.9135802469135802,0.47934936941451606,44.977072310405646
cicids2017,R1_holdout_Slowhttptest,rf,1337,1,2013.6847654626774,0.9490909841309147,0.924732072312553,0.9023090586145648,0.9023090586145648,0.4793093368966093,45.29662522202487
cicids2017,R1_holdout_Slowhttptest,rf,1337,2,1956.988256289596,0.9492148001403248,0.9156780163103461,0.8848263254113345,0.8848263254113345,0.4791492736683921,46.62157221206582
cicids2017,R1_holdout_Slowhttptest,rf,1337,3,2013.6847654626788,0.9504942322375617,0.9244798120311573,0.9005328596802842,0.9005328596802842,0.4793093368966093,45.29662522202487
cicids2017,R1_holdout_Slowhttptest,rf,1337,4,2006.599403616995,0.9512577642955901,0.9218755683835392,0.8948306595365418,0.8948306595365418,0.47928932314501654,45.45811051693405
cicids2017,R1_holdout_Slowhttptest,rf,1337,5,1967.621222022907,0.9496894281763966,0.9275979313605925,0.9072727272727272,0.9072727272727272,0.479179277380033,46.367272727272734
cicids2017,R1_holdout_Slowhttptest,rf,1337,6,2013.6847654626774,0.9469242039662396,0.9375662673620337,0.9289520426287744,0.9289520426287744,0.4793093368966093,45.29662522202487
cicids2017,R1_holdout_Slowhttptest,rf,1337,7,1811.561442564404,0.9470067479725128,0.9190014514410364,0.8932806324110671,0.8932806324110673,0.4787395991908744,50.399209486166015
cicids2017,R1_holdout_Slowhttptest,rf,1337,8,1967.6212220229077,0.950205328215605,0.9278451399685804,0.9072727272727272,0.9072727272727272,0.479179277380033,46.367272727272734
cicids2017,R1_holdout_Slowhttptest,rf,1337,9,2063.268682372908,0.948554448090138,0.9157914164707714,0.8856152512998267,0.8856152512998268,0.47944947997159687,44.19757365684576
cicids2017,R1_holdout_Slowhttptest,rf,2024,0,1939.2642158949407,0.9481417280587713,0.9203736669991595,0.8948339483394834,0.8948339483394832,0.47909927583112466,47.05166051660517
cicids2017,R1_holdout_Slowhttptest,rf,2024,1,1988.8838716765147,0.9486369920964114,0.9154411500985079,0.8848920863309353,0.8848920863309351,0.47923929607748994,45.86690647482015
cicids2017,R1_holdout_Slowhttptest,rf,2024,2,2013.684765462677,0.9498132441858066,0.9056564040817537,0.8650088809946714,0.8650088809946714,0.4793093368966093,45.29662522202487
cicids2017,R1_holdout_Slowhttptest,rf,2024,3,1974.7092581114975,0.9473162879960378,0.9030495563485255,0.8623188405797102,0.8623188405797101,0.47919928194209616,46.19927536231884
cicids2017,R1_holdout_Slowhttptest,rf,2024,4,1981.7968079998484,0.9488846241152314,0.9125220210939674,0.8790613718411552,0.8790613718411553,0.4792192881745121,46.03249097472924
cicids2017,R1_holdout_Slowhttptest,rf,2024,5,1790.262338186542,0.9483480880744547,0.8929066714886726,0.842,0.842,0.4786797055818512,51.004000000000005
cicids2017,R1_holdout_Slowhttptest,rf,2024,6,1942.8092670511112,0.9498132441858066,0.9231944891127785,0.8987108655616943,0.8987108655616943,0.47910927456382,46.96500920810313
cicids2017,R1_holdout_Slowhttptest,rf,2024,7,1988.8838716765147,0.9485957200932748,0.9210410907592789,0.89568345323741,0.8956834532374102,0.47923929607748994,45.86690647482015
cicids2017,R1_holdout_Slowhttptest,rf,2024,8,1917.9913567569781,0.9492973441465982,0.9125352303902377,0.878731343283582,0.8787313432835822,0.4790392921979008,47.57835820895523
cicids2017,R1_holdout_Slowhttptest,rf,2024,9,2003.0565403490398,0.9482861800697497,0.9250022841247169,0.9035714285714286,0.9035714285714288,0.47927931689596864,45.53928571428572
cicids2017,R1_holdout_Slowhttptest,rf,3407,0,1960.5326997455165,0.9517943003363668,0.915123238714455,0.8813868613138686,0.8813868613138687,0.4791592744881134,46.53649635036497
cicids2017,R1_holdout_Slowhttptest,rf,3407,1,1932.1737489767445,0.9471099279803545,0.9273927303632093,0.9092592592592592,0.9092592592592593,0.4790792796176882,47.22592592592593
cicids2017,R1_holdout_Slowhttptest,rf,3407,2,1868.3376721632928,0.9518562083410719,0.9230370078196696,0.896551724137931,0.8965517241379309,0.47889938878110855,48.8544061302682
cicids2017,R1_holdout_Slowhttptest,rf,3407,3,2056.1867246097163,0.9476671000226996,0.9133469409316043,0.8817391304347826,0.8817391304347826,0.4794294545150781,44.35130434782609
cicids2017,R1_holdout_Slowhttptest,rf,3407,4,1942.8092670511112,0.9484719040838647,0.9091218771745172,0.8729281767955801,0.87292817679558,0.47910927456382,46.96500920810313
cicids2017,R1_holdout_Slowhttptest,rf,3407,5,1928.6283332175813,0.952722920406942,0.9290271891448095,0.9072356215213359,0.9072356215213356,0.4790692821368948,47.31354359925789
cicids2017,R1_holdout_Slowhttptest,rf,3407,6,2109.2895527048536,0.9490909841309147,0.9279533804082224,0.9084745762711864,0.9084745762711866,0.47957968622699454,43.223728813559326
cicids2017,R1_holdout_Slowhttptest,rf,3407,7,1967.621222022907,0.9496068841701232,0.9303992182885142,0.9127272727272727,0.9127272727272727,0.479179277380033,46.367272727272734
cicids2017,R1_holdout_Slowhttptest,rf,3407,8,1946.3541966700943,0.945603499865866,0.9155300069229847,0.8878676470588235,0.8878676470588236,0.4791192737138683,46.87867647058824
cicids2017,R1_holdout_Slowhttptest,rf,3407,9,1928.628333217582,0.9513815803050001,0.9206527840213882,0.8923933209647495,0.8923933209647497,0.4790692821368948,47.31354359925789
cicids2017,R1_holdout_Slowhttptest,rf,42,0,1999.5135555195855,0.9488433521120948,0.9112059497257062,0.8765652951699463,0.8765652951699464,0.47926931106471815,45.62075134168158
cicids2017,R1_holdout_Slowhttptest,rf,42,1,1896.7141226404572,0.952537196392827,0.9310625780713677,0.9113207547169812,0.911320754716981,0.4789793235827996,48.11698113207547
cicids2017,R1_holdout_Slowhttptest,rf,42,2,1960.532699745517,0.9486369920964114,0.9364209279120107,0.9251824817518248,0.9251824817518248,0.4791592744881134,46.53649635036497
cicids2017,R1_holdout_Slowhttptest,rf,42,3,1953.4436912907665,0.9497719721826698,0.9358675695052542,0.9230769230769231,0.9230769230769232,0.4791392732661282,46.70695970695971
cicids2017,R1_holdout_Slowhttptest,rf,42,4,1861.2423444437266,0.9491116201324832,0.9285293185473821,0.9096153846153846,0.9096153846153845,0.4788794092492543,49.0423076923077
cicids2017,R1_holdout_Slowhttptest,rf,42,5,1864.7900690563808,0.9483068160713181,0.9252340679080183,0.9040307101727447,0.9040307101727447,0.47888939880679215,48.948176583493286
cicids2017,R1_holdout_Slowhttptest,rf,42,6,1893.1674916309178,0.9524340163849853,0.925015792201111,0.8998109640831758,0.899810964083176,0.4789693302733153,48.20793950850662
cicids2017,R1_holdout_Slowhttptest,rf,42,7,1964.0770216570986,0.9509894962752017,0.9338246294539206,0.9180327868852459,0.9180327868852459,0.4791692757253183,46.451730418943534
cicids2017,R1_holdout_Slowhttptest,rf,42,8,1903.8070201022977,0.9503291442250149,0.9340967363756216,0.9191729323308271,0.9191729323308271,0.47899931145283453,47.936090225563916
cicids2017,R1_holdout_Slowhttptest,rf,42,9,1953.4436912907663,0.9513815803050001,0.9366387959712307,0.9230769230769231,0.9230769230769232,0.4791392732661282,46.70695970695971
cicids2017,R1_holdout_Slowhttptest,rf,512,0,1999.5135555195855,0.9497513361811015,0.9330665315864759,0.9177101967799642,0.9177101967799643,0.47926931106471815,45.62075134168158
cicids2017,R1_holdout_Slowhttptest,rf,512,1,1928.6283332175817,0.9488846241152314,0.9281548555811713,0.9090909090909091,0.9090909090909092,0.4790692821368948,47.31354359925789
cicids2017,R1_holdout_Slowhttptest,rf,512,2,2045.562876096326,0.9491735281371881,0.9201152255168737,0.8933566433566433,0.8933566433566432,0.4793994194666611,44.58391608391609
