dataset,realization,ess,w_Benign,w_DoS
cicids2017,R1_holdout_Slowhttptest,1951.2475642470586,0.4791332156835435,46.816446163819776
cicids2017,R2_holdout_Slowloris,4394.364769881684,0.4895701847925921,20.504731861865235
cicids2017,R3_holdout_GoldenEye,8033.770529655033,0.5063255586563458,10.975540350729217
cicids2017,R4_holdout_Slowloris_Slowhttptest,6203.62848236074,0.4977041910390574,14.373204674541496
cicids2017,R5_holdout_GoldenEye_Slowloris,11793.455522948754,0.525474559634883,7.289753793786422
