dataset,arch,class,n_src,n_tgt,q_src,SHC_coverage,undercoverage,median_score_shift,q90_score_shift,score_KS,realization,rung,seed
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9495,0.0005,0.0,0.0,0.0034,4,0.4,12345
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.5,0.9524,-0.0024,0.0,0.0,0.0102,4,0.4,12345
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.5,0.9493,0.0007,0.0,0.0,0.0029,4,0.4,12345
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.698,0.9517,-0.0017,0.0014,0.0,0.0096,4,0.4,12345
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8816,0.9495,0.0005,0.0,0.0014,0.0096,4,0.4,12345
ciciot2023:rung0.4,mlp,Web,2135,811,0.9695,0.9678,-0.0178,-0.0145,-0.0131,0.0531,4,0.4,12345
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.935,0.949,0.001,-0.0011,-0.0021,0.0146,4,0.4,1337
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.9908,0.9504,-0.0004,-0.0153,-0.0009,0.0534,4,0.4,1337
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9498,0.0002,0.0,0.0,0.0056,4,0.4,1337
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.5,0.9506,-0.0006,0.0,0.0,0.0077,4,0.4,1337
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.5,0.9504,-0.0004,0.0,0.0,0.0074,4,0.4,1337
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.6972,0.9507,-0.0007,-0.0001,0.0,0.0071,4,0.4,1337
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8814,0.9541,-0.0041,0.0,-0.0033,0.0077,4,0.4,1337
ciciot2023:rung0.4,mlp,Web,2135,811,0.9739,0.9589,-0.0089,-0.0261,-0.0038,0.0634,4,0.4,1337
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.9371,0.9429,0.0071,-0.0019,0.0085,0.0146,4,0.4,2024
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.9919,0.9653,-0.0153,-0.0051,-0.0081,0.0634,4,0.4,2024
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9499,0.0001,0.0,0.0,0.0021,4,0.4,2024
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.5,0.9506,-0.0006,0.0,0.0,0.0075,4,0.4,2024
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.5,0.9536,-0.0036,0.0,0.0,0.0018,4,0.4,2024
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.7058,0.953,-0.003,-0.0001,0.0,0.0101,4,0.4,2024
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8882,0.9534,-0.0034,0.0,-0.0037,0.0114,4,0.4,2024
ciciot2023:rung0.4,mlp,Web,2135,811,0.9714,0.9605,-0.0105,-0.0077,-0.0066,0.0448,4,0.4,2024
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.9506,0.9498,0.0002,-0.0015,-0.0021,0.0109,4,0.4,3407
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.9923,0.9613,-0.0113,-0.0163,-0.0028,0.0481,4,0.4,3407
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9503,-0.0003,0.0,0.0,0.0062,4,0.4,3407
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.5,0.9505,-0.0005,0.0,0.0,0.0076,4,0.4,3407
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.5,0.9465,0.0035,0.0,0.0,0.0061,4,0.4,3407
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.703,0.9497,0.0003,-0.0009,0.0,0.0065,4,0.4,3407
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8852,0.9556,-0.0056,-0.0001,-0.0058,0.0101,4,0.4,3407
ciciot2023:rung0.4,mlp,Web,2135,811,0.9747,0.9674,-0.0174,-0.0503,-0.0159,0.0901,4,0.4,3407
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.9472,0.9484,0.0016,0.0031,0.004,0.0217,4,0.4,42
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.989,0.9555,-0.0055,-0.0157,-0.0047,0.0496,4,0.4,42
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9496,0.0004,0.0,0.0,0.0054,4,0.4,42
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.4999,0.9489,0.0011,0.0,0.0,0.0143,4,0.4,42
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.4999,0.9511,-0.0011,0.0,0.0,0.0091,4,0.4,42
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.7071,0.9534,-0.0034,-0.0003,0.0,0.0066,4,0.4,42
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8862,0.9491,0.0009,0.0,-0.0026,0.0094,4,0.4,42
ciciot2023:rung0.4,mlp,Web,2135,811,0.9702,0.9633,-0.0133,-0.0116,-0.0061,0.0695,4,0.4,42
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.9468,0.946,0.004,-0.0009,-0.003,0.0135,4,0.4,512
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.9914,0.9571,-0.0071,-0.0104,-0.0024,0.0679,4,0.4,512
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9492,0.0008,0.0,0.0,0.0035,4,0.4,512
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.4999,0.949,0.001,0.0,0.0,0.0112,4,0.4,512
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.4999,0.952,-0.002,0.0,0.0,0.009,4,0.4,512
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.7061,0.9489,0.0011,-0.0005,0.0,0.0056,4,0.4,512
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8845,0.955,-0.005,-0.0,-0.0065,0.0122,4,0.4,512
ciciot2023:rung0.4,mlp,Web,2135,811,0.9737,0.9655,-0.0155,0.0027,-0.0083,0.0327,4,0.4,512
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.9376,0.9455,0.0045,0.0031,0.0074,0.0218,4,0.4,6021
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.9907,0.9673,-0.0173,-0.0036,-0.0066,0.0495,4,0.4,6021
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9498,0.0002,0.0,0.0,0.0021,4,0.4,6021
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.5,0.9506,-0.0006,0.0,0.0,0.007,4,0.4,6021
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.5,0.9518,-0.0018,0.0,0.0,0.0016,4,0.4,6021
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.6559,0.9481,0.0019,-0.0,0.0,0.0066,4,0.4,6021
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8805,0.9508,-0.0008,0.0,-0.0038,0.0116,4,0.4,6021
ciciot2023:rung0.4,mlp,Web,2135,811,0.9706,0.9631,-0.0131,-0.003,-0.0111,0.0626,4,0.4,6021
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.9438,0.9509,-0.0009,-0.0009,-0.0001,0.0163,4,0.4,7
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.9927,0.9611,-0.0111,-0.0134,-0.0014,0.0498,4,0.4,7
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.95,0.0,0.0,0.0,0.0036,4,0.4,7
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.5,0.9477,0.0023,-0.0,0.0,0.0071,4,0.4,7
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.5,0.9479,0.0021,0.0,0.0,0.006,4,0.4,7
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.6773,0.9508,-0.0008,-0.0007,-0.0,0.0082,4,0.4,7
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8786,0.9516,-0.0016,0.0,-0.005,0.0108,4,0.4,7
ciciot2023:rung0.4,mlp,Web,2135,811,0.9775,0.9707,-0.0207,-0.0208,-0.0179,0.0614,4,0.4,7
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.9434,0.9503,-0.0003,0.0006,-0.0019,0.0248,4,0.4,88
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.99,0.9714,-0.0214,-0.0123,-0.0071,0.0472,4,0.4,88
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9487,0.0013,0.0,0.0,0.0032,4,0.4,88
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.4999,0.9514,-0.0014,0.0,0.0,0.0093,4,0.4,88
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.4999,0.9505,-0.0005,0.0,0.0,0.0027,4,0.4,88
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.6871,0.9512,-0.0012,-0.0003,0.0,0.01,4,0.4,88
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8848,0.9525,-0.0025,0.0001,0.0074,0.0125,4,0.4,88
ciciot2023:rung0.4,mlp,Web,2135,811,0.9736,0.9674,-0.0174,0.0076,-0.008,0.0447,4,0.4,88
ciciot2023:rung0.4,mlp,Benign,6299,2477,0.944,0.9472,0.0028,-0.0015,0.0022,0.0151,4,0.4,91
ciciot2023:rung0.4,mlp,BruteForce,1371,548,0.9914,0.9613,-0.0113,-0.007,-0.0018,0.0447,4,0.4,91
ciciot2023:rung0.4,mlp,DDoS,68476,25963,0.5,0.9504,-0.0004,0.0,0.0,0.0047,4,0.4,91
ciciot2023:rung0.4,mlp,DoS,25215,9619,0.4999,0.9492,0.0008,0.0,0.0,0.0099,4,0.4,91
ciciot2023:rung0.4,mlp,Mirai,18953,7177,0.4999,0.952,-0.002,0.0,0.0,0.0021,4,0.4,91
ciciot2023:rung0.4,mlp,Recon,23055,8625,0.6895,0.9468,0.0032,-0.0012,0.0,0.0076,4,0.4,91
ciciot2023:rung0.4,mlp,Spoofing,12575,4780,0.8837,0.9499,0.0001,-0.0,-0.0081,0.0145,4,0.4,91
ciciot2023:rung0.4,mlp,Web,2135,811,0.9704,0.9535,-0.0035,-0.0051,-0.0057,0.0423,4,0.4,91
ciciot2023:rung0.4,rf,Benign,6299,2477,0.934,0.9572,-0.0072,0.0003,-0.0087,0.0179,4,0.4,12345
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.991,0.9578,-0.0078,-0.0204,-0.01,0.0635,4,0.4,12345
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.9498,0.0002,0.0,0.0,0.0017,4,0.4,12345
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9505,-0.0005,0.0,0.0,0.0026,4,0.4,12345
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9523,-0.0023,0.0,0.0,0.0031,4,0.4,12345
ciciot2023:rung0.4,rf,Recon,23055,8625,0.6647,0.9478,0.0022,0.0,0.0,0.0086,4,0.4,12345
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8412,0.9515,-0.0015,0.0,-0.0099,0.008,4,0.4,12345
ciciot2023:rung0.4,rf,Web,2135,811,0.9673,0.9571,-0.0071,-0.038,0.0004,0.0855,4,0.4,12345
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9388,0.9543,-0.0043,0.0005,-0.0098,0.0141,4,0.4,1337
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9892,0.9586,-0.0086,-0.0147,-0.0052,0.0613,4,0.4,1337
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.9505,-0.0005,0.0,0.0,0.0015,4,0.4,1337
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9508,-0.0008,0.0,0.0,0.0027,4,0.4,1337
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9476,0.0024,0.0,0.0,0.0031,4,0.4,1337
ciciot2023:rung0.4,rf,Recon,23055,8625,0.6425,0.9518,-0.0018,-0.0,0.0,0.0072,4,0.4,1337
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8372,0.9516,-0.0016,-0.0,0.0007,0.0078,4,0.4,1337
ciciot2023:rung0.4,rf,Web,2135,811,0.9627,0.9536,-0.0036,-0.0365,-0.006,0.0757,4,0.4,1337
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9317,0.9508,-0.0008,0.0018,-0.0062,0.0252,4,0.4,2024
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9881,0.9653,-0.0153,-0.022,-0.0029,0.0545,4,0.4,2024
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.95,-0.0,0.0,0.0,0.0017,4,0.4,2024
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9489,0.0011,0.0,0.0,0.0019,4,0.4,2024
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9471,0.0029,0.0,0.0,0.003,4,0.4,2024
ciciot2023:rung0.4,rf,Recon,23055,8625,0.6431,0.9501,-0.0001,-0.0001,0.0,0.0075,4,0.4,2024
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8414,0.9526,-0.0026,-0.0,-0.0088,0.012,4,0.4,2024
ciciot2023:rung0.4,rf,Web,2135,811,0.9684,0.9575,-0.0075,-0.0385,-0.0032,0.0725,4,0.4,2024
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9328,0.9475,0.0025,0.0,-0.0068,0.026,4,0.4,3407
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9888,0.9602,-0.0102,-0.0192,-0.0016,0.0628,4,0.4,3407
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.9501,-0.0001,0.0,0.0,0.0015,4,0.4,3407
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9515,-0.0015,0.0,0.0,0.0017,4,0.4,3407
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9522,-0.0022,0.0,0.0,0.0028,4,0.4,3407
ciciot2023:rung0.4,rf,Recon,23055,8625,0.6369,0.9518,-0.0018,-0.0,0.0,0.0052,4,0.4,3407
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8364,0.954,-0.004,-0.0001,-0.0099,0.0093,4,0.4,3407
ciciot2023:rung0.4,rf,Web,2135,811,0.9672,0.9522,-0.0022,-0.0192,-0.0032,0.054,4,0.4,3407
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9297,0.9547,-0.0047,0.0001,-0.0214,0.0252,4,0.4,42
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9895,0.9686,-0.0186,-0.0143,-0.0033,0.0504,4,0.4,42
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.9505,-0.0005,0.0,0.0,0.0013,4,0.4,42
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9516,-0.0016,0.0,0.0,0.0016,4,0.4,42
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9501,-0.0001,0.0,0.0,0.0024,4,0.4,42
ciciot2023:rung0.4,rf,Recon,23055,8625,0.6298,0.9501,-0.0001,-0.0001,0.0,0.0067,4,0.4,42
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8401,0.955,-0.005,-0.0008,-0.0005,0.0126,4,0.4,42
ciciot2023:rung0.4,rf,Web,2135,811,0.9721,0.9539,-0.0039,-0.0328,-0.0052,0.0683,4,0.4,42
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9307,0.9555,-0.0055,-0.0001,-0.011,0.0182,4,0.4,512
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9874,0.9741,-0.0241,-0.01,-0.0039,0.0449,4,0.4,512
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.9517,-0.0017,0.0,0.0,0.001,4,0.4,512
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9511,-0.0011,0.0,0.0,0.0014,4,0.4,512
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9495,0.0005,0.0,0.0,0.0026,4,0.4,512
ciciot2023:rung0.4,rf,Recon,23055,8625,0.639,0.9514,-0.0014,-0.0002,0.0,0.0071,4,0.4,512
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8329,0.9504,-0.0004,0.0,-0.0141,0.0115,4,0.4,512
ciciot2023:rung0.4,rf,Web,2135,811,0.9615,0.9587,-0.0087,-0.0302,0.0004,0.0663,4,0.4,512
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9255,0.9531,-0.0031,0.0001,-0.0133,0.024,4,0.4,6021
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9906,0.9655,-0.0155,-0.0164,-0.0102,0.0548,4,0.4,6021
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.9506,-0.0006,0.0,0.0,0.0021,4,0.4,6021
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9503,-0.0003,0.0,0.0,0.0016,4,0.4,6021
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9478,0.0022,0.0,0.0,0.003,4,0.4,6021
ciciot2023:rung0.4,rf,Recon,23055,8625,0.652,0.951,-0.001,0.0,0.0,0.0057,4,0.4,6021
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8333,0.9516,-0.0016,-0.0001,-0.0129,0.015,4,0.4,6021
ciciot2023:rung0.4,rf,Web,2135,811,0.9662,0.9541,-0.0041,-0.0408,-0.0089,0.0717,4,0.4,6021
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9311,0.9525,-0.0025,0.0001,0.0004,0.016,4,0.4,7
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9913,0.9704,-0.0204,-0.0161,-0.0048,0.0531,4,0.4,7
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.951,-0.001,0.0,0.0,0.0014,4,0.4,7
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9485,0.0015,0.0,0.0,0.0023,4,0.4,7
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9483,0.0017,0.0,0.0,0.0024,4,0.4,7
ciciot2023:rung0.4,rf,Recon,23055,8625,0.6374,0.9502,-0.0002,-0.0,0.0,0.0111,4,0.4,7
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8341,0.9503,-0.0003,-0.0,-0.0049,0.008,4,0.4,7
ciciot2023:rung0.4,rf,Web,2135,811,0.9628,0.9441,0.0059,-0.0315,-0.0025,0.0658,4,0.4,7
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9347,0.9516,-0.0016,0.0002,0.0066,0.0159,4,0.4,88
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9906,0.9628,-0.0128,-0.0176,-0.0056,0.0679,4,0.4,88
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.9502,-0.0002,0.0,0.0,0.001,4,0.4,88
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9511,-0.0011,0.0,0.0,0.0018,4,0.4,88
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9537,-0.0037,0.0,0.0,0.0038,4,0.4,88
ciciot2023:rung0.4,rf,Recon,23055,8625,0.6538,0.9512,-0.0012,-0.0,0.0,0.0086,4,0.4,88
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8329,0.9522,-0.0022,-0.0001,0.0043,0.0106,4,0.4,88
ciciot2023:rung0.4,rf,Web,2135,811,0.9654,0.9512,-0.0012,-0.0369,-0.0041,0.0864,4,0.4,88
ciciot2023:rung0.4,rf,Benign,6299,2477,0.9323,0.9514,-0.0014,0.0009,-0.0023,0.0191,4,0.4,91
ciciot2023:rung0.4,rf,BruteForce,1371,548,0.9899,0.9673,-0.0173,-0.0192,-0.0069,0.0639,4,0.4,91
ciciot2023:rung0.4,rf,DDoS,68476,25963,0.5,0.9513,-0.0013,0.0,0.0,0.0011,4,0.4,91
ciciot2023:rung0.4,rf,DoS,25215,9619,0.5,0.9512,-0.0012,0.0,0.0,0.0023,4,0.4,91
ciciot2023:rung0.4,rf,Mirai,18953,7177,0.5,0.9527,-0.0027,0.0,0.0,0.0026,4,0.4,91
ciciot2023:rung0.4,rf,Recon,23055,8625,0.6518,0.9522,-0.0022,-0.0001,0.0,0.0127,4,0.4,91
ciciot2023:rung0.4,rf,Spoofing,12575,4780,0.8353,0.9489,0.0011,0.0,-0.0016,0.0093,4,0.4,91
ciciot2023:rung0.4,rf,Web,2135,811,0.9652,0.9594,-0.0094,-0.0449,-0.0001,0.085,4,0.4,91
ciciot2023:rung0.4,xgb,Benign,6299,2477,0.8944,0.9534,-0.0034,0.0,-0.0243,0.0115,4,0.4,12345
ciciot2023:rung0.4,xgb,BruteForce,1371,548,0.9867,0.9602,-0.0102,0.0,-0.0145,0.0878,4,0.4,12345
ciciot2023:rung0.4,xgb,DDoS,68476,25963,0.5,0.9504,-0.0004,0.0,0.0,0.0002,4,0.4,12345
ciciot2023:rung0.4,xgb,DoS,25215,9619,0.5,0.9519,-0.0019,0.0,0.0,0.0005,4,0.4,12345
ciciot2023:rung0.4,xgb,Mirai,18953,7177,0.5,0.9526,-0.0026,0.0,0.0,0.0005,4,0.4,12345
ciciot2023:rung0.4,xgb,Recon,23055,8625,0.599,0.9516,-0.0016,0.0,0.0,0.0064,4,0.4,12345
ciciot2023:rung0.4,xgb,Spoofing,12575,4780,0.801,0.95,0.0,0.0,0.0095,0.0111,4,0.4,12345
ciciot2023:rung0.4,xgb,Web,2135,811,0.9606,0.9354,0.0146,-0.0009,0.0029,0.0461,4,0.4,12345
ciciot2023:rung0.4,xgb,Benign,6299,2477,0.8867,0.9564,-0.0064,0.0,-0.009,0.0094,4,0.4,1337
ciciot2023:rung0.4,xgb,BruteForce,1371,548,0.9858,0.9555,-0.0055,0.0,-0.0085,0.0594,4,0.4,1337
ciciot2023:rung0.4,xgb,DDoS,68476,25963,0.5,0.9492,0.0008,0.0,0.0,0.0002,4,0.4,1337
ciciot2023:rung0.4,xgb,DoS,25215,9619,0.5,0.9524,-0.0024,0.0,0.0,0.0003,4,0.4,1337
ciciot2023:rung0.4,xgb,Mirai,18953,7177,0.5,0.952,-0.002,0.0,0.0,0.0004,4,0.4,1337
ciciot2023:rung0.4,xgb,Recon,23055,8625,0.5625,0.9504,-0.0004,0.0,0.0,0.0091,4,0.4,1337
ciciot2023:rung0.4,xgb,Spoofing,12575,4780,0.8086,0.9505,-0.0005,0.0,0.0037,0.0074,4,0.4,1337
ciciot2023:rung0.4,xgb,Web,2135,811,0.952,0.9329,0.0171,-0.0001,0.0074,0.0472,4,0.4,1337
ciciot2023:rung0.4,xgb,Benign,6299,2477,0.8935,0.953,-0.003,0.0,0.0035,0.0117,4,0.4,2024
ciciot2023:rung0.4,xgb,BruteForce,1371,548,0.9868,0.9695,-0.0195,0.0,-0.0096,0.0546,4,0.4,2024
ciciot2023:rung0.4,xgb,DDoS,68476,25963,0.5,0.9505,-0.0005,0.0,0.0,0.0002,4,0.4,2024
ciciot2023:rung0.4,xgb,DoS,25215,9619,0.5,0.9501,-0.0001,0.0,0.0,0.0004,4,0.4,2024
ciciot2023:rung0.4,xgb,Mirai,18953,7177,0.5,0.9501,-0.0001,0.0,0.0,0.0007,4,0.4,2024
ciciot2023:rung0.4,xgb,Recon,23055,8625,0.5315,0.9504,-0.0004,0.0,0.0,0.0058,4,0.4,2024
ciciot2023:rung0.4,xgb,Spoofing,12575,4780,0.8043,0.9505,-0.0005,0.0,0.0054,0.012,4,0.4,2024
ciciot2023:rung0.4,xgb,Web,2135,811,0.9622,0.9409,0.0091,-0.0018,0.003,0.0489,4,0.4,2024
ciciot2023:rung0.4,xgb,Benign,6299,2477,0.8885,0.9506,-0.0006,0.0,-0.0143,0.0127,4,0.4,3407
ciciot2023:rung0.4,xgb,BruteForce,1371,548,0.9858,0.9739,-0.0239,0.0,-0.01,0.0513,4,0.4,3407
ciciot2023:rung0.4,xgb,DDoS,68476,25963,0.5,0.9507,-0.0007,0.0,0.0,0.0002,4,0.4,3407
ciciot2023:rung0.4,xgb,DoS,25215,9619,0.5,0.949,0.001,0.0,0.0,0.0005,4,0.4,3407
ciciot2023:rung0.4,xgb,Mirai,18953,7177,0.5,0.9501,-0.0001,0.0,0.0,0.001,4,0.4,3407
ciciot2023:rung0.4,xgb,Recon,23055,8625,0.537,0.9502,-0.0002,0.0,0.0,0.0048,4,0.4,3407
ciciot2023:rung0.4,xgb,Spoofing,12575,4780,0.8015,0.9535,-0.0035,0.0,0.0016,0.0064,4,0.4,3407
ciciot2023:rung0.4,xgb,Web,2135,811,0.9543,0.9472,0.0028,-0.0023,0.0021,0.0467,4,0.4,3407
ciciot2023:rung0.4,xgb,Benign,6299,2477,0.8842,0.9566,-0.0066,0.0,-0.0182,0.0171,4,0.4,42
ciciot2023:rung0.4,xgb,BruteForce,1371,548,0.986,0.969,-0.019,0.0,-0.0136,0.0541,4,0.4,42
ciciot2023:rung0.4,xgb,DDoS,68476,25963,0.5,0.9508,-0.0008,0.0,0.0,0.0002,4,0.4,42
ciciot2023:rung0.4,xgb,DoS,25215,9619,0.5,0.9495,0.0005,0.0,0.0,0.0004,4,0.4,42
ciciot2023:rung0.4,xgb,Mirai,18953,7177,0.5,0.9524,-0.0024,0.0,0.0,0.0005,4,0.4,42
ciciot2023:rung0.4,xgb,Recon,23055,8625,0.5644,0.9505,-0.0005,0.0,0.0,0.0043,4,0.4,42
ciciot2023:rung0.4,xgb,Spoofing,12575,4780,0.8067,0.9509,-0.0009,0.0,0.0089,0.0087,4,0.4,42
ciciot2023:rung0.4,xgb,Web,2135,811,0.9559,0.9533,-0.0033,-0.0044,0.0066,0.0586,4,0.4,42
ciciot2023:rung0.4,xgb,Benign,6299,2477,0.896,0.9529,-0.0029,0.0,-0.0166,0.0093,4,0.4,512
ciciot2023:rung0.4,xgb,BruteForce,1371,548,0.9861,0.9604,-0.0104,0.0,-0.0129,0.0553,4,0.4,512
ciciot2023:rung0.4,xgb,DDoS,68476,25963,0.5,0.9518,-0.0018,0.0,0.0,0.0001,4,0.4,512
ciciot2023:rung0.4,xgb,DoS,25215,9619,0.5,0.9486,0.0014,0.0,0.0,0.0004,4,0.4,512
ciciot2023:rung0.4,xgb,Mirai,18953,7177,0.5,0.9505,-0.0005,0.0,0.0,0.0008,4,0.4,512
ciciot2023:rung0.4,xgb,Recon,23055,8625,0.5937,0.9461,0.0039,0.0,0.0,0.0033,4,0.4,512
ciciot2023:rung0.4,xgb,Spoofing,12575,4780,0.8102,0.9513,-0.0013,0.0,-0.0023,0.0055,4,0.4,512
ciciot2023:rung0.4,xgb,Web,2135,811,0.9503,0.9348,0.0152,-0.0046,0.005,0.0689,4,0.4,512
ciciot2023:rung0.4,xgb,Benign,6299,2477,0.8988,0.9544,-0.0044,0.0,-0.0194,0.0114,4,0.4,6021
ciciot2023:rung0.4,xgb,BruteForce,1371,548,0.9842,0.9635,-0.0135,0.0,-0.0113,0.0538,4,0.4,6021
ciciot2023:rung0.4,xgb,DDoS,68476,25963,0.5,0.9504,-0.0004,0.0,0.0,0.0003,4,0.4,6021
ciciot2023:rung0.4,xgb,DoS,25215,9619,0.5,0.9497,0.0003,0.0,0.0,0.0003,4,0.4,6021
ciciot2023:rung0.4,xgb,Mirai,18953,7177,0.5,0.9504,-0.0004,0.0,0.0,0.0004,4,0.4,6021
ciciot2023:rung0.4,xgb,Recon,23055,8625,0.5533,0.9478,0.0022,0.0,0.0,0.004,4,0.4,6021
ciciot2023:rung0.4,xgb,Spoofing,12575,4780,0.8044,0.9506,-0.0006,0.0,0.0076,0.0138,4,0.4,6021
