realization,rung,arch,seed,n_novel,n_seen,KS_all,KS_novel,KS_seen,median_novel_minus_src,misroute_all,misroute_novel,misroute_seen
1,0.8,mlp,42,649,162,0.0785,0.1033,0.0961,-0.0063,0.7238,0.7119,0.7716
1,0.8,mlp,512,649,162,0.0725,0.0897,0.1052,-0.0195,0.7904,0.7904,0.7901
1,0.8,mlp,6021,649,162,0.0773,0.0826,0.067,-0.0192,0.8631,0.8706,0.8333
1,0.8,mlp,7,649,162,0.085,0.1117,0.0775,-0.027,0.693,0.6795,0.7469
1,0.8,mlp,88,649,162,0.0809,0.0962,0.0628,0.0017,0.8742,0.8921,0.8025
1,0.8,mlp,91,649,162,0.0601,0.0747,0.0668,-0.0152,0.7867,0.792,0.7654
1,0.8,rf,12345,649,162,0.0667,0.0832,0.1,-0.0372,0.439,0.4206,0.5123
1,0.8,rf,1337,649,162,0.0563,0.0771,0.0898,-0.0323,0.4476,0.4299,0.5185
1,0.8,rf,2024,649,162,0.0639,0.0801,0.0761,-0.0375,0.4427,0.4284,0.5
1,0.8,rf,3407,649,162,0.0424,0.0539,0.0957,-0.0191,0.4575,0.4407,0.5247
1,0.8,rf,42,649,162,0.0589,0.0726,0.0786,-0.0321,0.4303,0.4176,0.4815
1,0.8,rf,512,649,162,0.0535,0.0729,0.0831,-0.028,0.4451,0.4314,0.5
1,0.8,rf,6021,649,162,0.0621,0.0838,0.0885,-0.0436,0.4451,0.4268,0.5185
1,0.8,rf,7,649,162,0.0439,0.0598,0.0841,-0.0284,0.4562,0.4407,0.5185
1,0.8,rf,88,649,162,0.0584,0.0866,0.1047,-0.035,0.4575,0.433,0.5556
1,0.8,rf,91,649,162,0.0778,0.0983,0.0772,-0.0496,0.4377,0.4191,0.5123
1,0.8,xgb,12345,649,162,0.0684,0.0944,0.0736,-0.0031,0.4303,0.4253,0.4506
1,0.8,xgb,1337,649,162,0.081,0.1031,0.0587,-0.0099,0.4279,0.4299,0.4198
1,0.8,xgb,2024,649,162,0.0573,0.0745,0.0514,-0.0018,0.4575,0.4607,0.4444
1,0.8,xgb,3407,649,162,0.0823,0.1038,0.0619,-0.0084,0.4414,0.4407,0.4444
1,0.8,xgb,42,649,162,0.067,0.0838,0.0774,-0.0044,0.4439,0.4468,0.4321
1,0.8,xgb,512,649,162,0.0725,0.0905,0.0582,-0.0076,0.4205,0.4191,0.4259
1,0.8,xgb,6021,649,162,0.0881,0.1052,0.0695,-0.0036,0.4476,0.4499,0.4383
1,0.8,xgb,7,649,162,0.0782,0.0901,0.0525,-0.0036,0.4414,0.4484,0.4136
1,0.8,xgb,88,649,162,0.0703,0.0874,0.0641,-0.003,0.4353,0.433,0.4444
1,0.8,xgb,91,649,162,0.0813,0.1008,0.066,-0.0038,0.4205,0.4206,0.4198
2,0.0,mlp,12345,0,811,0.0202,,0.0202,,0.7411,,0.7411
2,0.0,mlp,1337,0,811,0.0371,,0.0371,,0.762,,0.762
2,0.0,mlp,2024,0,811,0.0325,,0.0325,,0.7596,,0.7596
2,0.0,mlp,3407,0,811,0.0404,,0.0404,,0.693,,0.693
2,0.0,mlp,42,0,811,0.0358,,0.0358,,0.7164,,0.7164
2,0.0,mlp,512,0,811,0.0345,,0.0345,,0.762,,0.762
2,0.0,mlp,6021,0,811,0.0459,,0.0459,,0.8163,,0.8163
2,0.0,mlp,7,0,811,0.0349,,0.0349,,0.6893,,0.6893
2,0.0,mlp,88,0,811,0.03,,0.03,,0.8089,,0.8089
2,0.0,mlp,91,0,811,0.0252,,0.0252,,0.7596,,0.7596
2,0.0,rf,12345,0,811,0.051,,0.051,,0.4254,,0.4254
2,0.0,rf,1337,0,811,0.0358,,0.0358,,0.4279,,0.4279
2,0.0,rf,2024,0,811,0.0209,,0.0209,,0.4451,,0.4451
2,0.0,rf,3407,0,811,0.0259,,0.0259,,0.4402,,0.4402
2,0.0,rf,42,0,811,0.022,,0.022,,0.4217,,0.4217
2,0.0,rf,512,0,811,0.0245,,0.0245,,0.4353,,0.4353
2,0.0,rf,6021,0,811,0.0342,,0.0342,,0.4377,,0.4377
2,0.0,rf,7,0,811,0.0245,,0.0245,,0.4402,,0.4402
2,0.0,rf,88,0,811,0.0287,,0.0287,,0.4427,,0.4427
2,0.0,rf,91,0,811,0.0371,,0.0371,,0.4402,,0.4402
2,0.0,xgb,12345,0,811,0.0275,,0.0275,,0.3761,,0.3761
2,0.0,xgb,1337,0,811,0.0234,,0.0234,,0.3736,,0.3736
2,0.0,xgb,2024,0,811,0.0182,,0.0182,,0.397,,0.397
2,0.0,xgb,3407,0,811,0.0234,,0.0234,,0.3872,,0.3872
2,0.0,xgb,42,0,811,0.0189,,0.0189,,0.3711,,0.3711
2,0.0,xgb,512,0,811,0.0284,,0.0284,,0.3785,,0.3785
2,0.0,xgb,6021,0,811,0.0194,,0.0194,,0.3909,,0.3909
2,0.0,xgb,7,0,811,0.0289,,0.0289,,0.4007,,0.4007
2,0.0,xgb,88,0,811,0.0217,,0.0217,,0.3909,,0.3909
2,0.0,xgb,91,0,811,0.0199,,0.0199,,0.3773,,0.3773
2,0.2,mlp,12345,162,649,0.0336,0.1479,0.0488,-0.0303,0.7238,0.6975,0.7304
2,0.2,mlp,1337,162,649,0.0274,0.0827,0.0185,-0.0313,0.7448,0.7778,0.7365
2,0.2,mlp,2024,162,649,0.0335,0.1123,0.0248,-0.0438,0.7534,0.784,0.7458
2,0.2,mlp,3407,162,649,0.0663,0.2396,0.031,-0.1261,0.6708,0.5988,0.6888
2,0.2,mlp,42,162,649,0.0448,0.1109,0.0308,0.0351,0.7176,0.7222,0.7165
2,0.2,mlp,512,162,649,0.0274,0.0757,0.0245,0.005,0.7657,0.8333,0.7488
2,0.2,mlp,6021,162,649,0.0381,0.0995,0.0301,-0.004,0.8237,0.8889,0.8074
2,0.2,mlp,7,162,649,0.0369,0.1635,0.0395,-0.0227,0.6819,0.642,0.6918
2,0.2,mlp,88,162,649,0.0358,0.1109,0.0313,0.0044,0.8212,0.9012,0.8012
2,0.2,mlp,91,162,649,0.0244,0.0978,0.0388,-0.0486,0.7596,0.784,0.7535
2,0.2,rf,12345,162,649,0.0402,0.1035,0.0363,-0.0381,0.4291,0.4259,0.4299
2,0.2,rf,1337,162,649,0.0407,0.1328,0.0305,-0.061,0.4279,0.4198,0.4299
2,0.2,rf,2024,162,649,0.0271,0.1242,0.0403,-0.0525,0.434,0.4074,0.4407
2,0.2,rf,3407,162,649,0.0271,0.0845,0.0321,-0.0341,0.4513,0.4259,0.4576
2,0.2,rf,42,162,649,0.0268,0.1283,0.0387,-0.0538,0.4168,0.4074,0.4191
2,0.2,rf,512,162,649,0.0258,0.0992,0.0332,-0.047,0.4377,0.4259,0.4407
2,0.2,rf,6021,162,649,0.0304,0.1105,0.0343,-0.0532,0.4414,0.4321,0.4438
2,0.2,rf,7,162,649,0.0296,0.1125,0.0292,-0.0438,0.4316,0.4259,0.433
2,0.2,rf,88,162,649,0.0328,0.1225,0.0373,-0.0668,0.4488,0.4321,0.453
2,0.2,rf,91,162,649,0.0398,0.1388,0.0423,-0.0616,0.4328,0.4074,0.4391
2,0.2,xgb,12345,162,649,0.0358,0.1012,0.0434,-0.0031,0.418,0.4321,0.4145
2,0.2,xgb,1337,162,649,0.0384,0.1043,0.0451,-0.0099,0.4069,0.4136,0.4052
2,0.2,xgb,2024,162,649,0.0342,0.122,0.0483,-0.0018,0.4192,0.4259,0.4176
2,0.2,xgb,3407,162,649,0.0314,0.1119,0.0421,-0.0084,0.4192,0.4383,0.4145
2,0.2,xgb,42,162,649,0.0287,0.1429,0.0394,-0.0148,0.4069,0.3951,0.4099
2,0.2,xgb,512,162,649,0.0282,0.1512,0.0359,-0.0134,0.3884,0.3765,0.3914
2,0.2,xgb,6021,162,649,0.0309,0.132,0.0342,-0.0069,0.4081,0.4198,0.4052
2,0.2,xgb,7,162,649,0.0418,0.0979,0.0485,-0.0052,0.4254,0.4444,0.4206
2,0.2,xgb,88,162,649,0.023,0.143,0.0273,-0.0111,0.4094,0.4136,0.4083
2,0.2,xgb,91,162,649,0.0299,0.1511,0.0447,-0.0124,0.3983,0.3889,0.4006
2,0.4,mlp,12345,324,487,0.0568,0.0959,0.0532,-0.0236,0.7423,0.7562,0.7331
2,0.4,mlp,1337,324,487,0.0514,0.0862,0.0347,-0.0248,0.7534,0.7809,0.7351
2,0.4,mlp,2024,324,487,0.0424,0.0719,0.0448,-0.0003,0.7916,0.8333,0.7639
2,0.4,mlp,3407,324,487,0.0789,0.1559,0.0379,-0.0488,0.6868,0.6698,0.6982
2,0.4,mlp,42,324,487,0.0317,0.0818,0.0214,-0.0005,0.7337,0.75,0.7228
2,0.4,mlp,512,324,487,0.0401,0.0776,0.0207,-0.0286,0.7768,0.8086,0.7556
2,0.4,mlp,6021,324,487,0.0367,0.0804,0.0506,-0.0248,0.82,0.8642,0.7906
2,0.4,mlp,7,324,487,0.0634,0.1295,0.0351,-0.0171,0.6868,0.6759,0.694
2,0.4,mlp,88,324,487,0.0571,0.1161,0.0381,0.0044,0.852,0.9167,0.809
2,0.4,mlp,91,324,487,0.041,0.107,0.0406,-0.0389,0.7633,0.7716,0.7577
2,0.4,rf,12345,324,487,0.0412,0.074,0.0511,-0.0312,0.4353,0.4383,0.4333
2,0.4,rf,1337,324,487,0.0341,0.0675,0.0431,-0.0285,0.4414,0.4444,0.4394
2,0.4,rf,2024,324,487,0.0381,0.0659,0.0496,-0.0365,0.4513,0.4506,0.4517
2,0.4,rf,3407,324,487,0.0476,0.0732,0.0563,-0.0337,0.4476,0.4321,0.4579
2,0.4,rf,42,324,487,0.0625,0.0678,0.0788,-0.0286,0.4501,0.4506,0.4497
2,0.4,rf,512,324,487,0.0397,0.0596,0.0429,-0.0276,0.455,0.4568,0.4538
2,0.4,rf,6021,324,487,0.0406,0.066,0.0401,-0.0384,0.4427,0.4537,0.4353
2,0.4,rf,7,324,487,0.0388,0.0434,0.0465,-0.0203,0.4513,0.463,0.4435
2,0.4,rf,88,324,487,0.0323,0.072,0.0453,-0.0324,0.4587,0.4568,0.46
2,0.4,rf,91,324,487,0.0383,0.0961,0.0602,-0.0497,0.4538,0.4352,0.4661
2,0.4,xgb,12345,324,487,0.0363,0.1014,0.0442,-0.0011,0.4242,0.4352,0.4168
2,0.4,xgb,1337,324,487,0.0416,0.0853,0.0342,-0.0028,0.4192,0.4506,0.3984
2,0.4,xgb,2024,324,487,0.048,0.0911,0.0418,-0.0018,0.4143,0.4506,0.3901
2,0.4,xgb,3407,324,487,0.0527,0.1126,0.0221,-0.0085,0.4316,0.4506,0.4189
2,0.4,xgb,42,324,487,0.0368,0.1108,0.037,-0.0093,0.4192,0.429,0.4127
2,0.4,xgb,512,324,487,0.0441,0.0959,0.034,-0.0078,0.3946,0.4167,0.3799
2,0.4,xgb,6021,324,487,0.0597,0.116,0.0313,-0.0036,0.418,0.4475,0.3984
2,0.4,xgb,7,324,487,0.0511,0.1293,0.0359,-0.0071,0.4266,0.4475,0.4127
2,0.4,xgb,88,324,487,0.0431,0.0912,0.0389,-0.003,0.4254,0.4506,0.4086
2,0.4,xgb,91,324,487,0.0415,0.1112,0.0419,-0.0075,0.4118,0.4228,0.4045
2,0.6,mlp,12345,487,324,0.0661,0.1335,0.0476,-0.0463,0.73,0.7064,0.7654
2,0.6,mlp,1337,487,324,0.0744,0.1145,0.0315,-0.0389,0.7263,0.7228,0.7315
2,0.6,mlp,2024,487,324,0.0351,0.0645,0.0281,-0.0009,0.7842,0.807,0.75
2,0.6,mlp,3407,487,324,0.1097,0.1686,0.0448,-0.1193,0.6621,0.6386,0.6975
2,0.6,mlp,42,487,324,0.0572,0.1017,0.0346,0.0041,0.7065,0.7002,0.716
2,0.6,mlp,512,487,324,0.0584,0.1091,0.0391,-0.0228,0.762,0.7598,0.7654
2,0.6,mlp,6021,487,324,0.0474,0.0782,0.0247,-0.0263,0.8126,0.8357,0.7778
2,0.6,mlp,7,487,324,0.0829,0.1361,0.0417,-0.0574,0.6683,0.6509,0.6944
2,0.6,mlp,88,487,324,0.0734,0.081,0.0626,-0.0026,0.8434,0.883,0.784
2,0.6,mlp,91,487,324,0.0801,0.1236,0.0443,-0.0444,0.7657,0.77,0.7593
2,0.6,rf,12345,487,324,0.0635,0.1129,0.0642,-0.0492,0.4205,0.386,0.4722
2,0.6,rf,1337,487,324,0.0636,0.1015,0.0596,-0.0442,0.4254,0.4066,0.4537
2,0.6,rf,2024,487,324,0.0508,0.0938,0.0729,-0.0443,0.4365,0.4168,0.466
2,0.6,rf,3407,487,324,0.0416,0.0841,0.0775,-0.0343,0.4414,0.4148,0.4815
2,0.6,rf,42,487,324,0.0392,0.0909,0.0795,-0.0357,0.4316,0.4066,0.4691
2,0.6,rf,512,487,324,0.0458,0.0816,0.0628,-0.0288,0.4377,0.4251,0.4568
2,0.6,rf,6021,487,324,0.0597,0.1067,0.0728,-0.0478,0.4353,0.4148,0.466
2,0.6,rf,7,487,324,0.0397,0.0854,0.0768,-0.0425,0.4414,0.4209,0.4722
2,0.6,rf,88,487,324,0.0516,0.1109,0.0677,-0.0462,0.4439,0.4168,0.4846
2,0.6,rf,91,487,324,0.069,0.1255,0.0584,-0.0507,0.4303,0.4025,0.4722
2,0.6,xgb,12345,487,324,0.0692,0.1177,0.0586,-0.0077,0.4118,0.4189,0.4012
2,0.6,xgb,1337,487,324,0.0702,0.1254,0.063,-0.0103,0.4069,0.4127,0.3981
2,0.6,xgb,2024,487,324,0.0678,0.1225,0.0442,-0.0047,0.4242,0.4333,0.4105
2,0.6,xgb,3407,487,324,0.0667,0.1258,0.0515,-0.0086,0.4291,0.4312,0.4259
2,0.6,xgb,42,487,324,0.0697,0.1087,0.0396,-0.0065,0.4094,0.4251,0.3858
2,0.6,xgb,512,487,324,0.0549,0.0886,0.0287,-0.0076,0.4118,0.4292,0.3858
2,0.6,xgb,6021,487,324,0.0779,0.1126,0.0406,-0.0036,0.4229,0.4456,0.3889
2,0.6,xgb,7,487,324,0.0552,0.0984,0.0404,-0.0068,0.439,0.4538,0.4167
2,0.6,xgb,88,487,324,0.0481,0.0905,0.0425,-0.003,0.4402,0.4559,0.4167
2,0.6,xgb,91,487,324,0.0591,0.1211,0.0582,-0.0065,0.4143,0.4148,0.4136
2,0.8,mlp,12345,649,162,0.1292,0.1602,0.0952,-0.0814,0.6769,0.6764,0.679
2,0.8,mlp,1337,649,162,0.091,0.1075,0.0454,-0.0315,0.7312,0.7381,0.7037
2,0.8,mlp,2024,649,162,0.0669,0.0805,0.0582,-0.0014,0.7818,0.8012,0.7037
2,0.8,mlp,3407,649,162,0.171,0.2074,0.0919,-0.1357,0.6153,0.604,0.6605
2,0.8,mlp,42,649,162,0.1122,0.1419,0.0542,-0.0303,0.6708,0.6672,0.6852
2,0.8,mlp,512,649,162,0.0892,0.0982,0.0594,-0.0244,0.7781,0.7858,0.7469
2,0.8,mlp,6021,649,162,0.0569,0.0761,0.0725,-0.0009,0.8446,0.8644,0.7654
2,0.8,mlp,7,649,162,0.1269,0.1434,0.0979,-0.043,0.6387,0.6456,0.6111
2,0.8,mlp,88,649,162,0.0787,0.1028,0.0534,0.0023,0.8742,0.9029,0.7593
2,0.8,mlp,91,649,162,0.0799,0.096,0.0538,-0.0253,0.7682,0.7797,0.7222
2,0.8,rf,12345,649,162,0.0843,0.1038,0.0663,-0.0377,0.3983,0.3883,0.4383
2,0.8,rf,1337,649,162,0.0709,0.0877,0.0583,-0.0363,0.4143,0.4083,0.4383
2,0.8,rf,2024,649,162,0.0775,0.0898,0.0362,-0.0419,0.4094,0.4068,0.4198
2,0.8,rf,3407,649,162,0.0626,0.0825,0.0492,-0.0339,0.4094,0.4006,0.4444
2,0.8,rf,42,649,162,0.0689,0.0885,0.0518,-0.0318,0.3983,0.3929,0.4198
2,0.8,rf,512,649,162,0.067,0.0794,0.0475,-0.0286,0.4192,0.4206,0.4136
2,0.8,rf,6021,649,162,0.0761,0.0938,0.046,-0.0447,0.4106,0.4052,0.4321
2,0.8,rf,7,649,162,0.0615,0.0758,0.0565,-0.0361,0.4242,0.4191,0.4444
2,0.8,rf,88,649,162,0.0904,0.1143,0.0587,-0.0383,0.4094,0.3975,0.4568
2,0.8,rf,91,649,162,0.0994,0.1237,0.0467,-0.0517,0.3983,0.3898,0.4321
2,0.8,xgb,12345,649,162,0.0982,0.1314,0.0668,-0.0098,0.3859,0.3806,0.4074
2,0.8,xgb,1337,649,162,0.1044,0.1369,0.0574,-0.0103,0.3835,0.3821,0.3889
2,0.8,xgb,2024,649,162,0.107,0.1328,0.0324,-0.0138,0.3983,0.4006,0.3889
2,0.8,xgb,3407,649,162,0.1111,0.1497,0.0624,-0.0086,0.4044,0.4037,0.4074
2,0.8,xgb,42,649,162,0.1225,0.1574,0.0445,-0.0148,0.3736,0.3729,0.3765
2,0.8,xgb,512,649,162,0.1071,0.13,0.0337,-0.0131,0.3662,0.3698,0.3519
2,0.8,xgb,6021,649,162,0.1118,0.1416,0.0415,-0.011,0.4032,0.4037,0.4012
2,0.8,xgb,7,649,162,0.1078,0.1403,0.0461,-0.0073,0.4118,0.416,0.3951
2,0.8,xgb,88,649,162,0.0814,0.1105,0.047,-0.0088,0.4094,0.4114,0.4012
2,0.8,xgb,91,649,162,0.1133,0.1471,0.0443,-0.0117,0.3773,0.379,0.3704
3,0.0,mlp,12345,0,811,0.0192,,0.0192,,0.746,,0.746
3,0.0,mlp,1337,0,811,0.0236,,0.0236,,0.7596,,0.7596
3,0.0,mlp,2024,0,811,0.0371,,0.0371,,0.7805,,0.7805
3,0.0,mlp,3407,0,811,0.0551,,0.0551,,0.7078,,0.7078
3,0.0,mlp,42,0,811,0.0505,,0.0505,,0.7386,,0.7386
3,0.0,mlp,512,0,811,0.0254,,0.0254,,0.7596,,0.7596
3,0.0,mlp,6021,0,811,0.0541,,0.0541,,0.815,,0.815
3,0.0,mlp,7,0,811,0.0468,,0.0468,,0.7078,,0.7078
3,0.0,mlp,88,0,811,0.0345,,0.0345,,0.8212,,0.8212
3,0.0,mlp,91,0,811,0.0342,,0.0342,,0.7781,,0.7781
3,0.0,rf,12345,0,811,0.0488,,0.0488,,0.4451,,0.4451
3,0.0,rf,1337,0,811,0.0302,,0.0302,,0.4525,,0.4525
3,0.0,rf,2024,0,811,0.0436,,0.0436,,0.4562,,0.4562
3,0.0,rf,3407,0,811,0.0381,,0.0381,,0.455,,0.455
3,0.0,rf,42,0,811,0.0335,,0.0335,,0.4353,,0.4353
3,0.0,rf,512,0,811,0.0373,,0.0373,,0.4414,,0.4414
3,0.0,rf,6021,0,811,0.0291,,0.0291,,0.4464,,0.4464
3,0.0,rf,7,0,811,0.0371,,0.0371,,0.4599,,0.4599
3,0.0,rf,88,0,811,0.0397,,0.0397,,0.4649,,0.4649
3,0.0,rf,91,0,811,0.038,,0.038,,0.4575,,0.4575
3,0.0,xgb,12345,0,811,0.0344,,0.0344,,0.4131,,0.4131
3,0.0,xgb,1337,0,811,0.0415,,0.0415,,0.3958,,0.3958
3,0.0,xgb,2024,0,811,0.0307,,0.0307,,0.4131,,0.4131
3,0.0,xgb,3407,0,811,0.0311,,0.0311,,0.4131,,0.4131
3,0.0,xgb,42,0,811,0.034,,0.034,,0.4057,,0.4057
3,0.0,xgb,512,0,811,0.0376,,0.0376,,0.3921,,0.3921
3,0.0,xgb,6021,0,811,0.0321,,0.0321,,0.4168,,0.4168
3,0.0,xgb,7,0,811,0.0311,,0.0311,,0.4217,,0.4217
3,0.0,xgb,88,0,811,0.0305,,0.0305,,0.4205,,0.4205
3,0.0,xgb,91,0,811,0.0431,,0.0431,,0.3983,,0.3983
3,0.2,mlp,12345,162,649,0.0522,0.1125,0.0453,-0.0364,0.7189,0.7469,0.7119
3,0.2,mlp,1337,162,649,0.0629,0.1262,0.0526,-0.0522,0.7213,0.7407,0.7165
3,0.2,mlp,2024,162,649,0.0432,0.1142,0.0345,0.0014,0.7287,0.7778,0.7165
3,0.2,mlp,3407,162,649,0.0571,0.1599,0.0327,-0.0715,0.6732,0.6605,0.6764
3,0.2,mlp,42,162,649,0.0339,0.1177,0.03,-0.0065,0.6967,0.7099,0.6934
3,0.2,mlp,512,162,649,0.0524,0.1063,0.0594,-0.0076,0.73,0.7901,0.7149
3,0.2,mlp,6021,162,649,0.0305,0.0952,0.0308,-0.0027,0.7879,0.8519,0.772
3,0.2,mlp,7,162,649,0.0497,0.1382,0.0366,-0.0246,0.6658,0.6728,0.6641
3,0.2,mlp,88,162,649,0.0494,0.1223,0.0393,0.003,0.7916,0.8889,0.7673
3,0.2,mlp,91,162,649,0.0409,0.1057,0.0487,-0.0098,0.73,0.7654,0.7211
3,0.2,rf,12345,162,649,0.0493,0.1034,0.0362,-0.0428,0.4143,0.4321,0.4099
3,0.2,rf,1337,162,649,0.0287,0.1142,0.0221,-0.0428,0.4205,0.4136,0.4222
3,0.2,rf,2024,162,649,0.0368,0.1107,0.0281,-0.0474,0.4192,0.4074,0.4222
3,0.2,rf,3407,162,649,0.0439,0.0948,0.0464,-0.0339,0.4316,0.4383,0.4299
3,0.2,rf,42,162,649,0.0466,0.1027,0.0453,-0.0435,0.4094,0.4012,0.4114
3,0.2,rf,512,162,649,0.0342,0.0751,0.031,-0.028,0.4229,0.4321,0.4206
3,0.2,rf,6021,162,649,0.05,0.1057,0.0372,-0.0458,0.4143,0.4198,0.4129
3,0.2,rf,7,162,649,0.0386,0.0876,0.033,-0.041,0.4168,0.4259,0.4145
3,0.2,rf,88,162,649,0.0238,0.1042,0.0269,-0.04,0.434,0.4198,0.4376
3,0.2,rf,91,162,649,0.0498,0.1377,0.0293,-0.0604,0.4192,0.4012,0.4237
3,0.2,xgb,12345,162,649,0.0337,0.1398,0.0316,-0.0054,0.3724,0.3889,0.3683
3,0.2,xgb,1337,162,649,0.0269,0.1324,0.0352,-0.0101,0.3724,0.3889,0.3683
3,0.2,xgb,2024,162,649,0.031,0.1291,0.025,-0.0123,0.3859,0.4074,0.3806
3,0.2,xgb,3407,162,649,0.0458,0.1537,0.0293,-0.0086,0.3847,0.4012,0.3806
3,0.2,xgb,42,162,649,0.0442,0.1553,0.0245,-0.0148,0.3724,0.3765,0.3713
3,0.2,xgb,512,162,649,0.0278,0.1113,0.0231,-0.013,0.3687,0.3889,0.3636
3,0.2,xgb,6021,162,649,0.0456,0.1546,0.0268,-0.011,0.3835,0.4012,0.379
3,0.2,xgb,7,162,649,0.0445,0.1479,0.0247,-0.0148,0.3909,0.4074,0.3867
3,0.2,xgb,88,162,649,0.0328,0.128,0.0367,-0.0088,0.3847,0.4074,0.379
3,0.2,xgb,91,162,649,0.0401,0.1585,0.0312,-0.0158,0.3699,0.3889,0.3652
3,0.4,mlp,12345,324,487,0.0768,0.1877,0.0502,-0.0993,0.6991,0.6451,0.7351
3,0.4,mlp,1337,324,487,0.0711,0.1428,0.0557,-0.0746,0.7312,0.7315,0.731
3,0.4,mlp,2024,324,487,0.0425,0.074,0.0503,-0.023,0.7546,0.787,0.7331
3,0.4,mlp,3407,324,487,0.0855,0.1813,0.0597,-0.1038,0.6708,0.6296,0.6982
3,0.4,mlp,42,324,487,0.0531,0.1318,0.0466,-0.0412,0.6942,0.6759,0.7064
3,0.4,mlp,512,324,487,0.0482,0.1089,0.0467,-0.0386,0.7633,0.7685,0.7598
3,0.4,mlp,6021,324,487,0.0348,0.0677,0.0654,-0.0193,0.8237,0.8549,0.8029
3,0.4,mlp,7,324,487,0.0961,0.2142,0.042,-0.0832,0.6326,0.5802,0.6674
3,0.4,mlp,88,324,487,0.0465,0.0844,0.0276,-0.0125,0.8274,0.8704,0.7988
3,0.4,mlp,91,324,487,0.0408,0.0978,0.0405,-0.0394,0.7571,0.7623,0.7536
3,0.4,rf,12345,324,487,0.0739,0.145,0.0349,-0.0567,0.3921,0.3549,0.4168
3,0.4,rf,1337,324,487,0.0783,0.1545,0.0427,-0.0549,0.3884,0.3457,0.4168
3,0.4,rf,2024,324,487,0.0471,0.1256,0.0388,-0.0473,0.4168,0.3796,0.4415
3,0.4,rf,3407,324,487,0.0681,0.1262,0.03,-0.0357,0.3995,0.3642,0.423
3,0.4,rf,42,324,487,0.0595,0.1108,0.031,-0.0396,0.3909,0.3673,0.4066
3,0.4,rf,512,324,487,0.0595,0.1324,0.0337,-0.0559,0.4081,0.3673,0.4353
3,0.4,rf,6021,324,487,0.0711,0.1388,0.0326,-0.0603,0.397,0.3642,0.4189
3,0.4,rf,7,324,487,0.0569,0.1197,0.0346,-0.0445,0.4081,0.3765,0.4292
3,0.4,rf,88,324,487,0.0608,0.1254,0.0383,-0.0457,0.4155,0.3827,0.4374
3,0.4,rf,91,324,487,0.0744,0.14,0.0389,-0.0549,0.397,0.358,0.423
3,0.4,xgb,12345,324,487,0.0563,0.1144,0.0189,-0.0057,0.3761,0.3827,0.3717
3,0.4,xgb,1337,324,487,0.0453,0.1316,0.032,-0.0103,0.3773,0.3796,0.3758
3,0.4,xgb,2024,324,487,0.055,0.1312,0.0298,-0.0138,0.3872,0.4074,0.3737
3,0.4,xgb,3407,324,487,0.0582,0.1444,0.0313,-0.0086,0.3933,0.3951,0.3922
3,0.4,xgb,42,324,487,0.0627,0.1357,0.0318,-0.0148,0.365,0.3735,0.3593
3,0.4,xgb,512,324,487,0.0389,0.08,0.0564,-0.0027,0.3958,0.4074,0.3881
3,0.4,xgb,6021,324,487,0.0648,0.1543,0.0253,-0.0115,0.3872,0.3827,0.3901
3,0.4,xgb,7,324,487,0.0502,0.1412,0.0355,-0.0073,0.3933,0.3981,0.3901
3,0.4,xgb,88,324,487,0.037,0.1166,0.065,-0.0088,0.4044,0.3981,0.4086
3,0.4,xgb,91,324,487,0.0617,0.1449,0.0401,-0.0122,0.3625,0.3519,0.3696
3,0.6,mlp,12345,487,324,0.0595,0.1127,0.0877,-0.0315,0.7497,0.7372,0.7685
3,0.6,mlp,1337,487,324,0.0595,0.0991,0.0724,-0.0396,0.767,0.7659,0.7685
3,0.6,mlp,2024,487,324,0.0732,0.0893,0.0667,0.001,0.8249,0.8419,0.7994
3,0.6,mlp,3407,487,324,0.0709,0.1541,0.0862,-0.0722,0.7065,0.6591,0.7778
3,0.6,mlp,42,487,324,0.0583,0.1056,0.0766,-0.0108,0.7275,0.7064,0.7593
3,0.6,mlp,512,487,324,0.0505,0.0788,0.0896,-0.0245,0.8052,0.8131,0.7932
3,0.6,mlp,6021,487,324,0.0499,0.0699,0.0577,-0.01,0.8434,0.8522,0.8302
3,0.6,mlp,7,487,324,0.0706,0.1305,0.0703,-0.0211,0.6868,0.6674,0.716
3,0.6,mlp,88,487,324,0.0846,0.1141,0.048,0.0047,0.8755,0.9035,0.8333
3,0.6,mlp,91,487,324,0.049,0.0818,0.0897,-0.0056,0.7818,0.7844,0.7778
3,0.6,rf,12345,487,324,0.074,0.1116,0.0675,-0.0479,0.4328,0.4045,0.4753
3,0.6,rf,1337,487,324,0.0561,0.0992,0.057,-0.039,0.4365,0.4107,0.4753
3,0.6,rf,2024,487,324,0.0477,0.0884,0.0661,-0.0415,0.4488,0.4251,0.4846
3,0.6,rf,3407,487,324,0.0473,0.0855,0.077,-0.0344,0.4464,0.4209,0.4846
3,0.6,rf,42,487,324,0.0444,0.0728,0.0759,-0.0326,0.4377,0.423,0.4599
3,0.6,rf,512,487,324,0.0532,0.0855,0.0751,-0.0363,0.4476,0.4292,0.4753
3,0.6,rf,6021,487,324,0.0547,0.0995,0.0856,-0.0481,0.4538,0.423,0.5
3,0.6,rf,7,487,324,0.0442,0.0837,0.0557,-0.0416,0.4464,0.4189,0.4877
3,0.6,rf,88,487,324,0.0698,0.1107,0.0791,-0.0567,0.4501,0.4251,0.4877
