dataset,realization,seed,arch,protocol,class,alpha,coverage,set_size,nominal
cicids2017,R2_holdout_Slowloris,2024,xgb,TSC,Benign,0.1,0.9002,1.9002,0.9
cicids2017,R2_holdout_Slowloris,2024,xgb,TSC,DoS,0.1,1.0,1.4374,0.9
cicids2017,R2_holdout_Slowloris,2024,xgb,TSC,Benign,0.2,0.8007,1.8007,0.8
cicids2017,R2_holdout_Slowloris,2024,xgb,TSC,DoS,0.2,1.0,1.3489,0.8
cicids2017,R2_holdout_Slowloris,2024,xgb,SHC,Benign,0.05,0.9504,0.9506,0.95
cicids2017,R2_holdout_Slowloris,2024,xgb,SHC,DoS,0.05,0.5427,1.0289,0.95
cicids2017,R2_holdout_Slowloris,2024,xgb,SHC,Benign,0.1,0.9006,0.9008,0.9
cicids2017,R2_holdout_Slowloris,2024,xgb,SHC,DoS,0.1,0.5192,0.9573,0.9
cicids2017,R2_holdout_Slowloris,2024,xgb,SHC,Benign,0.2,0.8009,0.8011,0.8
cicids2017,R2_holdout_Slowloris,2024,xgb,SHC,DoS,0.2,0.4692,0.8177,0.8
cicids2017,R2_holdout_Slowloris,2024,mlp,REC,Benign,0.05,0.9497,1.9497,0.95
cicids2017,R2_holdout_Slowloris,2024,mlp,REC,DoS,0.05,1.0,1.4671,0.95
cicids2017,R2_holdout_Slowloris,2024,mlp,REC,Benign,0.1,0.8997,1.8997,0.9
cicids2017,R2_holdout_Slowloris,2024,mlp,REC,DoS,0.1,1.0,1.4443,0.9
cicids2017,R2_holdout_Slowloris,2024,mlp,REC,Benign,0.2,0.7997,1.7997,0.8
cicids2017,R2_holdout_Slowloris,2024,mlp,REC,DoS,0.2,1.0,1.3948,0.8
cicids2017,R2_holdout_Slowloris,2024,mlp,TSC,Benign,0.05,0.9494,1.9494,0.95
cicids2017,R2_holdout_Slowloris,2024,mlp,TSC,DoS,0.05,1.0,1.4673,0.95
cicids2017,R2_holdout_Slowloris,2024,mlp,TSC,Benign,0.1,0.8995,1.8995,0.9
cicids2017,R2_holdout_Slowloris,2024,mlp,TSC,DoS,0.1,1.0,1.4442,0.9
cicids2017,R2_holdout_Slowloris,2024,mlp,TSC,Benign,0.2,0.7997,1.7997,0.8
cicids2017,R2_holdout_Slowloris,2024,mlp,TSC,DoS,0.2,1.0,1.3949,0.8
cicids2017,R2_holdout_Slowloris,2024,mlp,SHC,Benign,0.05,0.9494,0.9497,0.95
cicids2017,R2_holdout_Slowloris,2024,mlp,SHC,DoS,0.05,0.4889,0.9559,0.95
cicids2017,R2_holdout_Slowloris,2024,mlp,SHC,Benign,0.1,0.8998,0.9,0.9
cicids2017,R2_holdout_Slowloris,2024,mlp,SHC,DoS,0.1,0.462,0.9065,0.9
cicids2017,R2_holdout_Slowloris,2024,mlp,SHC,Benign,0.2,0.7991,0.7993,0.8
cicids2017,R2_holdout_Slowloris,2024,mlp,SHC,DoS,0.2,0.4091,0.8035,0.8
cicids2017,R2_holdout_Slowloris,7,rf,REC,Benign,0.05,0.9497,1.9497,0.95
cicids2017,R2_holdout_Slowloris,7,rf,REC,DoS,0.05,1.0,1.5258,0.95
cicids2017,R2_holdout_Slowloris,7,rf,REC,Benign,0.1,0.8994,1.8994,0.9
cicids2017,R2_holdout_Slowloris,7,rf,REC,DoS,0.1,1.0,1.5002,0.9
cicids2017,R2_holdout_Slowloris,7,rf,REC,Benign,0.2,0.8,1.8,0.8
cicids2017,R2_holdout_Slowloris,7,rf,REC,DoS,0.2,1.0,1.4442,0.8
cicids2017,R2_holdout_Slowloris,7,rf,TSC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R2_holdout_Slowloris,7,rf,TSC,DoS,0.05,1.0,1.5262,0.95
cicids2017,R2_holdout_Slowloris,7,rf,TSC,Benign,0.1,0.8996,1.8996,0.9
cicids2017,R2_holdout_Slowloris,7,rf,TSC,DoS,0.1,1.0,1.5004,0.9
cicids2017,R2_holdout_Slowloris,7,rf,TSC,Benign,0.2,0.8002,1.8002,0.8
cicids2017,R2_holdout_Slowloris,7,rf,TSC,DoS,0.2,1.0,1.4441,0.8
cicids2017,R2_holdout_Slowloris,7,rf,SHC,Benign,0.05,0.95,0.9503,0.95
cicids2017,R2_holdout_Slowloris,7,rf,SHC,DoS,0.05,0.4387,0.9648,0.95
cicids2017,R2_holdout_Slowloris,7,rf,SHC,Benign,0.1,0.9,0.9002,0.9
cicids2017,R2_holdout_Slowloris,7,rf,SHC,DoS,0.1,0.4163,0.9166,0.9
cicids2017,R2_holdout_Slowloris,7,rf,SHC,Benign,0.2,0.7996,0.7998,0.8
cicids2017,R2_holdout_Slowloris,7,rf,SHC,DoS,0.2,0.3683,0.8131,0.8
cicids2017,R2_holdout_Slowloris,7,xgb,REC,Benign,0.05,0.9502,1.9502,0.95
cicids2017,R2_holdout_Slowloris,7,xgb,REC,DoS,0.05,1.0,1.4851,0.95
cicids2017,R2_holdout_Slowloris,7,xgb,REC,Benign,0.1,0.9003,1.9003,0.9
cicids2017,R2_holdout_Slowloris,7,xgb,REC,DoS,0.1,1.0,1.4424,0.9
cicids2017,R2_holdout_Slowloris,7,xgb,REC,Benign,0.2,0.8007,1.8007,0.8
cicids2017,R2_holdout_Slowloris,7,xgb,REC,DoS,0.2,1.0,1.3467,0.8
cicids2017,R2_holdout_Slowloris,7,xgb,TSC,Benign,0.05,0.9506,1.9506,0.95
cicids2017,R2_holdout_Slowloris,7,xgb,TSC,DoS,0.05,1.0,1.4855,0.95
cicids2017,R2_holdout_Slowloris,7,xgb,TSC,Benign,0.1,0.9003,1.9003,0.9
cicids2017,R2_holdout_Slowloris,7,xgb,TSC,DoS,0.1,1.0,1.4429,0.9
cicids2017,R2_holdout_Slowloris,7,xgb,TSC,Benign,0.2,0.8009,1.8009,0.8
cicids2017,R2_holdout_Slowloris,7,xgb,TSC,DoS,0.2,1.0,1.3472,0.8
cicids2017,R2_holdout_Slowloris,7,xgb,SHC,Benign,0.05,0.9502,0.9504,0.95
cicids2017,R2_holdout_Slowloris,7,xgb,SHC,DoS,0.05,0.5526,1.0377,0.95
cicids2017,R2_holdout_Slowloris,7,xgb,SHC,Benign,0.1,0.9003,0.9004,0.9
cicids2017,R2_holdout_Slowloris,7,xgb,SHC,DoS,0.1,0.5288,0.9708,0.9
cicids2017,R2_holdout_Slowloris,7,xgb,SHC,Benign,0.2,0.8014,0.8015,0.8
cicids2017,R2_holdout_Slowloris,7,xgb,SHC,DoS,0.2,0.479,0.8264,0.8
cicids2017,R2_holdout_Slowloris,7,mlp,REC,Benign,0.05,0.9497,1.9497,0.95
cicids2017,R2_holdout_Slowloris,7,mlp,REC,DoS,0.05,1.0,1.4459,0.95
cicids2017,R2_holdout_Slowloris,7,mlp,REC,Benign,0.1,0.8989,1.8989,0.9
cicids2017,R2_holdout_Slowloris,7,mlp,REC,DoS,0.1,1.0,1.4205,0.9
cicids2017,R2_holdout_Slowloris,7,mlp,REC,Benign,0.2,0.7983,1.7983,0.8
cicids2017,R2_holdout_Slowloris,7,mlp,REC,DoS,0.2,1.0,1.3711,0.8
cicids2017,R2_holdout_Slowloris,7,mlp,TSC,Benign,0.05,0.9491,1.9491,0.95
cicids2017,R2_holdout_Slowloris,7,mlp,TSC,DoS,0.05,1.0,1.4457,0.95
cicids2017,R2_holdout_Slowloris,7,mlp,TSC,Benign,0.1,0.899,1.899,0.9
cicids2017,R2_holdout_Slowloris,7,mlp,TSC,DoS,0.1,1.0,1.4206,0.9
cicids2017,R2_holdout_Slowloris,7,mlp,TSC,Benign,0.2,0.799,1.799,0.8
cicids2017,R2_holdout_Slowloris,7,mlp,TSC,DoS,0.2,1.0,1.3715,0.8
cicids2017,R2_holdout_Slowloris,7,mlp,SHC,Benign,0.05,0.9494,0.9499,0.95
cicids2017,R2_holdout_Slowloris,7,mlp,SHC,DoS,0.05,0.5409,0.9866,0.95
cicids2017,R2_holdout_Slowloris,7,mlp,SHC,Benign,0.1,0.8992,0.8995,0.9
cicids2017,R2_holdout_Slowloris,7,mlp,SHC,DoS,0.1,0.5047,0.9252,0.9
cicids2017,R2_holdout_Slowloris,7,mlp,SHC,Benign,0.2,0.7981,0.7982,0.8
cicids2017,R2_holdout_Slowloris,7,mlp,SHC,DoS,0.2,0.446,0.8165,0.8
cicids2017,R2_holdout_Slowloris,91,rf,REC,Benign,0.05,0.9497,1.9497,0.95
cicids2017,R2_holdout_Slowloris,91,rf,REC,DoS,0.05,1.0,1.5281,0.95
cicids2017,R2_holdout_Slowloris,91,rf,REC,Benign,0.1,0.8991,1.8991,0.9
cicids2017,R2_holdout_Slowloris,91,rf,REC,DoS,0.1,1.0,1.4984,0.9
cicids2017,R2_holdout_Slowloris,91,rf,REC,Benign,0.2,0.7989,1.7989,0.8
cicids2017,R2_holdout_Slowloris,91,rf,REC,DoS,0.2,1.0,1.4436,0.8
cicids2017,R2_holdout_Slowloris,91,rf,TSC,Benign,0.05,0.9495,1.9495,0.95
cicids2017,R2_holdout_Slowloris,91,rf,TSC,DoS,0.05,1.0,1.5276,0.95
cicids2017,R2_holdout_Slowloris,91,rf,TSC,Benign,0.1,0.8988,1.8988,0.9
cicids2017,R2_holdout_Slowloris,91,rf,TSC,DoS,0.1,1.0,1.4982,0.9
cicids2017,R2_holdout_Slowloris,91,rf,TSC,Benign,0.2,0.7988,1.7988,0.8
cicids2017,R2_holdout_Slowloris,91,rf,TSC,DoS,0.2,1.0,1.4442,0.8
cicids2017,R2_holdout_Slowloris,91,rf,SHC,Benign,0.05,0.9499,0.9502,0.95
cicids2017,R2_holdout_Slowloris,91,rf,SHC,DoS,0.05,0.4387,0.9667,0.95
cicids2017,R2_holdout_Slowloris,91,rf,SHC,Benign,0.1,0.8999,0.9001,0.9
cicids2017,R2_holdout_Slowloris,91,rf,SHC,DoS,0.1,0.4151,0.914,0.9
cicids2017,R2_holdout_Slowloris,91,rf,SHC,Benign,0.2,0.8,0.8002,0.8
cicids2017,R2_holdout_Slowloris,91,rf,SHC,DoS,0.2,0.3699,0.8149,0.8
cicids2017,R2_holdout_Slowloris,91,xgb,REC,Benign,0.05,0.9506,1.9506,0.95
cicids2017,R2_holdout_Slowloris,91,xgb,REC,DoS,0.05,1.0,1.4838,0.95
cicids2017,R2_holdout_Slowloris,91,xgb,REC,Benign,0.1,0.9008,1.9008,0.9
cicids2017,R2_holdout_Slowloris,91,xgb,REC,DoS,0.1,1.0,1.4378,0.9
cicids2017,R2_holdout_Slowloris,91,xgb,REC,Benign,0.2,0.8005,1.8005,0.8
cicids2017,R2_holdout_Slowloris,91,xgb,REC,DoS,0.2,1.0,1.3517,0.8
cicids2017,R2_holdout_Slowloris,91,xgb,TSC,Benign,0.05,0.9502,1.9502,0.95
cicids2017,R2_holdout_Slowloris,91,xgb,TSC,DoS,0.05,1.0,1.4831,0.95
cicids2017,R2_holdout_Slowloris,91,xgb,TSC,Benign,0.1,0.9001,1.9001,0.9
cicids2017,R2_holdout_Slowloris,91,xgb,TSC,DoS,0.1,1.0,1.4378,0.9
cicids2017,R2_holdout_Slowloris,91,xgb,TSC,Benign,0.2,0.8,1.8,0.8
cicids2017,R2_holdout_Slowloris,91,xgb,TSC,DoS,0.2,1.0,1.3511,0.8
cicids2017,R2_holdout_Slowloris,91,xgb,SHC,Benign,0.05,0.9506,0.9508,0.95
cicids2017,R2_holdout_Slowloris,91,xgb,SHC,DoS,0.05,0.5473,1.0308,0.95
cicids2017,R2_holdout_Slowloris,91,xgb,SHC,Benign,0.1,0.9008,0.901,0.9
cicids2017,R2_holdout_Slowloris,91,xgb,SHC,DoS,0.1,0.5246,0.9629,0.9
cicids2017,R2_holdout_Slowloris,91,xgb,SHC,Benign,0.2,0.8007,0.8008,0.8
cicids2017,R2_holdout_Slowloris,91,xgb,SHC,DoS,0.2,0.4802,0.8322,0.8
cicids2017,R2_holdout_Slowloris,91,mlp,REC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R2_holdout_Slowloris,91,mlp,REC,DoS,0.05,1.0,1.4713,0.95
cicids2017,R2_holdout_Slowloris,91,mlp,REC,Benign,0.1,0.8996,1.8996,0.9
cicids2017,R2_holdout_Slowloris,91,mlp,REC,DoS,0.1,1.0,1.446,0.9
cicids2017,R2_holdout_Slowloris,91,mlp,REC,Benign,0.2,0.7992,1.7992,0.8
cicids2017,R2_holdout_Slowloris,91,mlp,REC,DoS,0.2,1.0,1.3983,0.8
cicids2017,R2_holdout_Slowloris,91,mlp,TSC,Benign,0.05,0.9501,1.9501,0.95
cicids2017,R2_holdout_Slowloris,91,mlp,TSC,DoS,0.05,1.0,1.4713,0.95
cicids2017,R2_holdout_Slowloris,91,mlp,TSC,Benign,0.1,0.8992,1.8992,0.9
cicids2017,R2_holdout_Slowloris,91,mlp,TSC,DoS,0.1,1.0,1.4459,0.9
cicids2017,R2_holdout_Slowloris,91,mlp,TSC,Benign,0.2,0.7987,1.7987,0.8
cicids2017,R2_holdout_Slowloris,91,mlp,TSC,DoS,0.2,1.0,1.3978,0.8
cicids2017,R2_holdout_Slowloris,91,mlp,SHC,Benign,0.05,0.9498,0.95,0.95
cicids2017,R2_holdout_Slowloris,91,mlp,SHC,DoS,0.05,0.4871,0.9582,0.95
cicids2017,R2_holdout_Slowloris,91,mlp,SHC,Benign,0.1,0.8989,0.8991,0.9
cicids2017,R2_holdout_Slowloris,91,mlp,SHC,DoS,0.1,0.4599,0.9058,0.9
cicids2017,R2_holdout_Slowloris,91,mlp,SHC,Benign,0.2,0.7978,0.798,0.8
cicids2017,R2_holdout_Slowloris,91,mlp,SHC,DoS,0.2,0.407,0.804,0.8
cicids2017,R2_holdout_Slowloris,512,rf,REC,Benign,0.05,0.95,1.95,0.95
cicids2017,R2_holdout_Slowloris,512,rf,REC,DoS,0.05,1.0,1.5327,0.95
cicids2017,R2_holdout_Slowloris,512,rf,REC,Benign,0.1,0.8994,1.8994,0.9
cicids2017,R2_holdout_Slowloris,512,rf,REC,DoS,0.1,1.0,1.5032,0.9
cicids2017,R2_holdout_Slowloris,512,rf,REC,Benign,0.2,0.7992,1.7992,0.8
cicids2017,R2_holdout_Slowloris,512,rf,REC,DoS,0.2,1.0,1.4413,0.8
cicids2017,R2_holdout_Slowloris,512,rf,TSC,Benign,0.05,0.9504,1.9504,0.95
cicids2017,R2_holdout_Slowloris,512,rf,TSC,DoS,0.05,1.0,1.5327,0.95
cicids2017,R2_holdout_Slowloris,512,rf,TSC,Benign,0.1,0.9005,1.9005,0.9
cicids2017,R2_holdout_Slowloris,512,rf,TSC,DoS,0.1,1.0,1.5037,0.9
cicids2017,R2_holdout_Slowloris,512,rf,TSC,Benign,0.2,0.8003,1.8003,0.8
cicids2017,R2_holdout_Slowloris,512,rf,TSC,DoS,0.2,1.0,1.4422,0.8
cicids2017,R2_holdout_Slowloris,512,rf,SHC,Benign,0.05,0.9504,0.9506,0.95
cicids2017,R2_holdout_Slowloris,512,rf,SHC,DoS,0.05,0.4407,0.9736,0.95
cicids2017,R2_holdout_Slowloris,512,rf,SHC,Benign,0.1,0.9002,0.9004,0.9
cicids2017,R2_holdout_Slowloris,512,rf,SHC,DoS,0.1,0.4181,0.9218,0.9
cicids2017,R2_holdout_Slowloris,512,rf,SHC,Benign,0.2,0.7997,0.8,0.8
cicids2017,R2_holdout_Slowloris,512,rf,SHC,DoS,0.2,0.374,0.8158,0.8
cicids2017,R2_holdout_Slowloris,512,xgb,REC,Benign,0.05,0.9501,1.9501,0.95
cicids2017,R2_holdout_Slowloris,512,xgb,REC,DoS,0.05,1.0,1.4846,0.95
cicids2017,R2_holdout_Slowloris,512,xgb,REC,Benign,0.1,0.9004,1.9004,0.9
cicids2017,R2_holdout_Slowloris,512,xgb,REC,DoS,0.1,1.0,1.4366,0.9
cicids2017,R2_holdout_Slowloris,512,xgb,REC,Benign,0.2,0.8012,1.8012,0.8
cicids2017,R2_holdout_Slowloris,512,xgb,REC,DoS,0.2,1.0,1.3458,0.8
cicids2017,R2_holdout_Slowloris,512,xgb,TSC,Benign,0.05,0.9504,1.9504,0.95
cicids2017,R2_holdout_Slowloris,512,xgb,TSC,DoS,0.05,1.0,1.4849,0.95
cicids2017,R2_holdout_Slowloris,512,xgb,TSC,Benign,0.1,0.9006,1.9006,0.9
cicids2017,R2_holdout_Slowloris,512,xgb,TSC,DoS,0.1,1.0,1.4371,0.9
cicids2017,R2_holdout_Slowloris,512,xgb,TSC,Benign,0.2,0.8003,1.8003,0.8
cicids2017,R2_holdout_Slowloris,512,xgb,TSC,DoS,0.2,1.0,1.3453,0.8
cicids2017,R2_holdout_Slowloris,512,xgb,SHC,Benign,0.05,0.9503,0.9504,0.95
cicids2017,R2_holdout_Slowloris,512,xgb,SHC,DoS,0.05,0.5446,1.0294,0.95
cicids2017,R2_holdout_Slowloris,512,xgb,SHC,Benign,0.1,0.9003,0.9004,0.9
cicids2017,R2_holdout_Slowloris,512,xgb,SHC,DoS,0.1,0.5215,0.958,0.9
cicids2017,R2_holdout_Slowloris,512,xgb,SHC,Benign,0.2,0.8009,0.801,0.8
cicids2017,R2_holdout_Slowloris,512,xgb,SHC,DoS,0.2,0.475,0.8209,0.8
cicids2017,R2_holdout_Slowloris,512,mlp,REC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R2_holdout_Slowloris,512,mlp,REC,DoS,0.05,1.0,1.4442,0.95
cicids2017,R2_holdout_Slowloris,512,mlp,REC,Benign,0.1,0.8998,1.8998,0.9
cicids2017,R2_holdout_Slowloris,512,mlp,REC,DoS,0.1,1.0,1.4189,0.9
cicids2017,R2_holdout_Slowloris,512,mlp,REC,Benign,0.2,0.7995,1.7995,0.8
cicids2017,R2_holdout_Slowloris,512,mlp,REC,DoS,0.2,1.0,1.3689,0.8
cicids2017,R2_holdout_Slowloris,512,mlp,TSC,Benign,0.05,0.9502,1.9502,0.95
cicids2017,R2_holdout_Slowloris,512,mlp,TSC,DoS,0.05,1.0,1.4443,0.95
cicids2017,R2_holdout_Slowloris,512,mlp,TSC,Benign,0.1,0.9002,1.9002,0.9
cicids2017,R2_holdout_Slowloris,512,mlp,TSC,DoS,0.1,1.0,1.4191,0.9
cicids2017,R2_holdout_Slowloris,512,mlp,TSC,Benign,0.2,0.8009,1.8009,0.8
cicids2017,R2_holdout_Slowloris,512,mlp,TSC,DoS,0.2,1.0,1.3693,0.8
cicids2017,R2_holdout_Slowloris,512,mlp,SHC,Benign,0.05,0.9495,0.9497,0.95
cicids2017,R2_holdout_Slowloris,512,mlp,SHC,DoS,0.05,0.5065,0.9504,0.95
cicids2017,R2_holdout_Slowloris,512,mlp,SHC,Benign,0.1,0.8994,0.8996,0.9
cicids2017,R2_holdout_Slowloris,512,mlp,SHC,DoS,0.1,0.4802,0.8991,0.9
cicids2017,R2_holdout_Slowloris,512,mlp,SHC,Benign,0.2,0.8,0.8002,0.8
cicids2017,R2_holdout_Slowloris,512,mlp,SHC,DoS,0.2,0.4261,0.7952,0.8
cicids2017,R2_holdout_Slowloris,6021,rf,REC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R2_holdout_Slowloris,6021,rf,REC,DoS,0.05,1.0,1.5221,0.95
cicids2017,R2_holdout_Slowloris,6021,rf,REC,Benign,0.1,0.8999,1.8999,0.9
cicids2017,R2_holdout_Slowloris,6021,rf,REC,DoS,0.1,1.0,1.4944,0.9
cicids2017,R2_holdout_Slowloris,6021,rf,REC,Benign,0.2,0.7996,1.7996,0.8
cicids2017,R2_holdout_Slowloris,6021,rf,REC,DoS,0.2,1.0,1.4395,0.8
cicids2017,R2_holdout_Slowloris,6021,rf,TSC,Benign,0.05,0.9495,1.9495,0.95
cicids2017,R2_holdout_Slowloris,6021,rf,TSC,DoS,0.05,1.0,1.522,0.95
cicids2017,R2_holdout_Slowloris,6021,rf,TSC,Benign,0.1,0.9003,1.9003,0.9
cicids2017,R2_holdout_Slowloris,6021,rf,TSC,DoS,0.1,1.0,1.4946,0.9
cicids2017,R2_holdout_Slowloris,6021,rf,TSC,Benign,0.2,0.8009,1.8009,0.8
cicids2017,R2_holdout_Slowloris,6021,rf,TSC,DoS,0.2,1.0,1.4402,0.8
cicids2017,R2_holdout_Slowloris,6021,rf,SHC,Benign,0.05,0.9497,0.95,0.95
cicids2017,R2_holdout_Slowloris,6021,rf,SHC,DoS,0.05,0.4359,0.9578,0.95
cicids2017,R2_holdout_Slowloris,6021,rf,SHC,Benign,0.1,0.8998,0.9,0.9
cicids2017,R2_holdout_Slowloris,6021,rf,SHC,DoS,0.1,0.4093,0.903,0.9
cicids2017,R2_holdout_Slowloris,6021,rf,SHC,Benign,0.2,0.8,0.8001,0.8
cicids2017,R2_holdout_Slowloris,6021,rf,SHC,DoS,0.2,0.3622,0.8026,0.8
cicids2017,R2_holdout_Slowloris,6021,xgb,REC,Benign,0.05,0.9497,1.9497,0.95
cicids2017,R2_holdout_Slowloris,6021,xgb,REC,DoS,0.05,1.0,1.4868,0.95
cicids2017,R2_holdout_Slowloris,6021,xgb,REC,Benign,0.1,0.899,1.899,0.9
cicids2017,R2_holdout_Slowloris,6021,xgb,REC,DoS,0.1,1.0,1.4398,0.9
cicids2017,R2_holdout_Slowloris,6021,xgb,REC,Benign,0.2,0.7992,1.7992,0.8
cicids2017,R2_holdout_Slowloris,6021,xgb,REC,DoS,0.2,1.0,1.3448,0.8
cicids2017,R2_holdout_Slowloris,6021,xgb,TSC,Benign,0.05,0.95,1.95,0.95
cicids2017,R2_holdout_Slowloris,6021,xgb,TSC,DoS,0.05,1.0,1.487,0.95
cicids2017,R2_holdout_Slowloris,6021,xgb,TSC,Benign,0.1,0.8998,1.8998,0.9
cicids2017,R2_holdout_Slowloris,6021,xgb,TSC,DoS,0.1,1.0,1.4408,0.9
cicids2017,R2_holdout_Slowloris,6021,xgb,TSC,Benign,0.2,0.7994,1.7994,0.8
cicids2017,R2_holdout_Slowloris,6021,xgb,TSC,DoS,0.2,1.0,1.3448,0.8
cicids2017,R2_holdout_Slowloris,6021,xgb,SHC,Benign,0.05,0.9494,0.9495,0.95
cicids2017,R2_holdout_Slowloris,6021,xgb,SHC,DoS,0.05,0.5473,1.0338,0.95
cicids2017,R2_holdout_Slowloris,6021,xgb,SHC,Benign,0.1,0.8997,0.8998,0.9
cicids2017,R2_holdout_Slowloris,6021,xgb,SHC,DoS,0.1,0.5201,0.9606,0.9
cicids2017,R2_holdout_Slowloris,6021,xgb,SHC,Benign,0.2,0.7989,0.799,0.8
cicids2017,R2_holdout_Slowloris,6021,xgb,SHC,DoS,0.2,0.4703,0.8149,0.8
cicids2017,R2_holdout_Slowloris,6021,mlp,REC,Benign,0.05,0.9505,1.9505,0.95
cicids2017,R2_holdout_Slowloris,6021,mlp,REC,DoS,0.05,1.0,1.4699,0.95
cicids2017,R2_holdout_Slowloris,6021,mlp,REC,Benign,0.1,0.9009,1.9009,0.9
cicids2017,R2_holdout_Slowloris,6021,mlp,REC,DoS,0.1,1.0,1.4473,0.9
cicids2017,R2_holdout_Slowloris,6021,mlp,REC,Benign,0.2,0.8013,1.8013,0.8
cicids2017,R2_holdout_Slowloris,6021,mlp,REC,DoS,0.2,1.0,1.3975,0.8
cicids2017,R2_holdout_Slowloris,6021,mlp,TSC,Benign,0.05,0.9504,1.9504,0.95
cicids2017,R2_holdout_Slowloris,6021,mlp,TSC,DoS,0.05,1.0,1.4698,0.95
cicids2017,R2_holdout_Slowloris,6021,mlp,TSC,Benign,0.1,0.9003,1.9003,0.9
cicids2017,R2_holdout_Slowloris,6021,mlp,TSC,DoS,0.1,1.0,1.4475,0.9
cicids2017,R2_holdout_Slowloris,6021,mlp,TSC,Benign,0.2,0.8015,1.8015,0.8
cicids2017,R2_holdout_Slowloris,6021,mlp,TSC,DoS,0.2,1.0,1.3976,0.8
cicids2017,R2_holdout_Slowloris,6021,mlp,SHC,Benign,0.05,0.9498,0.95,0.95
cicids2017,R2_holdout_Slowloris,6021,mlp,SHC,DoS,0.05,0.505,0.9746,0.95
cicids2017,R2_holdout_Slowloris,6021,mlp,SHC,Benign,0.1,0.8992,0.8993,0.9
cicids2017,R2_holdout_Slowloris,6021,mlp,SHC,DoS,0.1,0.4747,0.9208,0.9
cicids2017,R2_holdout_Slowloris,6021,mlp,SHC,Benign,0.2,0.7996,0.7997,0.8
cicids2017,R2_holdout_Slowloris,6021,mlp,SHC,DoS,0.2,0.4185,0.8154,0.8
cicids2017,R2_holdout_Slowloris,88,rf,REC,Benign,0.05,0.9503,1.9503,0.95
cicids2017,R2_holdout_Slowloris,88,rf,REC,DoS,0.05,1.0,1.5322,0.95
cicids2017,R2_holdout_Slowloris,88,rf,REC,Benign,0.1,0.9,1.9,0.9
cicids2017,R2_holdout_Slowloris,88,rf,REC,DoS,0.1,1.0,1.5029,0.9
cicids2017,R2_holdout_Slowloris,88,rf,REC,Benign,0.2,0.8012,1.8012,0.8
cicids2017,R2_holdout_Slowloris,88,rf,REC,DoS,0.2,1.0,1.4457,0.8
cicids2017,R2_holdout_Slowloris,88,rf,TSC,Benign,0.05,0.9501,1.9501,0.95
cicids2017,R2_holdout_Slowloris,88,rf,TSC,DoS,0.05,1.0,1.532,0.95
cicids2017,R2_holdout_Slowloris,88,rf,TSC,Benign,0.1,0.9,1.9,0.9
cicids2017,R2_holdout_Slowloris,88,rf,TSC,DoS,0.1,1.0,1.5026,0.9
cicids2017,R2_holdout_Slowloris,88,rf,TSC,Benign,0.2,0.8008,1.8008,0.8
cicids2017,R2_holdout_Slowloris,88,rf,TSC,DoS,0.2,1.0,1.4462,0.8
cicids2017,R2_holdout_Slowloris,88,rf,SHC,Benign,0.05,0.9493,0.9496,0.95
cicids2017,R2_holdout_Slowloris,88,rf,SHC,DoS,0.05,0.4383,0.9697,0.95
cicids2017,R2_holdout_Slowloris,88,rf,SHC,Benign,0.1,0.8986,0.8988,0.9
cicids2017,R2_holdout_Slowloris,88,rf,SHC,DoS,0.1,0.4121,0.9142,0.9
cicids2017,R2_holdout_Slowloris,88,rf,SHC,Benign,0.2,0.7988,0.799,0.8
cicids2017,R2_holdout_Slowloris,88,rf,SHC,DoS,0.2,0.361,0.8061,0.8
cicids2017,R2_holdout_Slowloris,88,xgb,REC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R2_holdout_Slowloris,88,xgb,REC,DoS,0.05,1.0,1.4878,0.95
cicids2017,R2_holdout_Slowloris,88,xgb,REC,Benign,0.1,0.8994,1.8994,0.9
cicids2017,R2_holdout_Slowloris,88,xgb,REC,DoS,0.1,1.0,1.4437,0.9
cicids2017,R2_holdout_Slowloris,88,xgb,REC,Benign,0.2,0.8004,1.8004,0.8
cicids2017,R2_holdout_Slowloris,88,xgb,REC,DoS,0.2,1.0,1.3549,0.8
cicids2017,R2_holdout_Slowloris,88,xgb,TSC,Benign,0.05,0.9497,1.9497,0.95
cicids2017,R2_holdout_Slowloris,88,xgb,TSC,DoS,0.05,1.0,1.4881,0.95
cicids2017,R2_holdout_Slowloris,88,xgb,TSC,Benign,0.1,0.8999,1.8999,0.9
cicids2017,R2_holdout_Slowloris,88,xgb,TSC,DoS,0.1,1.0,1.4441,0.9
cicids2017,R2_holdout_Slowloris,88,xgb,TSC,Benign,0.2,0.7997,1.7997,0.8
cicids2017,R2_holdout_Slowloris,88,xgb,TSC,DoS,0.2,1.0,1.3549,0.8
cicids2017,R2_holdout_Slowloris,88,xgb,SHC,Benign,0.05,0.9502,0.9503,0.95
cicids2017,R2_holdout_Slowloris,88,xgb,SHC,DoS,0.05,0.5408,1.029,0.95
cicids2017,R2_holdout_Slowloris,88,xgb,SHC,Benign,0.1,0.9002,0.9003,0.9
cicids2017,R2_holdout_Slowloris,88,xgb,SHC,DoS,0.1,0.5169,0.9616,0.9
