dataset,realization,seed,arch,protocol,class,alpha,coverage,set_size,nominal
cicids2017,R3_holdout_GoldenEye,88,rf,TSC,DoS,0.1,1.0,1.2605,0.9
cicids2017,R3_holdout_GoldenEye,88,rf,TSC,Benign,0.2,0.8008,1.8008,0.8
cicids2017,R3_holdout_GoldenEye,88,rf,TSC,DoS,0.2,1.0,1.2294,0.8
cicids2017,R3_holdout_GoldenEye,88,rf,SHC,Benign,0.05,0.9503,0.9504,0.95
cicids2017,R3_holdout_GoldenEye,88,rf,SHC,DoS,0.05,0.6871,0.9639,0.95
cicids2017,R3_holdout_GoldenEye,88,rf,SHC,Benign,0.1,0.9007,0.9008,0.9
cicids2017,R3_holdout_GoldenEye,88,rf,SHC,DoS,0.1,0.6504,0.9109,0.9
cicids2017,R3_holdout_GoldenEye,88,rf,SHC,Benign,0.2,0.8009,0.801,0.8
cicids2017,R3_holdout_GoldenEye,88,rf,SHC,DoS,0.2,0.5785,0.8079,0.8
cicids2017,R3_holdout_GoldenEye,88,xgb,REC,Benign,0.05,0.9492,0.9494,0.95
cicids2017,R3_holdout_GoldenEye,88,xgb,REC,DoS,0.05,0.9509,1.2251,0.95
cicids2017,R3_holdout_GoldenEye,88,xgb,REC,Benign,0.1,0.8988,0.8989,0.9
cicids2017,R3_holdout_GoldenEye,88,xgb,REC,DoS,0.1,0.9005,1.1582,0.9
cicids2017,R3_holdout_GoldenEye,88,xgb,REC,Benign,0.2,0.799,0.7991,0.8
cicids2017,R3_holdout_GoldenEye,88,xgb,REC,DoS,0.2,0.8043,1.0319,0.8
cicids2017,R3_holdout_GoldenEye,88,xgb,TSC,Benign,0.05,0.9497,0.9499,0.95
cicids2017,R3_holdout_GoldenEye,88,xgb,TSC,DoS,0.05,0.9535,1.2276,0.95
cicids2017,R3_holdout_GoldenEye,88,xgb,TSC,Benign,0.1,0.8996,0.8998,0.9
cicids2017,R3_holdout_GoldenEye,88,xgb,TSC,DoS,0.1,0.9031,1.161,0.9
cicids2017,R3_holdout_GoldenEye,88,xgb,TSC,Benign,0.2,0.8003,0.8004,0.8
cicids2017,R3_holdout_GoldenEye,88,xgb,TSC,DoS,0.2,0.8054,1.0337,0.8
cicids2017,R3_holdout_GoldenEye,88,xgb,SHC,Benign,0.05,0.95,0.9501,0.95
cicids2017,R3_holdout_GoldenEye,88,xgb,SHC,DoS,0.05,0.8141,1.0885,0.95
cicids2017,R3_holdout_GoldenEye,88,xgb,SHC,Benign,0.1,0.8999,0.9,0.9
cicids2017,R3_holdout_GoldenEye,88,xgb,SHC,DoS,0.1,0.7401,0.9981,0.9
cicids2017,R3_holdout_GoldenEye,88,xgb,SHC,Benign,0.2,0.8001,0.8002,0.8
cicids2017,R3_holdout_GoldenEye,88,xgb,SHC,DoS,0.2,0.6344,0.8622,0.8
cicids2017,R3_holdout_GoldenEye,88,mlp,REC,Benign,0.05,0.9504,1.9504,0.95
cicids2017,R3_holdout_GoldenEye,88,mlp,REC,DoS,0.05,1.0,1.3862,0.95
cicids2017,R3_holdout_GoldenEye,88,mlp,REC,Benign,0.1,0.9007,1.9007,0.9
cicids2017,R3_holdout_GoldenEye,88,mlp,REC,DoS,0.1,1.0,1.3615,0.9
cicids2017,R3_holdout_GoldenEye,88,mlp,REC,Benign,0.2,0.7999,0.8001,0.8
cicids2017,R3_holdout_GoldenEye,88,mlp,REC,DoS,0.2,0.8003,1.1192,0.8
cicids2017,R3_holdout_GoldenEye,88,mlp,TSC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R3_holdout_GoldenEye,88,mlp,TSC,DoS,0.05,1.0,1.386,0.95
cicids2017,R3_holdout_GoldenEye,88,mlp,TSC,Benign,0.1,0.9001,1.9001,0.9
cicids2017,R3_holdout_GoldenEye,88,mlp,TSC,DoS,0.1,1.0,1.3611,0.9
cicids2017,R3_holdout_GoldenEye,88,mlp,TSC,Benign,0.2,0.7994,0.7995,0.8
cicids2017,R3_holdout_GoldenEye,88,mlp,TSC,DoS,0.2,0.7986,1.1175,0.8
cicids2017,R3_holdout_GoldenEye,88,mlp,SHC,Benign,0.05,0.9502,0.9503,0.95
cicids2017,R3_holdout_GoldenEye,88,mlp,SHC,DoS,0.05,0.7662,1.1526,0.95
cicids2017,R3_holdout_GoldenEye,88,mlp,SHC,Benign,0.1,0.9004,0.9005,0.9
cicids2017,R3_holdout_GoldenEye,88,mlp,SHC,DoS,0.1,0.722,1.0835,0.9
cicids2017,R3_holdout_GoldenEye,88,mlp,SHC,Benign,0.2,0.7997,0.7998,0.8
cicids2017,R3_holdout_GoldenEye,88,mlp,SHC,DoS,0.2,0.6278,0.947,0.8
cicids2017,R3_holdout_GoldenEye,3407,rf,REC,Benign,0.05,0.9513,1.9513,0.95
cicids2017,R3_holdout_GoldenEye,3407,rf,REC,DoS,0.05,1.0,1.3606,0.95
cicids2017,R3_holdout_GoldenEye,3407,rf,REC,Benign,0.1,0.9009,1.9009,0.9
cicids2017,R3_holdout_GoldenEye,3407,rf,REC,DoS,0.1,1.0,1.2948,0.9
cicids2017,R3_holdout_GoldenEye,3407,rf,REC,Benign,0.2,0.8018,1.8018,0.8
cicids2017,R3_holdout_GoldenEye,3407,rf,REC,DoS,0.2,1.0,1.2367,0.8
cicids2017,R3_holdout_GoldenEye,3407,rf,TSC,Benign,0.05,0.9507,1.9507,0.95
cicids2017,R3_holdout_GoldenEye,3407,rf,TSC,DoS,0.05,1.0,1.3594,0.95
cicids2017,R3_holdout_GoldenEye,3407,rf,TSC,Benign,0.1,0.9009,1.9009,0.9
cicids2017,R3_holdout_GoldenEye,3407,rf,TSC,DoS,0.1,1.0,1.2947,0.9
cicids2017,R3_holdout_GoldenEye,3407,rf,TSC,Benign,0.2,0.8006,1.8006,0.8
cicids2017,R3_holdout_GoldenEye,3407,rf,TSC,DoS,0.2,1.0,1.2362,0.8
cicids2017,R3_holdout_GoldenEye,3407,rf,SHC,Benign,0.05,0.9513,0.9515,0.95
cicids2017,R3_holdout_GoldenEye,3407,rf,SHC,DoS,0.05,0.7037,1.0645,0.95
cicids2017,R3_holdout_GoldenEye,3407,rf,SHC,Benign,0.1,0.9013,0.9015,0.9
cicids2017,R3_holdout_GoldenEye,3407,rf,SHC,DoS,0.1,0.6699,0.9651,0.9
cicids2017,R3_holdout_GoldenEye,3407,rf,SHC,Benign,0.2,0.8009,0.801,0.8
cicids2017,R3_holdout_GoldenEye,3407,rf,SHC,DoS,0.2,0.5971,0.8333,0.8
cicids2017,R3_holdout_GoldenEye,3407,xgb,REC,Benign,0.05,0.9489,0.9491,0.95
cicids2017,R3_holdout_GoldenEye,3407,xgb,REC,DoS,0.05,0.9511,1.2236,0.95
cicids2017,R3_holdout_GoldenEye,3407,xgb,REC,Benign,0.1,0.8992,0.8993,0.9
cicids2017,R3_holdout_GoldenEye,3407,xgb,REC,DoS,0.1,0.9021,1.1599,0.9
cicids2017,R3_holdout_GoldenEye,3407,xgb,REC,Benign,0.2,0.7981,0.7982,0.8
cicids2017,R3_holdout_GoldenEye,3407,xgb,REC,DoS,0.2,0.801,1.0281,0.8
cicids2017,R3_holdout_GoldenEye,3407,xgb,TSC,Benign,0.05,0.9496,0.9498,0.95
cicids2017,R3_holdout_GoldenEye,3407,xgb,TSC,DoS,0.05,0.9505,1.2234,0.95
cicids2017,R3_holdout_GoldenEye,3407,xgb,TSC,Benign,0.1,0.9,0.9002,0.9
cicids2017,R3_holdout_GoldenEye,3407,xgb,TSC,DoS,0.1,0.8988,1.1568,0.9
cicids2017,R3_holdout_GoldenEye,3407,xgb,TSC,Benign,0.2,0.7995,0.7996,0.8
cicids2017,R3_holdout_GoldenEye,3407,xgb,TSC,DoS,0.2,0.8048,1.0323,0.8
cicids2017,R3_holdout_GoldenEye,3407,xgb,SHC,Benign,0.05,0.9494,0.9495,0.95
cicids2017,R3_holdout_GoldenEye,3407,xgb,SHC,DoS,0.05,0.8168,1.0895,0.95
cicids2017,R3_holdout_GoldenEye,3407,xgb,SHC,Benign,0.1,0.8991,0.8992,0.9
cicids2017,R3_holdout_GoldenEye,3407,xgb,SHC,DoS,0.1,0.7402,0.9977,0.9
cicids2017,R3_holdout_GoldenEye,3407,xgb,SHC,Benign,0.2,0.7982,0.7983,0.8
cicids2017,R3_holdout_GoldenEye,3407,xgb,SHC,DoS,0.2,0.6358,0.8631,0.8
cicids2017,R3_holdout_GoldenEye,3407,mlp,REC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R3_holdout_GoldenEye,3407,mlp,REC,DoS,0.05,1.0,1.2506,0.95
cicids2017,R3_holdout_GoldenEye,3407,mlp,REC,Benign,0.1,0.9,1.9,0.9
cicids2017,R3_holdout_GoldenEye,3407,mlp,REC,DoS,0.1,1.0,1.2315,0.9
cicids2017,R3_holdout_GoldenEye,3407,mlp,REC,Benign,0.2,0.7992,0.9993,0.8
cicids2017,R3_holdout_GoldenEye,3407,mlp,REC,DoS,0.2,0.8411,1.0424,0.8
cicids2017,R3_holdout_GoldenEye,3407,mlp,TSC,Benign,0.05,0.95,1.95,0.95
cicids2017,R3_holdout_GoldenEye,3407,mlp,TSC,DoS,0.05,1.0,1.2507,0.95
cicids2017,R3_holdout_GoldenEye,3407,mlp,TSC,Benign,0.1,0.9011,1.9011,0.9
cicids2017,R3_holdout_GoldenEye,3407,mlp,TSC,DoS,0.1,1.0,1.2319,0.9
cicids2017,R3_holdout_GoldenEye,3407,mlp,TSC,Benign,0.2,0.8008,1.1009,0.8
cicids2017,R3_holdout_GoldenEye,3407,mlp,TSC,DoS,0.2,0.8563,1.058,0.8
cicids2017,R3_holdout_GoldenEye,3407,mlp,SHC,Benign,0.05,0.9501,0.9502,0.95
cicids2017,R3_holdout_GoldenEye,3407,mlp,SHC,DoS,0.05,0.7551,1.0058,0.95
cicids2017,R3_holdout_GoldenEye,3407,mlp,SHC,Benign,0.1,0.9005,0.9007,0.9
cicids2017,R3_holdout_GoldenEye,3407,mlp,SHC,DoS,0.1,0.7121,0.9437,0.9
cicids2017,R3_holdout_GoldenEye,3407,mlp,SHC,Benign,0.2,0.8012,0.8013,0.8
cicids2017,R3_holdout_GoldenEye,3407,mlp,SHC,DoS,0.2,0.6274,0.8293,0.8
cicids2017,R3_holdout_GoldenEye,12345,rf,REC,Benign,0.05,0.9507,1.9507,0.95
cicids2017,R3_holdout_GoldenEye,12345,rf,REC,DoS,0.05,1.0,1.3689,0.95
cicids2017,R3_holdout_GoldenEye,12345,rf,REC,Benign,0.1,0.9006,1.9006,0.9
cicids2017,R3_holdout_GoldenEye,12345,rf,REC,DoS,0.1,1.0,1.2998,0.9
cicids2017,R3_holdout_GoldenEye,12345,rf,REC,Benign,0.2,0.8012,1.8012,0.8
cicids2017,R3_holdout_GoldenEye,12345,rf,REC,DoS,0.2,1.0,1.2397,0.8
cicids2017,R3_holdout_GoldenEye,12345,rf,TSC,Benign,0.05,0.9498,1.9498,0.95
cicids2017,R3_holdout_GoldenEye,12345,rf,TSC,DoS,0.05,1.0,1.3668,0.95
cicids2017,R3_holdout_GoldenEye,12345,rf,TSC,Benign,0.1,0.9001,1.9001,0.9
cicids2017,R3_holdout_GoldenEye,12345,rf,TSC,DoS,0.1,1.0,1.2989,0.9
cicids2017,R3_holdout_GoldenEye,12345,rf,TSC,Benign,0.2,0.8007,1.8007,0.8
cicids2017,R3_holdout_GoldenEye,12345,rf,TSC,DoS,0.2,1.0,1.2399,0.8
cicids2017,R3_holdout_GoldenEye,12345,rf,SHC,Benign,0.05,0.9501,0.9502,0.95
cicids2017,R3_holdout_GoldenEye,12345,rf,SHC,DoS,0.05,0.7017,1.0691,0.95
cicids2017,R3_holdout_GoldenEye,12345,rf,SHC,Benign,0.1,0.8999,0.9,0.9
cicids2017,R3_holdout_GoldenEye,12345,rf,SHC,DoS,0.1,0.6695,0.9685,0.9
cicids2017,R3_holdout_GoldenEye,12345,rf,SHC,Benign,0.2,0.8008,0.8009,0.8
cicids2017,R3_holdout_GoldenEye,12345,rf,SHC,DoS,0.2,0.5985,0.8386,0.8
cicids2017,R3_holdout_GoldenEye,12345,xgb,REC,Benign,0.05,0.9488,0.949,0.95
cicids2017,R3_holdout_GoldenEye,12345,xgb,REC,DoS,0.05,0.9514,1.2266,0.95
cicids2017,R3_holdout_GoldenEye,12345,xgb,REC,Benign,0.1,0.8982,0.8983,0.9
cicids2017,R3_holdout_GoldenEye,12345,xgb,REC,DoS,0.1,0.9025,1.1625,0.9
cicids2017,R3_holdout_GoldenEye,12345,xgb,REC,Benign,0.2,0.7977,0.7978,0.8
cicids2017,R3_holdout_GoldenEye,12345,xgb,REC,DoS,0.2,0.8012,1.0307,0.8
cicids2017,R3_holdout_GoldenEye,12345,xgb,TSC,Benign,0.05,0.9494,0.9495,0.95
cicids2017,R3_holdout_GoldenEye,12345,xgb,TSC,DoS,0.05,0.9487,1.2241,0.95
cicids2017,R3_holdout_GoldenEye,12345,xgb,TSC,Benign,0.1,0.8984,0.8985,0.9
cicids2017,R3_holdout_GoldenEye,12345,xgb,TSC,DoS,0.1,0.898,1.158,0.9
cicids2017,R3_holdout_GoldenEye,12345,xgb,TSC,Benign,0.2,0.7979,0.7979,0.8
cicids2017,R3_holdout_GoldenEye,12345,xgb,TSC,DoS,0.2,0.7957,1.0256,0.8
cicids2017,R3_holdout_GoldenEye,12345,xgb,SHC,Benign,0.05,0.9497,0.9498,0.95
cicids2017,R3_holdout_GoldenEye,12345,xgb,SHC,DoS,0.05,0.8109,1.0863,0.95
cicids2017,R3_holdout_GoldenEye,12345,xgb,SHC,Benign,0.1,0.8988,0.8989,0.9
cicids2017,R3_holdout_GoldenEye,12345,xgb,SHC,DoS,0.1,0.7366,0.9968,0.9
cicids2017,R3_holdout_GoldenEye,12345,xgb,SHC,Benign,0.2,0.7985,0.7986,0.8
cicids2017,R3_holdout_GoldenEye,12345,xgb,SHC,DoS,0.2,0.6361,0.8661,0.8
cicids2017,R3_holdout_GoldenEye,12345,mlp,REC,Benign,0.05,0.95,1.95,0.95
cicids2017,R3_holdout_GoldenEye,12345,mlp,REC,DoS,0.05,1.0,1.3526,0.95
cicids2017,R3_holdout_GoldenEye,12345,mlp,REC,Benign,0.1,0.9007,1.9007,0.9
cicids2017,R3_holdout_GoldenEye,12345,mlp,REC,DoS,0.1,1.0,1.2757,0.9
cicids2017,R3_holdout_GoldenEye,12345,mlp,REC,Benign,0.2,0.8011,0.8015,0.8
cicids2017,R3_holdout_GoldenEye,12345,mlp,REC,DoS,0.2,0.8006,1.048,0.8
cicids2017,R3_holdout_GoldenEye,12345,mlp,TSC,Benign,0.05,0.9502,1.9502,0.95
cicids2017,R3_holdout_GoldenEye,12345,mlp,TSC,DoS,0.05,1.0,1.353,0.95
cicids2017,R3_holdout_GoldenEye,12345,mlp,TSC,Benign,0.1,0.9005,1.9005,0.9
cicids2017,R3_holdout_GoldenEye,12345,mlp,TSC,DoS,0.1,1.0,1.2754,0.9
cicids2017,R3_holdout_GoldenEye,12345,mlp,TSC,Benign,0.2,0.7994,0.7998,0.8
cicids2017,R3_holdout_GoldenEye,12345,mlp,TSC,DoS,0.2,0.8008,1.0475,0.8
cicids2017,R3_holdout_GoldenEye,12345,mlp,SHC,Benign,0.05,0.9504,0.9507,0.95
cicids2017,R3_holdout_GoldenEye,12345,mlp,SHC,DoS,0.05,0.7662,1.119,0.95
cicids2017,R3_holdout_GoldenEye,12345,mlp,SHC,Benign,0.1,0.9009,0.9012,0.9
cicids2017,R3_holdout_GoldenEye,12345,mlp,SHC,DoS,0.1,0.7168,0.9925,0.9
cicids2017,R3_holdout_GoldenEye,12345,mlp,SHC,Benign,0.2,0.8015,0.8017,0.8
cicids2017,R3_holdout_GoldenEye,12345,mlp,SHC,DoS,0.2,0.6027,0.8498,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,REC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,REC,DoS,0.05,1.0,1.8893,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,REC,Benign,0.1,0.8996,1.8996,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,REC,DoS,0.1,1.0,1.8174,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,REC,Benign,0.2,0.7986,1.7986,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,REC,DoS,0.2,1.0,1.67,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,TSC,Benign,0.05,0.9498,1.9498,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,TSC,DoS,0.05,1.0,1.8896,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,TSC,Benign,0.1,0.8992,1.8992,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,TSC,DoS,0.1,1.0,1.8173,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,TSC,Benign,0.2,0.7989,1.7989,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,TSC,DoS,0.2,1.0,1.6704,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,SHC,Benign,0.05,0.95,0.9502,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,SHC,DoS,0.05,0.3519,1.2414,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,SHC,Benign,0.1,0.8996,0.8998,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,SHC,DoS,0.1,0.3389,1.1565,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,SHC,Benign,0.2,0.7995,0.7996,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,rf,SHC,DoS,0.2,0.3251,0.9964,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,REC,Benign,0.05,0.9502,1.9502,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,REC,DoS,0.05,1.0,1.9324,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,REC,Benign,0.1,0.9004,1.9004,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,REC,DoS,0.1,1.0,1.9005,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,REC,Benign,0.2,0.7992,1.7992,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,REC,DoS,0.2,1.0,1.8261,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,TSC,Benign,0.05,0.9501,1.9501,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,TSC,DoS,0.05,1.0,1.9325,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,TSC,Benign,0.1,0.9003,1.9003,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,TSC,DoS,0.1,1.0,1.9005,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,TSC,Benign,0.2,0.8005,1.8005,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,TSC,DoS,0.2,1.0,1.8268,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,SHC,Benign,0.05,0.951,0.9512,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,SHC,DoS,0.05,0.2718,1.2046,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,SHC,Benign,0.1,0.9016,0.9018,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,SHC,DoS,0.1,0.1737,1.0753,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,SHC,Benign,0.2,0.8007,0.8008,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,xgb,SHC,DoS,0.2,0.0384,0.8663,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,REC,Benign,0.05,0.9507,1.9507,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,REC,DoS,0.05,1.0,1.6212,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,REC,Benign,0.1,0.9012,1.9012,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,REC,DoS,0.1,1.0,1.5881,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,REC,Benign,0.2,0.8002,1.8002,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,REC,DoS,0.2,1.0,1.5237,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,TSC,Benign,0.05,0.9504,1.9504,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,TSC,DoS,0.05,1.0,1.6211,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,TSC,Benign,0.1,0.9007,1.9007,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,TSC,DoS,0.1,1.0,1.5879,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,TSC,Benign,0.2,0.7998,1.7998,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,TSC,DoS,0.2,1.0,1.5239,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,SHC,Benign,0.05,0.9507,0.9508,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,SHC,DoS,0.05,0.3266,0.9477,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,SHC,Benign,0.1,0.9017,0.9018,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,SHC,DoS,0.1,0.3088,0.8971,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,SHC,Benign,0.2,0.8012,0.8013,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,42,mlp,SHC,DoS,0.2,0.2755,0.8005,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,REC,Benign,0.05,0.9491,1.9491,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,REC,DoS,0.05,1.0,1.8322,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,REC,Benign,0.1,0.8979,1.8979,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,REC,DoS,0.1,1.0,1.7503,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,REC,Benign,0.2,0.7981,1.7981,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,REC,DoS,0.2,1.0,1.61,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,TSC,Benign,0.05,0.9491,1.9491,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,TSC,DoS,0.05,1.0,1.8318,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,TSC,Benign,0.1,0.8991,1.8991,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,TSC,DoS,0.1,1.0,1.7515,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,TSC,Benign,0.2,0.799,1.799,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,TSC,DoS,0.2,1.0,1.6111,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,SHC,Benign,0.05,0.9492,0.9494,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,SHC,DoS,0.05,0.3399,1.172,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,SHC,Benign,0.1,0.8986,0.8987,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,SHC,DoS,0.1,0.331,1.0821,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,SHC,Benign,0.2,0.7988,0.7989,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,rf,SHC,DoS,0.2,0.3155,0.9264,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,REC,Benign,0.05,0.9496,1.9496,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,REC,DoS,0.05,1.0,1.928,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,REC,Benign,0.1,0.9002,1.9002,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,REC,DoS,0.1,1.0,1.8951,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,REC,Benign,0.2,0.8004,1.8004,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,REC,DoS,0.2,1.0,1.8189,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,TSC,Benign,0.05,0.9503,1.9503,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,TSC,DoS,0.05,1.0,1.9283,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,TSC,Benign,0.1,0.9004,1.9004,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,TSC,DoS,0.1,1.0,1.8954,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,TSC,Benign,0.2,0.8012,1.8012,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,TSC,DoS,0.2,1.0,1.8204,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,SHC,Benign,0.05,0.9494,0.9497,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,SHC,DoS,0.05,0.273,1.2008,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,SHC,Benign,0.1,0.8994,0.8996,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,SHC,DoS,0.1,0.1754,1.0701,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,SHC,Benign,0.2,0.7999,0.8,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,xgb,SHC,DoS,0.2,0.0412,0.8597,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,REC,Benign,0.05,0.9509,1.9509,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,REC,DoS,0.05,1.0,1.8853,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,REC,Benign,0.1,0.9004,1.9004,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,REC,DoS,0.1,1.0,1.8203,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,REC,Benign,0.2,0.8006,1.8006,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,REC,DoS,0.2,1.0,1.6971,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,TSC,Benign,0.05,0.9503,1.9503,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,TSC,DoS,0.05,1.0,1.8848,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,TSC,Benign,0.1,0.9004,1.9004,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,TSC,DoS,0.1,1.0,1.8198,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,TSC,Benign,0.2,0.7997,1.7997,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,TSC,DoS,0.2,1.0,1.6959,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,1337,mlp,SHC,Benign,0.05,0.9502,0.9504,0.95
