rung,realization,n_eval,n_tcal,unseen_frac_eval,unseen_frac_focal,subtypes_used,S_cov,above_null,S_lab,S_sup,S_sup_focal
0.8,7,2332,2332,0.4528301886792453,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""worm""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.893504375,True,0.13593395745261866,0.4532590051457976,0.7946127946127947
0.8,8,2333,2333,0.453493356193742,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""worm""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""named"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.891860625,True,0.1358324972342145,0.453493356193742,0.7946127946127947
0.8,9,2334,2334,0.4541559554413025,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""named"", ""snmpgetattack"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.89509375,True,0.1365880219860061,0.4541559554413025,0.7946127946127947
0.8,10,2332,2332,0.45368782161234994,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.887794375,True,0.13636277391917098,0.45368782161234994,0.7946127946127947
0.8,11,2333,2333,0.453493356193742,0.8047138047138047,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8892100000000001,True,0.1358324972342145,0.453493356193742,0.8047138047138047
0.8,12,2332,2332,0.4554030874785592,0.8080808080808081,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""udpstorm""], ""Probe"": [""mscan""], ""R2L"": [""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8860687500000001,True,0.13636277391917095,0.4554030874785592,0.8080808080808081
0.8,13,2330,2330,0.45278969957081544,0.793918918918919,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.89301625,True,0.1352787700616632,0.4532188841201717,0.793918918918919
0.8,14,2333,2333,0.4539219888555508,0.8006756756756757,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""udpstorm""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8935881250000002,True,0.13583249723421448,0.4539219888555508,0.8006756756756757
0.8,15,2331,2331,0.4538824538824539,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.884755625,True,0.13646450515297767,0.4538824538824539,0.7946127946127947
0.8,16,2333,2333,0.4539219888555508,0.7972972972972973,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""named"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.90305625,True,0.13583249723421448,0.4543506215173596,0.7972972972972973
0.8,17,2334,2334,0.45329905741216797,0.7953020134228188,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""snmpgetattack"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8897175,True,0.1365880219860061,0.45329905741216797,0.7953020134228188
0.8,18,2331,2331,0.4555984555984556,0.802013422818792,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""snmpgetattack"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8938693750000001,True,0.13603550472397724,0.4555984555984556,0.802013422818792
0.8,19,2333,2333,0.453493356193742,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8879849999999999,True,0.13626112989602332,0.453493356193742,0.7946127946127947
