rung,realization,n_eval,n_tcal,unseen_frac_eval,unseen_frac_focal,subtypes_used,S_cov,above_null,S_lab,S_sup,S_sup_focal
0.0,14,2335,2335,0.0008565310492505353,0.0,"{""Normal"": [""<exempt>""], ""U2R"": [""<exempt>""]}",0.858144375,True,0.136914634082764,0.0008565310492505353,0.0
0.0,15,2336,2336,0.0004280821917808219,0.0,"{""Normal"": [""<exempt>""], ""U2R"": [""<exempt>""]}",0.847110625,True,0.1363848021623158,0.0008561643835616438,0.0
0.0,16,2335,2335,0.0008565310492505353,0.0,"{""Normal"": [""<exempt>""], ""U2R"": [""<exempt>""]}",0.8520956250000001,True,0.136914634082764,0.0017130620985010706,0.003355704697986577
0.0,17,2333,2333,0.0004286326618088298,0.0,"{""Normal"": [""<exempt>""], ""U2R"": [""<exempt>""]}",0.84454,True,0.13626112989602335,0.0008572653236176596,0.0
0.0,18,2332,2332,0.0008576329331046312,0.0,"{""Normal"": [""<exempt>""], ""U2R"": [""<exempt>""]}",0.8459087500000001,True,0.13593395745261866,0.001286449399656947,0.0
0.0,19,2333,2333,0.0004286326618088298,0.0,"{""Normal"": [""<exempt>""], ""U2R"": [""<exempt>""]}",0.849396875,True,0.13626112989602335,0.0008572653236176596,0.003355704697986577
0.2,0,2333,2333,0.11444492070295756,0.20202020202020202,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""snmpgetattack""], ""U2R"": [""<exempt>""]}",0.8556687499999999,True,0.13626112989602332,0.11444492070295756,0.20202020202020202
0.2,1,2333,2333,0.11315902271753107,0.19463087248322147,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""snmpgetattack"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8657275,True,0.13583249723421453,0.1135876553793399,0.19463087248322147
0.2,2,2334,2334,0.11396743787489289,0.20134228187919462,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable"", ""udpstorm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel""], ""U2R"": [""<exempt>""]}",0.8519137499999999,True,0.13615957297143882,0.11396743787489289,0.20134228187919462
0.2,3,2331,2331,0.11411411411411411,0.20134228187919462,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel""], ""U2R"": [""<exempt>""]}",0.8549800000000001,True,0.13603550472397724,0.11454311454311454,0.20469798657718122
0.2,4,2334,2334,0.11396743787489289,0.20202020202020202,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""snmpgetattack""], ""U2R"": [""<exempt>""]}",0.8471831249999999,True,0.13615957297143882,0.11439588688946016,0.2053872053872054
0.2,5,2331,2331,0.1154011154011154,0.20608108108108109,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""udpstorm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""sendmail""], ""U2R"": [""<exempt>""]}",0.8620862499999999,True,0.13560650429497678,0.1154011154011154,0.20608108108108109
0.2,6,2338,2338,0.11420017108639863,0.20066889632107024,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2""], ""Probe"": [""saint""], ""R2L"": [""snmpgetattack"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8532912499999998,True,0.13703736201325972,0.11420017108639863,0.20066889632107024
0.2,7,2332,2332,0.112778730703259,0.19463087248322147,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8419106249999999,True,0.13636277391917098,0.112778730703259,0.19463087248322147
0.2,8,2331,2331,0.11411411411411411,0.19865319865319866,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb""], ""Probe"": [""mscan""], ""R2L"": [""named"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8631974999999998,True,0.13560650429497678,0.11411411411411411,0.19865319865319866
0.2,9,2332,2332,0.11406518010291596,0.2053872053872054,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named""], ""U2R"": [""<exempt>""]}",0.8547974999999999,True,0.13550514098606636,0.11449399656946826,0.2053872053872054
0.2,10,2334,2334,0.11439588688946016,0.19865319865319866,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable""], ""Probe"": [""saint""], ""R2L"": [""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.863120625,True,0.13615957297143882,0.11482433590402742,0.20202020202020202
0.2,11,2331,2331,0.11411411411411411,0.19865319865319866,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable""], ""Probe"": [""mscan""], ""R2L"": [""snmpgetattack"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8566331250000001,True,0.13560650429497678,0.11497211497211497,0.20202020202020202
0.2,12,2331,2331,0.11282711282711283,0.1919191919191919,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable"", ""udpstorm""], ""Probe"": [""mscan""], ""R2L"": [""sendmail"", ""snmpgetattack"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8591537500000002,True,0.1360355047239772,0.11325611325611326,0.1919191919191919
0.2,13,2333,2333,0.11401628804114873,0.20134228187919462,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel""], ""U2R"": [""<exempt>""]}",0.8458387499999999,True,0.1366897625578322,0.11444492070295756,0.20469798657718122
0.2,14,2333,2333,0.11273039005572225,0.1919191919191919,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""named"", ""sendmail"", ""snmpgetattack"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8606024999999999,True,0.13626112989602332,0.11315902271753107,0.1919191919191919
0.2,15,2332,2332,0.11320754716981132,0.19528619528619529,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8628918750000001,True,0.13593395745261866,0.11363636363636363,0.19528619528619529
0.2,16,2330,2330,0.11416309012875536,0.20202020202020202,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel""], ""U2R"": [""<exempt>""]}",0.8622574999999999,True,0.13570795461101942,0.11416309012875536,0.20202020202020202
0.2,17,2332,2332,0.11363636363636363,0.19463087248322147,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""xlock""], ""U2R"": [""<exempt>""]}",0.85249875,True,0.13636277391917098,0.11406518010291596,0.19798657718120805
0.2,18,2333,2333,0.11444492070295756,0.19932432432432431,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8625118749999998,True,0.13583249723421448,0.11444492070295756,0.19932432432432431
0.2,19,2334,2334,0.11439588688946016,0.20134228187919462,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable""], ""Probe"": [""saint""], ""R2L"": [""snmpgetattack""], ""U2R"": [""<exempt>""]}",0.8648956250000002,True,0.13658802198600606,0.11439588688946016,0.20134228187919462
0.4,0,2334,2334,0.2275064267352185,0.4006734006734007,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2""], ""Probe"": [""saint""], ""R2L"": [""named"", ""snmpgetattack"", ""snmpguess"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.857036875,True,0.13615957297143882,0.2275064267352185,0.4006734006734007
0.4,1,2331,2331,0.22694122694122695,0.4,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8672756250000001,True,0.1356065042949768,0.22737022737022736,0.4033898305084746
0.4,2,2333,2333,0.22803257608229746,0.4074074074074074,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""named"", ""snmpgetattack""], ""U2R"": [""<exempt>""]}",0.8683268749999999,True,0.13626112989602332,0.22803257608229746,0.4074074074074074
0.4,3,2331,2331,0.2277992277992278,0.40404040404040403,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""named"", ""snmpgetattack"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8682025,True,0.13603550472397719,0.22822822822822822,0.40404040404040403
0.4,4,2330,2330,0.22660944206008585,0.39730639730639733,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8736925,True,0.13570795461101942,0.22660944206008585,0.39730639730639733
0.4,5,2332,2332,0.2285591766723842,0.40878378378378377,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2""], ""Probe"": [""saint""], ""R2L"": [""named"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.857281875,True,0.13550514098606634,0.22941680960548885,0.41216216216216217
0.4,6,2329,2329,0.22713610991841993,0.4033898305084746,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""xlock""], ""U2R"": [""<exempt>""]}",0.86115125,True,0.13495075439062232,0.22799484757406613,0.4067796610169492
0.4,7,2333,2333,0.2271753107586798,0.39932885906040266,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable""], ""Probe"": [""mscan""], ""R2L"": [""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8652675000000001,True,0.13626112989602335,0.22760394342048865,0.39932885906040266
0.4,8,2331,2331,0.22737022737022736,0.39932885906040266,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""snmpgetattack"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8606175,True,0.13603550472397724,0.22737022737022736,0.39932885906040266
0.4,9,2334,2334,0.22793487574978577,0.40268456375838924,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""snmpgetattack""], ""U2R"": [""<exempt>""]}",0.8592487499999999,True,0.1365880219860061,0.22793487574978577,0.40268456375838924
0.4,10,2333,2333,0.2271753107586798,0.3939393939393939,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""saint""], ""R2L"": [""sendmail"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8658575,True,0.13668976255783216,0.2271753107586798,0.3939393939393939
0.4,11,2332,2332,0.2277015437392796,0.40404040404040403,"{""Normal"": [""<exempt>""], ""DoS"": [""processtable"", ""udpstorm""], ""Probe"": [""mscan""], ""R2L"": [""snmpguess""], ""U2R"": [""<exempt>""]}",0.8645275,True,0.13593395745261866,0.2277015437392796,0.40404040404040403
0.4,12,2331,2331,0.22565422565422566,0.3939393939393939,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.876133125,True,0.13560650429497678,0.2260832260832261,0.3939393939393939
0.4,13,2333,2333,0.2271753107586798,0.40404040404040403,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""mscan""], ""R2L"": [""snmpguess""], ""U2R"": [""<exempt>""]}",0.8624075,True,0.13626112989602332,0.22760394342048865,0.4074074074074074
0.4,14,2332,2332,0.2281303602058319,0.40404040404040403,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8579456249999999,True,0.13593395745261866,0.2285591766723842,0.4074074074074074
0.4,15,2331,2331,0.22865722865722865,0.40878378378378377,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8693312500000001,True,0.1360355047239772,0.22908622908622908,0.41216216216216217
0.4,16,2335,2335,0.2278372591006424,0.40268456375838924,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2""], ""Probe"": [""mscan""], ""R2L"": [""snmpguess""], ""U2R"": [""<exempt>""]}",0.861934375,True,0.13648636855813873,0.22826552462526767,0.40604026845637586
0.4,17,2335,2335,0.22612419700214131,0.3939393939393939,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""snmpgetattack"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8494793749999999,True,0.13605810303351346,0.22612419700214131,0.3939393939393939
0.4,18,2332,2332,0.22684391080617497,0.3939393939393939,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8667662500000001,True,0.13593395745261866,0.22684391080617497,0.3939393939393939
0.4,19,2332,2332,0.22641509433962265,0.3939393939393939,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2""], ""Probe"": [""saint""], ""R2L"": [""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8644493750000001,True,0.13593395745261866,0.22684391080617497,0.39730639730639733
0.6,0,2329,2329,0.34048948046371835,0.5945945945945946,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.869650625,True,0.13580949204626855,0.34048948046371835,0.5945945945945946
0.6,1,2333,2333,0.3403343334762109,0.5939597315436241,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""mscan""], ""R2L"": [""named"", ""sendmail"", ""snmpguess"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8740325,True,0.13668976255783216,0.3407629661380197,0.5939597315436241
0.6,2,2332,2332,0.33962264150943394,0.6033898305084746,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8638793750000001,True,0.13550514098606636,0.3404802744425386,0.6067796610169491
0.6,3,2333,2333,0.3420488641234462,0.6060606060606061,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.873870625,True,0.13626112989602332,0.3420488641234462,0.6060606060606061
0.6,4,2332,2332,0.33876500857632935,0.5912162162162162,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8670325,True,0.13593395745261866,0.33962264150943394,0.5945945945945946
0.6,5,2332,2332,0.33962264150943394,0.5912162162162162,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""udpstorm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8800600000000001,True,0.13593395745261866,0.3400514579759863,0.5945945945945946
0.6,6,2333,2333,0.3403343334762109,0.5959595959595959,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8804331250000003,True,0.13626112989602332,0.3403343334762109,0.5959595959595959
0.6,7,2332,2332,0.3409090909090909,0.6026936026936027,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""snmpguess"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8785400000000001,True,0.13593395745261866,0.3409090909090909,0.6026936026936027
0.6,8,2333,2333,0.3411915987998285,0.6060606060606061,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable""], ""Probe"": [""saint""], ""R2L"": [""named"", ""sendmail"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8754725000000001,True,0.1358324972342145,0.3416202314616374,0.6060606060606061
0.6,9,2331,2331,0.33976833976833976,0.5945945945945946,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb""], ""Probe"": [""saint""], ""R2L"": [""named"", ""sendmail"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8718875,True,0.1356065042949768,0.3401973401973402,0.5945945945945946
0.6,10,2331,2331,0.33933933933933935,0.5925925925925926,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8742699999999999,True,0.13603550472397719,0.3401973401973402,0.5959595959595959
0.6,11,2332,2332,0.3404802744425386,0.5925925925925926,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""named"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.869398125,True,0.13593395745261866,0.3404802744425386,0.5925925925925926
0.6,12,2336,2336,0.3403253424657534,0.5986622073578596,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8795437500000001,True,0.13724096654587742,0.3403253424657534,0.5986622073578596
0.6,13,2332,2332,0.34176672384219553,0.6081081081081081,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""udpstorm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8778625,True,0.13636277391917095,0.3421955403087479,0.6114864864864865
0.6,14,2334,2334,0.3393316195372751,0.6006711409395973,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8837468749999999,True,0.13615957297143882,0.3401885175664096,0.6040268456375839
0.6,15,2332,2332,0.34176672384219553,0.6013513513513513,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.879323125,True,0.13593395745261866,0.34176672384219553,0.6013513513513513
0.6,16,2334,2334,0.3393316195372751,0.5925925925925926,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8832725,True,0.13615957297143882,0.3393316195372751,0.5925925925925926
0.6,17,2331,2331,0.3401973401973402,0.597972972972973,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""snmpgetattack"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.865733125,True,0.1356065042949768,0.3406263406263406,0.6013513513513513
0.6,18,2332,2332,0.3404802744425386,0.6033898305084746,"{""Normal"": [""<exempt>""], ""DoS"": [""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.8807387499999999,True,0.13593395745261866,0.3409090909090909,0.6067796610169491
0.6,19,2332,2332,0.3404802744425386,0.6013513513513513,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""worm""], ""Probe"": [""saint""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.870629375,True,0.13593395745261866,0.3409090909090909,0.6013513513513513
0.8,0,2331,2331,0.45302445302445304,0.793918918918919,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.9028050000000001,True,0.1356065042949768,0.45345345345345345,0.793918918918919
0.8,1,2330,2330,0.45493562231759654,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""snmpgetattack"", ""snmpguess"", ""xlock"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.9002949999999998,True,0.13570795461101942,0.45493562231759654,0.7946127946127947
0.8,2,2332,2332,0.45368782161234994,0.8013468013468014,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""named"", ""snmpguess"", ""xsnoop""], ""U2R"": [""<exempt>""]}",0.89303625,True,0.13636277391917095,0.45411663807890223,0.8013468013468014
0.8,3,2331,2331,0.4543114543114543,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""named"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.9014424999999999,True,0.13560650429497678,0.4543114543114543,0.7946127946127947
0.8,4,2332,2332,0.45454545454545453,0.7946127946127947,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpguess"", ""xlock""], ""U2R"": [""<exempt>""]}",0.8852268750000001,True,0.13636277391917095,0.45454545454545453,0.7946127946127947
0.8,5,2329,2329,0.45556032632030913,0.8141891891891891,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable"", ""udpstorm"", ""worm""], ""Probe"": [""mscan""], ""R2L"": [""httptunnel"", ""sendmail"", ""snmpgetattack"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.8918043750000001,True,0.13538012321844548,0.45556032632030913,0.8141891891891891
0.8,6,2332,2332,0.4571183533447684,0.8080808080808081,"{""Normal"": [""<exempt>""], ""DoS"": [""apache2"", ""mailbomb"", ""processtable""], ""Probe"": [""mscan"", ""saint""], ""R2L"": [""httptunnel"", ""named"", ""sendmail"", ""snmpgetattack"", ""snmpguess""], ""U2R"": [""<exempt>""]}",0.889003125,True,0.13593395745261866,0.4571183533447684,0.8080808080808081
